am.highapps.parallaxtoolbar	compose-parallax-toolbar-kmp-android	1.0.0		N/A
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.5.0		09988a540cadb1a8380363eef898108312d8f51e
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.6.0		fe77f042d11b6c01860ccd2a9c256ae0922cac13
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.7.0		507293f032915917ce2d3d06fa6ada2f247fd16b
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.8.0		8d63c4852a8ee8e61287fd32f22a668ebb23b4e3
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.8.1		92cac02950c929e5de868d4be8d97aa0e39db06d
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.8.2		eca05da0fe129d92736e836c799a1fc6f300899d
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.8.3		e9cc9df4791f37fa980e7b919822693c3b43a465
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.8.4		88d9a9dcb2e3e001a656ca2db25516a424788195
org.apache.camel.quarkus	camel-quarkus-integration-test-datasonnet	3.9.0		8f9cbbce4ba5fa88a21a4f9c6cec2debc07fb334
org.apache.jclouds.provider	rackspace-cloudservers-us	1.6.1-incubating		b56f9b323daffd9097e6778497f27878d17c482c
org.apache.jclouds.provider	rackspace-cloudservers-us	1.6.2-incubating		e6d002c5c0cc0b4991fd517a5b686e51723b8f59
org.apache.jclouds.provider	rackspace-cloudservers-us	1.6.3		077a64d69801c3b74a7d2a761cdcc282c1c313f5
org.apache.jclouds.provider	rackspace-cloudservers-us	1.7.0		5b2ba96360ff3c65cabd84d727552df6c18ee9a8
org.apache.jclouds.provider	rackspace-cloudservers-us	1.7.1		0da843003d424437e05d6defb93a1ba2a156e8c9
org.apache.jclouds.provider	rackspace-cloudservers-us	1.7.2		ad8fce92cdc9bb1ac037c514681b10ef8cb9992a
org.apache.jclouds.provider	rackspace-cloudservers-us	1.7.3		15d48a9e07237962c2a5a067c15e01def1222c86
org.apache.jclouds.provider	rackspace-cloudservers-us	1.8.0		23ad0c78c6185148e32639368250c730ac2c64b0
org.apache.jclouds.provider	rackspace-cloudservers-us	1.8.1		382319764b3b313314f835fe6b77723dd6dcc358
org.apache.jclouds.provider	rackspace-cloudservers-us	1.9.0		48123acc8f84d542071460d91cfebe06fe0ec55d
org.apache.jclouds.provider	rackspace-cloudservers-us	1.9.1		23916a3116875ebfeb019cf03c7731da747abc2e
org.apache.jclouds.provider	rackspace-cloudservers-us	1.9.2		39042c4ea1cee0897083f60aff8ede319f3a174c
org.apache.jclouds.provider	rackspace-cloudservers-us	1.9.3		ceb797a3d60d1a837ccd7dbee70db038d6655269
org.apache.jclouds.provider	rackspace-cloudservers-us	2.0.0		7e3e9704afba48e9e1f68b5622937d9f08fb5176
org.apache.jclouds.provider	rackspace-cloudservers-us	2.0.1		91a8fd347289bda9bc29da8ff144de2471a5ffb4
org.apache.jclouds.provider	rackspace-cloudservers-us	2.0.2		d19913dd676c600c33c8918d8441bc6e090d4307
org.apache.jclouds.provider	rackspace-cloudservers-us	2.0.3		7efb4784dcc2c6e9f168bdd1537520f36060c129
org.apache.jclouds.provider	rackspace-cloudservers-us	2.1.0		f3b6bf3235383d45e91e9d65cc80454bca0b76be
org.apache.jclouds.provider	rackspace-cloudservers-us	2.1.1		4696d5313080f60c7f649b2f21f0857480aa46ab
org.apache.jclouds.provider	rackspace-cloudservers-us	2.1.2		6b1d9db84bdfa4f63cbf7dd1450b99b4b0dd30ad
org.apache.jclouds.provider	rackspace-cloudservers-us	2.1.3		374b944fd3025bf5a807ba3508d833664b8cb774
org.apache.jclouds.provider	rackspace-cloudservers-us	2.2.0		e0d1bf2361188d5835c7a4bbb048d49e7d03f516
org.apache.jclouds.provider	rackspace-cloudservers-us	2.2.1		93a414e84c9a827b03dbde1c22276243bc29c4a0
org.apache.jclouds.provider	rackspace-cloudservers-us	2.3.0		a1de5339ec92fd825429fbc0f9250451dbc823b0
org.apache.jclouds.provider	rackspace-cloudservers-us	2.4.0		2486e05340b432c5897d1a73c9f98dacd62059eb
org.apache.jclouds.provider	rackspace-cloudservers-us	2.5.0		3b889440ba12b9022f16354011cd51014f10c320
org.apache.jclouds.provider	rackspace-cloudservers-us	2.6.0		42e922826ec9b2c48131aad15e2a3bd72d5872e8
org.apache.jclouds.provider	rackspace-cloudservers-us	2.7.0		b8ea9f25bec62594df4f9f5a1d932843b2a6bfcc
org.apache.pekko	pekko-connectors-unix-domain-socket_2.12	1.0.0		6f6ed02bd108487925cb4b2914669bc35d6fa920
org.apache.pekko	pekko-connectors-unix-domain-socket_2.12	1.0.1		ea8a6046e4c2511e8c39b80415e460b0b5cc481c
org.apache.pekko	pekko-connectors-unix-domain-socket_2.12	1.0.2		62d1860512e5e4fbcb2620db95be0e3db2db07ea
org.apache.pekko	pekko-connectors-unix-domain-socket_2.12	1.1.0		2de508b01e16969664caf65a110b24e6aedf3a54
org.apache.pekko	pekko-connectors-unix-domain-socket_2.12	1.1.0-M1		b7e73f267a50d03e602d65f9cb8a2aaa11c65e01
org.apache.predictionio	apache-predictionio-data_2.11	0.11.0-incubating		20cfa7162f693f1e6085288112ba0ef0c60e2e35
org.apache.predictionio	apache-predictionio-data_2.11	0.12.0-incubating		ab373869e9295ef5dc6b381e45d663c6967deb5b
org.apache.predictionio	apache-predictionio-data_2.11	0.12.1		83cfa3f9988a2b589c4c4908fe2727305457e1d5
org.apache.predictionio	apache-predictionio-data_2.11	0.13.0		8528e774fafd6f75a2d30ae77f907021da8ee8d3
org.apache.predictionio	apache-predictionio-data_2.11	0.14.0		1b6e52459c974ddcf7b6ab40656c1197bf9345c6
org.apache.seatunnel	connector-rabbitmq	2.3.0		6027fb931637e1c60201a3a3205caa67464fd94d
org.apache.seatunnel	connector-rabbitmq	2.3.1		2526f6693f9d48557b910ce4b3e45f1b15c92f62
org.apache.seatunnel	connector-rabbitmq	2.3.10		9379b89086c6827c7b479100ee21a7d7386f4115
org.apache.seatunnel	connector-rabbitmq	2.3.2		a72a3d7af403c5a58395aeb46ab003511413b8fc
org.apache.seatunnel	connector-rabbitmq	2.3.3		82c77049780608f75190e9314bc4ec814a4cc5b0
org.apache.seatunnel	connector-rabbitmq	2.3.4		d0ddda78cef73509402690e45aa4684acdb40da2
org.apache.seatunnel	connector-rabbitmq	2.3.5		b62adb8fc3400123fcbdeeb15acf2cd9310931b5
org.apache.seatunnel	connector-rabbitmq	2.3.6		65b980e162f607a706a1bcbbb72ffa2650b01a86
org.apache.seatunnel	connector-rabbitmq	2.3.7		db65b99115f9a830926342ac67f3235d9dc95b25
org.apache.seatunnel	connector-rabbitmq	2.3.8		31dba11418ea03408be19cc0daa0a74afa423483
org.apache.seatunnel	connector-rabbitmq	2.3.9		edcd12b1f3351bf9b46d64fc270f8c8a3f200afe
org.apache.shardingsphere	shardingsphere-governance-repository-nacos	5.0.0-alpha		1a718a2e3d514fa4ba65c9ccb6d83401ab3d179c
org.bonitasoft.bpm	org.bonitasoft.bonita2bar	8.0.0		5f0ab33504a0b2092b13ca2edd1ea6ce33764343
org.bonitasoft.bpm	org.bonitasoft.bonita2bar	8.0.0.beta-01		e9b6a3baf7319b1d7e0b86ee0ac5422d5965cddb
org.bonitasoft.bpm	org.bonitasoft.bonita2bar	8.0.1		047764632d3af2317764cd00be2342c0eb805a34
org.bonitasoft.bpm	org.bonitasoft.bonita2bar	8.1.0		0fbe59f6bc801e724e0d0a1b1b6506e548521812
org.bonitasoft.bpm	org.bonitasoft.bonita2bar	9.0.0		141d80b87a23dbd5b7e553098faacd6103ca81b1
org.bonitasoft.bpm	org.bonitasoft.bonita2bar	9.0.1		534b11fb25fc1db4a00a25a21e7aebf91b52ae49
org.bonitasoft.bpm	org.bonitasoft.bonita2bar	9.0.2		ba5eefafb0ecd0816ad3d3d6e82e106bea58235d
org.dataconservancy.pass	pass-authz-listener	0.3.0		363f0591c48483823ac0134a218e81f546986909
org.dataconservancy.pass	pass-authz-listener	0.3.0	exe	8abb36d9534a3fff9074f2f4fd8994337d85fd86
org.dataconservancy.pass	pass-authz-listener	0.3.1		1a1251b6bedcffc890007ea22bf5b697b3fbc25e
org.dataconservancy.pass	pass-authz-listener	0.3.1	exe	8d3efa9b68548f2c2d74cbe401bacd5c3bd7dba0
org.dataconservancy.pass	pass-authz-listener	0.4.0		d267b267acd72169f993301b8f3cf46aa2ca117d
org.dataconservancy.pass	pass-authz-listener	0.4.0	exe	00bc26f673a6033ac0ad4ba5aaac793b75e2208b
org.dataconservancy.pass	pass-authz-listener	0.4.1		133f0dc350df79397ce55251319b1214ee939e69
org.dataconservancy.pass	pass-authz-listener	0.4.1	exe	87ecc0e8e578a067159ecdc098ee5c07ab7371fd
org.dataconservancy.pass	pass-authz-listener	0.4.2		b7d3eb87a91c3c52accd83f79a063fc5ee1d3c12
org.dataconservancy.pass	pass-authz-listener	0.4.2	exe	c03db17ec427f55496389653490c6b91085d3701
org.dataconservancy.pass	pass-authz-listener	0.4.3		39a487f5196b90f9a7a9bf9267b020e13a915c37
org.dataconservancy.pass	pass-authz-listener	0.4.3	exe	c200b8f6f288c21ee690c2c7c7234ba43cc81f55
org.dataconservancy.pass	pass-authz-listener	0.4.4		304b41879cad099300c649b8a4a49f2eabae0265
org.dataconservancy.pass	pass-authz-listener	0.4.4	exe	9a869f8e0998d3406c240c1ca54a23fe2c48f0a7
org.dataconservancy.pass	pass-authz-listener	0.4.5		f61246aeeab77a2b837f5efa89c2db609e32a5b4
org.dataconservancy.pass	pass-authz-listener	0.4.5	exe	6a9f87c97d090ea108112b2651d804d3da9572b6
org.dataconservancy.pass	pass-authz-listener	0.5.0		ba79a67124f551654d5b2ba90e7e27c10b157d59
org.dataconservancy.pass	pass-authz-listener	0.5.0	exe	d43efd262448ab02922ff079363c98fc56fa2bde
org.dataconservancy.pass	pass-model	0.3.5		bc0daee9ecbb75972f9fa92f28775260df46888a
org.dataconservancy.pass	pass-model	0.4.1		9d76f8a5ced92d7a2b75fbbdeefc60ba9a1f2624
org.dataconservancy.pass	pass-model	0.4.2		3dfa0c91e1ec110225ff9193636df2bc1e91b8e6
org.dataconservancy.pass	pass-model	0.5.0		4f1045bedde0b8194e412ae6a78f90398efb9627
org.dataconservancy.pass	pass-model	0.5.1		a3202f367a1377cd55d7a47542ce65a5e9867ffe
org.dataconservancy.pass	pass-model	0.5.2		800a06e1a2ecebd3b5523c74627234f195546e29
org.dataconservancy.pass	pass-model	0.5.3		1905bd31e055c8f7f45499bdd374ef4f6fddf8c4
org.dataconservancy.pass	pass-model	0.6.0		27347fcf7524a1c28eee3a5081a296a3bbf95f26
org.dataconservancy.pass	pass-model	0.7.0		fb0242b35a0a418c59bf1bdc917f5601b6a2f16c
org.dataconservancy.pass	pass-model	0.7.1		b171fea4bf7136881c830186a163295b7d52cadd
org.dataconservancy.pass	pass-model	0.8.0		1094c0c362c0139fbfad18536bf43e5247001767
org.digidoc4j.dss	dss-validation-dto	5.11.1.d4j.1		d390f22b95cc218e826fd91a01bb504a4e1ffa18
org.digidoc4j.dss	dss-validation-dto	5.5.d4j.1		dbd3f761c24cc47624129ffe2896aa54d9cb86a8
org.digidoc4j.dss	dss-validation-dto	5.7.d4j.1		326ebd20027ecad7f9d974841928aadad08bc039
org.digidoc4j.dss	dss-validation-dto	5.7.d4j.2		d8a16891bad897e36487805b33fc456618d7d201
org.digidoc4j.dss	dss-validation-dto	5.8.d4j.1		f5222dffa9fb5e78dc0c29e3063848894547c410
org.digidoc4j.dss	dss-validation-dto	5.9.d4j.1		bc8ec656e2258b245c9d3daff2fdb5a362b06754
org.digidoc4j.dss	dss-validation-dto	6.0.1.d4j.1		0d72578cb4bf1ee9361192b3c753aae1c27939ea
org.digidoc4j.dss	dss-validation-dto	6.0.d4j.1		a62b0ba731bf2fd8ad438bb92d37aaea182b5b13
org.digidoc4j.dss	dss-validation-dto	6.0.d4j.2		f8684c46a36015ec1ddd3570c55eddb146a79e0c
org.eclipse.gmf.runtime.draw2d	ui	1.0.100-v20070621-0000		006ec44c01d44971c95d545d28b70e8e29ba6ae7
org.fusesource.hawtbuf	hawtbuf-proto	1.0		febc2b100577c9cd427faab281583a57e8810d5c
org.fusesource.hawtbuf	hawtbuf-proto	1.1		5093feabb6e2dec145bbe62e3ebc0fd91b423175
org.fusesource.hawtbuf	hawtbuf-proto	1.10		dd3772c382dd4033103da7f7fff5e5c297824814
org.fusesource.hawtbuf	hawtbuf-proto	1.11		f5fd2d5af29cfa7de077b15051472559b8db6d03
org.fusesource.hawtbuf	hawtbuf-proto	1.2		06c564af01a1ca8cb9b4fd6de3b5b2be8c276960
org.fusesource.hawtbuf	hawtbuf-proto	1.3		e79918cfc77cd4a48ef063c05980bd582e8fbddf
org.fusesource.hawtbuf	hawtbuf-proto	1.4		0dfe5932281dfd7463327c75366eb539f5d29d6d
org.fusesource.hawtbuf	hawtbuf-proto	1.5		725901af37a27749542bf31b37a33ba627f84f06
org.fusesource.hawtbuf	hawtbuf-proto	1.6		d334e356c0b1d3de2e43509434a56a76d5ea78d7
org.fusesource.hawtbuf	hawtbuf-proto	1.7		bb7a66cff5a405443d9d688e8bf11025cb0aa82d
org.fusesource.hawtbuf	hawtbuf-proto	1.8		db7cdd9380522a14665a2b405cd9da0ac88708f0
org.fusesource.hawtbuf	hawtbuf-proto	1.9		cd24acc77671956eaf66197070b9e4953030b8bc
org.glassfish.deployment	deployment-versioning	3.1-b01		917753d48f2e685d077bd371c1d095fd724edde8
org.glassfish.deployment	deployment-versioning	3.1-b02		81b9ec26a7f09935d1bf1e4a1b764ea221cb0601
org.glassfish.deployment	deployment-versioning	3.1-b03		500575c6cb41a8b2e1295f9e4f0a5e6ac10afd9e
org.glassfish.deployment	deployment-versioning	3.1-b04		785db0b732f2e39db5ecd57049df5695bcf186a4
org.glassfish.deployment	deployment-versioning	3.1-b05		8724ba7564777569c4888823ca654df499a9b7f5
org.glassfish.deployment	deployment-versioning	3.1-b06		f97043654e5f327e98a181b9b8fec44bb2814fa1
org.glassfish.deployment	deployment-versioning	3.1-b07		37f9220499009e6613933871720567517f82d0d3
org.glassfish.deployment	deployment-versioning	3.1-b08		5a62bcc7e609f67569fb463384859506e73adb4b
org.glassfish.deployment	deployment-versioning	3.1-b09		4f37bebe31764073e71be81d7722db80d724eb06
org.glassfish.deployment	deployment-versioning	3.1-b10		633d452e35b60b466e781016b3833ac1b35f5df9
org.glassfish.deployment	deployment-versioning	3.1-b11		a73d2227c42ef8632ca052f69f13aa992314d13b
org.glassfish.deployment	deployment-versioning	3.1-b12		fc0fd56022f660323111bc51a009bf1d5a9b5e3b
org.glassfish.deployment	deployment-versioning	3.1-b13		6f4eab03f52da9c1741fa556d0a40b6a37f0092e
org.glassfish.deployment	deployment-versioning	3.1-b14		befd752e450d18c482cc73f321bc112e0c82ce27
org.glassfish.deployment	deployment-versioning	3.1-b15		3a7ba0e27df5dab1cf506fcb47f3a0498ff80302
org.glassfish.deployment	deployment-versioning	3.1-b16		d2335816000d6d375398915fb1d7a256cf3b25c6
org.glassfish.deployment	deployment-versioning	3.1-b17		f6e182af1de9efdb170f68b1b85881f15c07eb47
org.jtrim2	jtrim-cache	2.0.0		19f91b0d3db083c5df0f098b78372bf989597834
org.jtrim2	jtrim-cache	2.0.0-alpha-1		0e94330a621eeea420a55a39d1e8c136ebaf75e4
org.jtrim2	jtrim-cache	2.0.0-alpha-2		19170cb62a1b60ac55003852f81419a5ed4e389f
org.jtrim2	jtrim-cache	2.0.0-alpha-3		d6de0d18df1f53260da247dcaf0e9a23fe0a7edd
org.jtrim2	jtrim-cache	2.0.1		230dfab6d82789c37b4acb50993fbc4e1b285e26
org.jtrim2	jtrim-cache	2.0.2		67b430f1e4bafd1b8295376bbcb968fa17673f62
org.jtrim2	jtrim-cache	2.0.3		7ac71f68d49cc929fa035319d3fb623b9303c5c3
org.jtrim2	jtrim-cache	2.0.4		c156484c884881815006e680f355023aae0e3d24
org.jtrim2	jtrim-cache	2.0.5		d594131cb7730df70e7c7e8db61e2a561429510c
org.jtrim2	jtrim-cache	2.0.6		8e0a62f74d467951b86daf359c509aa09323ddbd
org.jtrim2	jtrim-cache	2.0.7		871f9743def5feb19b2a673d53d90637721c1565
org.kie.modules	com-github-relaxng-main	6.1.0.Beta1		N/A
org.kie.modules	com-github-relaxng-main	6.1.0.Beta2		N/A
org.kie.modules	com-github-relaxng-main	6.1.0.Beta3		N/A
org.kie.modules	com-github-relaxng-main	6.1.0.Beta4		N/A
org.kie.modules	com-github-relaxng-main	6.1.0.CR1		N/A
org.kie.modules	com-github-relaxng-main	6.1.0.CR2		N/A
org.kie.modules	com-github-relaxng-main	6.1.0.Final		N/A
org.kie.modules	com-github-relaxng-main	6.2.0.Beta1		N/A
org.kie.modules	com-github-relaxng-main	6.2.0.Beta2		N/A
org.kie.modules	com-github-relaxng-main	6.2.0.Beta3		N/A
org.kie.modules	com-github-relaxng-main	6.2.0.CR1		N/A
org.kie.modules	com-github-relaxng-main	6.2.0.CR2		N/A
org.kie.modules	com-github-relaxng-main	6.2.0.CR3		N/A
org.kie.modules	com-github-relaxng-main	6.2.0.CR4		N/A
org.kie.modules	com-github-relaxng-main	6.2.0.Final		N/A
org.kie.modules	com-github-relaxng-main	6.3.0.CR1		N/A
org.kie.modules	com-github-relaxng-main	6.3.0.CR2		N/A
org.kie.modules	com-github-relaxng-main	6.3.0.Final		N/A
org.kie.modules	com-github-relaxng-main	6.4.0.Beta1		N/A
org.kie.modules	com-github-relaxng-main	6.4.0.Beta2		N/A
org.kie.modules	com-github-relaxng-main	6.4.0.CR1		N/A
org.kie.modules	com-github-relaxng-main	6.4.0.CR2		N/A
org.kie.modules	com-github-relaxng-main	6.4.0.Final		N/A
org.kie.modules	com-github-relaxng-main	6.5.0.Beta1		N/A
org.kie.modules	com-github-relaxng-main	6.5.0.CR1		N/A
org.kie.modules	com-github-relaxng-main	6.5.0.CR2		N/A
org.kie.modules	com-github-relaxng-main	6.5.0.Final		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.0.0.Beta3		1740b60bf372a8e409acb5565178b34b3dd779b2
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.0.0.Beta4		b16f74dd70068c981428f9741597b19a6aba08a9
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.0.0.Beta5		cc331f7b194c6deca5579da4596add159d39f005
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.0.0.Beta6		f639d25e286018b1e3f0b37bad96743f1a50b295
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.0.0.Beta7		700b6377207e3c37cd4dad5b9b2fe54eb37ae30f
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.0.0.Beta8		aad672bc50c2a03f0f71b39fdfb59917fbb4de5f
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.0.0.CR1		308755dfb72028eef5d4ac5678c4a5822c96e340
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.0.0.CR2		e801ce1b06047f72f87d345087baff1b61d66faf
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.0.0.CR3		43a494381897089227513c9a76f14ee601be5a0d
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.0.0.Final		d86044af6b9e5a169b0d2eca11df128ce5b7c152
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.1.0.Beta1		116eb3a054363e45eb34d548af875639334ed95a
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.1.0.Beta2		558225f5321adc77fa5ab2b7da5394c29ea98cc0
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.1.0.Beta3		536be5932ce8a7bafd76dbf557d3211d4a525b78
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.1.0.Final		e75cdce4d8335d09b1873aea34b2b4edd66de772
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.10.0.Final		f629deb1e87178acd5ce018139dec0a84606eb39
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.11.0.Final		f5bca13068b86a7c95f7484dfdf0a70db3d9d82b
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.12.0.Final		3a8d2bdfdff46b71467eade339b57ee9821bd8fc
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.13.0.Final		094ae3e7d42070fb1b61b377c6546cc620e644db
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.14.0.Final		b3be7f1482fb8eeb69815053b7eaa83582b55d6d
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.15.0.Final		dc208e1b7c5ea749f780cd0728aa275e4db890de
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.16.0.Final		2d390ae9b937ef381cbf40e5495bed8f6d11ccc3
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.17.0.Final		4a82c60c66db676157d7d0e73ca157bf094b2772
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.18.0.Final		4de0f95746d0c8bbddafcdb02f379cc70ed261a1
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.19.0.Final		390a0f43c36a601446fe088d4d8d791cbf3bc555
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.2.0.Final		7439257ebe1e8d940fc275f2d7ba37a28a1b7a94
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.20.0.Final		b547eef04d869a32af1287b04c8a032dfc9c5e97
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.21.0.Final		c0c56e608280c366112397552e1e89f5dcc467d4
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.22.0.Final		4c7cdecd52a4e8ee8549d9504bfbedc9dc20112b
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.23.0.Final		c234976f3a0d63f99271a8eaba02eed2910e16e3
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.24.0.Final		1e0528ff582ce20a2db05dc6d3ad03a230c030a7
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.25.0.Final		9a2fc67cdb4a56bbde819bdeae9e146ee5695bd7
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.26.0.Final		271a6c4ab3c099e44df4aa6612c23f1164ed42c3
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.27.0.Final		15eb9b39d0e632c7cd2f30eae32f07fabcffb329
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.28.0.Final		3206d5c35f08b6e6a39725245a5e237220eeda28
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.29.0.Final		eac94e7332cf343001cec40f95bcb6c300f92702
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.3.0.Final		cc75993ec27992bdd9a19558f971907f116f6591
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.30.0.Final		eaca6de7fcfadea52b4ca98f468e217f728fa608
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.31.0.Final		4486c78b7e55e6287c1300496f759527dd3dd635
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.32.0.Final		83f594b4b176ebf4cc497a8221fefba37156c03e
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.33.0.Final		ad87a6fee6d946389529dcb911f31aab2e5270d3
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.34.0.Final		b276fd54435dfdbb7e718883cc83f105667e8ce5
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.35.0.Final		169a65ac2c84ceed078147281f7862684e03902f
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.36.0.Final		d9bc0b1fb377b94448ab3bcfd989a00554e37bae
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.36.1.Final		5b4948868981c510f9f216fddb1251ee6a5b0584
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.37.0.Final		fcac11ee1695df3d16faaa24bad44c5123be8370
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.38.0.Final		f7427ea560ac118e87ed74da9de5f87f152cfe4c
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.39.0.Final		007ac458f532ba2fe3e5390955ef5cbb57b05dfa
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.4.1.Final		6a6919e895aa2185b9f1dbef91bb7d5abf98f6e5
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.40.0.20200703		95269d1b203f2c0ac7148ee9f49f615929504d9c
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.40.0.Final		416700cda2b0ee92d18956d7c79aa829380a092a
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.41.0.Final		291bca0c3d3f91da7719ef70681dff022a7a0ba3
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.41.0.t20200723		b33fe6d0e150ff36f2ee3c9c0cf8849f88e6f77d
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.42.0.Final		729b5583e02863a8b45b9b597aea8e5a90b862bf
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.43.0.Final		7ba7df070093619250a19a6b4fd4d57479c28d3a
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.43.1.Final		6a801e1dc2aaa25f568e3fd0b98d7d11949943a8
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.44.0.Final		81487b311e09054769a939b410195002f227c69f
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.45.0.Final		bdd381cb3ed581fb98539b8e16f85d2eb55003b0
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.45.0.t20201009		00a5bf977095e8ed384c1f47643a6cbbf4264c1c
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.46.0.Final		c62f2d1073093f568af92c78830a8d1ac08d13e3
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.47.0.Final		2753fba2da97f2598ad2885c521f8c1d52d34426
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.48.0.Final		bca59a545a7b0b95d76cff6ff4c799c56667389c
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.49.0.Final		53a778e131f506a2eb1efd4e2c4eb3edb8739bca
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.5.0.Final		622cc90b60d1bdb89b2004895254e4beed37108c
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.50.0.Final		48897e053375c2979de44cc2bcbc1640da032b1b
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.51.0.Final		197c3baf9b69fe688d1ec19d4c6abe24b53d9459
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.52.0.Final		8234b0df69b51c1b19c31f4b8f6e49321252de3e
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.53.0.Final		c1053f4b9f5a824f94ea467b0dba66bd62d31c7f
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.54.0.Final		fbcc9c4b4b7a607d1a424334b7c7c6e8c6f66ea4
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.55.0.Final		6ec8fe33740f057bb7766ed858fb9594af9cbff5
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.56.0.Final		350a364509d08d7738d9c22e786e539bde5c92aa
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.57.0.Final		40bb68d1715338b6348d3c27252aeb1ca0698162
org.kie.workbench.stunner	kie-wb-common-stunner-forms-api	7.58.0.Final		0deaaca60a7289f1d43fa4f54791a8a90e3e3a6a
