ai.systema	systema-sdk-android-debug	0.1.0-alpha		N/A
aws.sdk.kotlin	eksauth	1.3.95		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.3.96		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.3.97		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.3.98		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.3.99		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.0		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.1		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.10		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.11		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.12		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.13		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.14		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.15		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.16		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.17		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.18		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.19		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.2		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.20		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.21		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.22		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.23		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.24		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.25		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.26		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.27		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.28		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.29		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.3		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.30		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.31		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.32		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.33		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.34		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.35		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.36		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.37		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.38		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.39		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.4		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.40		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.41		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.42		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.43		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.44		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.45		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.46		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.47		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.48		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.49		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.5		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.50		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.51		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.52		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.53		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.54		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.55		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.56		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.57		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.58		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.59		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.6		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.60		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.61		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.62		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.63		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.64		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.65		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.66		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.67		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.68		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.69		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.7		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.70		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.71		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.72		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.73		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.74		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.75		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.76		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.77		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.78		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.79		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.8		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.80		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.81		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.82		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.83		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.84		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.85		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.86		a4f3606ab94d4513ab9375bc390cd84d5c65af32
aws.sdk.kotlin	eksauth	1.4.9		a4f3606ab94d4513ab9375bc390cd84d5c65af32
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	3.1.0		0637dd9c2f3dbfd3e63ed8ea2d21668463efc2d4
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	3.2.0		a52d1387c7adc5d4595c8ce1b19c7c42b9bbeb36
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	3.3.0		bfb1e220726e4d27571313fd9a546c1cde644d85
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	3.4.0		5d56062232e1ffe7e7d7489318b37f36352c4288
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	3.6.0		898f6dcf45da23403fae4ce5cdcde2df22fd7687
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	3.7.0		9b6bc6614a4df2683d608aabb83e16966350cab8
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	3.8.0		0226825b09c656c4b86daf73e5500bafe7e60795
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	4.0.0		1a428c9c39a1b4ba5c517c447b0a64cafac0acc2
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	4.0.1		3103fda364a94c7796dc15fc1ca6dcf9e0b0069e
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	4.0.2		047e84ea9994c3bcfd246dfe95936beaadd79233
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	4.0.3		493471d320c11966ac77997694da9b5904bdf262
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	4.1.0		8a68bf902d0451dab24b513bcf21ced347aa1e2d
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	4.2.0		db6b7b80be31343ade031b11b9de343a9a439255
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.0.0		bb382b053510f8679c2d5062aafba4e5b7765737
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.0.1		adb4adf146087ec690fd37b792d4a580eb98e873
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.0.2		2d0d594987e3935db20f1d6ee0ade689da311136
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.1.0		53744089f939c215cb4fce7e88b3559db8d7d5c5
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.2.0		7ec7066c3fdfdacfd6afcd338a42e95314c7f3bc
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.2.1		339c8ac2be8b7f21aeed8b2b711eb27aeb598fb1
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.3.0		d7ba4fad19c0a656c70af7c90f48a362cb17f675
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.3.2		c8e8b3641ad111c5431b86f3d62cbbef842e1be6
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.3.3		8cda8699bb3c9599b57c7908e11e21cdfd9bb4ed
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.4.0		db70e9d2735cb192e54e11b5bda57812b7815275
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.4.1		7bc0cf59c80a694692beecf0c3ffd1284d8a3a5b
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.4.2		13b8d01720f789ae53c7a958688c3f34a173dd13
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.5.0		3fb5446b1e9ad28a06a0fd10e84c405d6e9459aa
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.5.1		b4431c1b9c059e9108c4e17599e974e85a81e814
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.5.2		dc5a14b576aa091bad33902a8ee49271872dd7d6
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.5.3		58f3d602de17ab7ebf3f04d57578850a8ae3a632
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.5.4		f3e1362c32c93853a96546826ba4b9b21ca59654
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.5.5		fc12a03a966618473b7cab76a9adf1828f46b376
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.5.7		15895a042dd095b7b00338e7b7632a238507915e
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.6.0		568627885e255fe21c959d4d290e81e1e7d18d30
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.6.1		ba73096aaef2e301c070b2d0484703be59f85eeb
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.6.2		7dff54235c1b00c751fd81370edba8dedf9cf1c9
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.6.3		b4287e199570f475d263400ab25b3bdcbed29d3c
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.6.5		23254afac5fbf1c9f0458b3519c3f5e18728470e
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.7.0		b5d593a5e8d1d378f23ab07a0cf0bc5d1fc92f30
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.7.1		317c6ba9bbcbd1e576f4942a0c768fc7108c2612
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.7.2		881ecb1aeedcd0b0c2a0e5036e8ca84468181914
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.7.3		eda21d228a0f08808266152612d1a71789109891
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.7.4		44bea52772b720678ef2cf7ef6498f6aea9e2faa
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.7.6		73bf4407d6d7462ebb371df6ceea3dda3bd7dd19
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.7.7		302ebc3d7dd9c6a46af5bc220b4d7ad40c9c2357
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.7.8		fa31da1667917c8da2f41917ca6eac186f7bb0c3
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	5.7.9		2b22bc9d7617a9c4671419a4d16df104c645005f
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.0.0		0f6dca0c4073b45d9fc7eb76d8018e04235a3e4f
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.0.1		9f4d29cd255441d25dac1e2a3672848e4a7da982
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.0.2		10345ebe97b347db24b9fc00fc76875d8809178c
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.0.3		0c7b78c6cea71e7e3eb11258f8ddc5119dad3439
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.0.4		304accd543b1cb8318272cfbd3690b7edf40d5cf
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.0.5		250e73ec548e619f2f31fe0876fe193b28a48c64
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.1.0		9036f565b0d87970ebf1e05d3d68f48e5eea3ec5
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.1.1		7c1c4941d4798819da7fb7ca0ae0fe10830e1014
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.1.2		c3ce98d78ec1e56a602da219fedf6c354c2531ea
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.1.3		db30068e9e9645373947c0d754058e235e3f4d6e
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.10.0		e0877e736575d038c3fc96722d019877dd4a9a6d
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.10.1		c2da0787b724b305fddf4d5b43a727bb60977898
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.10.2		5b1c9e876af05422abdd7e2d0f682a57f6192c71
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.10.3		6d8738cdef58638f9cb9415a7b672a2ce519c056
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.10.4		4c2f910897cd3775cf603e400fa4a2383088c3c8
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.10.5		650312496cd1ef87a1a327983adf5c09dc2b9602
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.2.0		ba2c29a158b18a0045debf92d658cbf60047dd14
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.2.1		e8844a26027f092a84d274dd97df521cc7088b07
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.2.2		332987e1d2ed6fcc4b820fbfa45ded27e68f36f1
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.2.3		12f4057d3873534e0a4903498b8843f41c056436
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.2.4		bb35aa7a3722dd64fd603d0021d57fbcdf923a3c
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.2.5		aa71811c1c761bb96e45067c9c946db295c3a0a1
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.4.0		a4aca05dc68f9d444b52e06ff4058188b18c1df2
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.4.1		2cad51efe18ab9f95b1b8cff82e22632aceeca8a
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.4.2		e4418a9199c9ca6dac1a8ab17d608ad3c81f392b
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.4.3		028c81549c3f6aff20651ab19d54d8cd6b81aee6
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.4.4		e106171230ae745487e0e18038d49d4265c91af6
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.4.6		fa908a3046ca13f4284e70e25a328535f3e6ac32
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.4.7		1259f5aac2b91c7bb3182288e3057049e0780f2d
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.6.0		339aa46766c64b8285bd6eca7facbb79a7676401
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.6.1		9573e33f41c6089d342ae8ba2230917245adcc3d
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.6.2		1e00d698c8ac2aaa3cc9e15fc7d9dad012e13842
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.8.0		d13ede8f2fdcf44823185a64e54654451859904d
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.8.1		ed9a00832f62c0ad13dbe8f3018a658df8fbe29d
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.8.2		c33af0491cee4177e167b296ad4a6bc820876aef
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.8.3		1fc9e374d19f8af7a8295845840dead430a62928
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.8.4		a0c1f8ae5578a2816d359d84a84f75ae40127a9e
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.8.5		ee6ad51b1f72db4a36a5ee626192cfa94f0a0e61
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.8.7		6916e905ec1d27d5d9b0a946e4dbe937db1ecef6
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	6.8.8		378eb9d547bfa23e05c2376571ab2a56722b75ed
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.0.0		643f15efe9d4b89631188c49ee8baf668ff584fd
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.0.1		c7fe177ce277faadfc62158e04d7a20fade073d8
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.0.2		a2d436c657d319361958cddfaed22ffd4350025b
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.0.3		839f205b9304c3bd787d53c899f37faff106438f
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.2.0		bbde9ef7c8ce3932b3c6197a7f21a2fad5e52d9d
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.2.1		080ae935817e704763c0298b3f5e77ee69c15aef
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.2.2		5974f98c65326e25168c06d28cf7bddca8cfe4b0
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.2.3		da2a2540fecd8f7eb657525dce60932eef281660
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.4.0		69354b92da832b54657ec8a58dab1c554c90af99
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.4.2		f52e4ab21c61aa3692a4fff8f49e7a3266b5b2f5
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.4.3		c348558d21b92e0f909d244a5a4bd56e2cbb0e8c
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.4.4		0f2f0360895c19f0769b54ccf1ea8cd0acb133aa
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.4.5		911d9115506087e9b21705333d29308609f89bde
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.6.0		9a7169bbace03e862016841efb68b4027da0bdbf
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	7.6.1		0ee398895d602e1af2f962f683c6f4ebf158fad7
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-autoconfigure	8.0.0		866ad80c16759e100997bbc46c2c439702bf93fc
cn.iosd	simple-starter-s3	2022.1.0.0		d4afb9ac4e149a3f3e9cdcc8e93b38d87609766e
cn.iosd	simple-starter-s3	2022.1.1.0		3562f942fb66586e29b5b70da880c8b877376e50
cn.iosd	simple-starter-s3	2022.1.2.0		490a9cf2e17908fb272d9ee3d3a74cb461e056c5
cn.iosd	simple-starter-s3	2022.2.0.0		598873150bfbda780e334d0a39760fb162b5ac61
cn.iosd	simple-starter-s3	2022.3.2.0		2b1cd3b196838233fc6f796348be0836d82e892f
cn.iosd	simple-starter-s3	2022.3.3.0		ba60ca3d5f5cd7d115d69b845afc67745a8fa64c
cn.iosd	simple-starter-s3	2022.3.4.0		7e6e149168f804a8a98ee238a288fee38c51f704
cn.iosd	simple-starter-s3	2022.3.5.0		6419034d993bfeaf548c0fb40596102fd5309e3a
cn.iosd	simple-starter-s3	2022.3.5.1		eb8491388f38ab24273531b30b7f7e14a59dd59f
cn.iosd	simple-starter-s3	2022.3.5.2		42bfd1b7e3aee6037aed8f597fd5224e2f295ed8
cn.iosd	simple-starter-s3	2022.4.0.0		02ef98347b23c2c4fc3efd156613677c991c5a31
cn.iosd	simple-starter-s3	2022.4.1.0		ace9790eee508565fe72b184d10fd8f81b174ccb
cn.iosd	simple-starter-s3	2022.5.0.0		49724a80fc8f62a5d6818ad1e497be323a595830
cn.iosd	simple-starter-s3	2023.1.0.0		01aed6e1285a584146b0cf90eef7f35ffb68d3c1
cn.iosd	simple-starter-s3	2023.2.0.0		66e317971449e7fc66fe4cb22d99b2a94dea6b3b
cn.iosd	simple-starter-s3	2023.2.1.0		4310bd33b6272b5a7dea7354a3864fd65253427c
cn.iosd	simple-starter-s3	2023.2.2.0		1d5ce5a8d3425b1e43bf07083a6cda322b40eecd
cn.iosd	simple-starter-s3	2023.2.2.1		5677d9586a4e44a6edf8caba2cd62937fb0f029f
cn.iosd	simple-starter-s3	2023.2.3.0		cb10eb4740bd48d4ba5e89561859cfe3ceeef341
cn.iosd	simple-starter-s3	2023.2.3.1		3ecb13098f53743f46545e121573a3f16fb2526c
cn.iosd	simple-starter-s3	2023.3.0.0		c5175e6f04921a92a8c7e71727f11258f3270210
cn.iosd	simple-starter-s3	2023.3.1.0		663b764f36e7ae190eef58ec0b119290e9ced689
cn.iosd	simple-starter-s3	2023.3.2.1		a15d0cc4ee37b182038645385a1efa1e545ce1d6
cn.iosd	simple-starter-s3	2023.3.3.0		9cf279af05b25a4540c29215aa557d22af248901
cn.iosd	simple-starter-s3	2023.3.4.0		101050ea29ba51ca0d9ea968c48fdebd8d0812f2
cn.iosd	simple-starter-s3	2023.3.5.0		2dfc97e91c26e7ab0e517dd87dd1ed5e21b74305
cn.iosd	simple-starter-s3	2023.3.5.1		1e4a6f5064c2e87b00d20a96a4e21941b7a67d27
cn.iosd	simple-starter-s3	2023.3.5.2		8e6f84af447a697bc253df63eee43c3ff060f9d2
cn.iosd	simple-starter-s3	2023.4.0.0		8546bd90fc54203b5cf8a0c9222e8950e76cb1f1
cn.iosd	simple-starter-s3	2023.4.1.0		df5d4dd411801c8aa8689f32d50a665cb3590b37
cn.iosd	simple-starter-s3	2023.5.0.0		e6c06878b1c5a2f1f4193eda03c83a62ba992b20
cn.iosd	simple-starter-s3	2023.5.1.0		a0d06c48444ca26012995b64e91b70759610d0eb
cn.iosd	simple-starter-s3	2023.5.2.0		04b723f56c61ef2075f47bfcdb54400852c12281
cn.iosd	simple-starter-s3	2024.1.0.0		06fcb068f2667c0a4f40fb0a429054eb5cc372d1
cn.iosd	simple-starter-s3	2024.1.1.0		9d0fcd10e89cccbdfb22a531840d03aa36b02704
cn.iosd	simple-starter-s3	2024.1.1.1		33db2d3a51b5469220825a6e983e5d9113186f98
cn.iosd	simple-starter-s3	2024.1.2.0		0c5b445db54297a458a8e429fafff6dfc1f9beb5
cn.iosd	simple-starter-s3	2024.1.3.0		74cee3fd5b28fb9925ac83c7866e3b1fd325a9e0
cn.iosd	simple-starter-s3	2024.2.0.0		f8cd031676b7f6e4d132c4b74bccfced72385b3a
com.azure.spring	azure-spring-cloud-appconfiguration-config	2.0.0		20b29cba0f94a5c3c6e8b385d8915c467a9deecc
com.azure.spring	azure-spring-cloud-appconfiguration-config	2.0.0-beta.1		84298f51558c43508f933a95717009aa91399f6f
