at.yawk.logging	logging-parent	1.0		N/A
org.ow2.jonas.osgi	joram	5.2.0-M2-SR1		96ebc68fe670fc32350bab8279f64806adee4b75
org.ow2.jonas.osgi	joram	5.2.0-M2-SR2		c70928fe275149386284e5be5eac2ca99845bbed
org.ow2.sirocco.cloudmanager	sirocco-cloudmanager-connector-util-jobmanager-api	0.5.5		fa948c8d4065999a071990be6b86973c68c22e7c
org.realityforge.shade	shade-cli	1.0.0		437568d76d531849c93683d21072b4dde51231f5
org.realityforge.shade	shade-cli	2.0.0		d85ce2700026c6f5a6539b4d9a481ce0377daf83
org.realityforge.shade	shade-cli	2.0.0	all	ec2ff845f9d3cb4aa8325a01f052ce42652b2005
org.restcomm.media.core	concurrent	8.0.0-20		b110abedaaf884829b61de849b3cf98cc1527802
org.restcomm.media.core	concurrent	8.0.0-21		c2fc673e03e332e06c7572c96ebc4b74079ff52d
org.teiid.teiid-test-integration	test-integration-db	10.0.0.Alpha2		c3bada8eeb2ab5ff54cf08f0095f42ba6f43bcc8
org.teiid.teiid-test-integration	test-integration-db	10.0.0.Beta1		aa29f14e6728169da9b02a2b40e94ee3f397ad7a
org.teiid.teiid-test-integration	test-integration-db	10.0.0.Beta2		79e1efb2ce92805bff41eceb69c6a86bb7a90971
org.teiid.teiid-test-integration	test-integration-db	10.0.0.CR1		bf31d9ef3960291778a9d7fc38f1813281a52ae4
org.teiid.teiid-test-integration	test-integration-db	10.0.0.CR2		f87bae4f622146456f684467a4ce9f90b69cd145
org.teiid.teiid-test-integration	test-integration-db	10.0.0.Final		7026b7e99666d43df127a82dd8506f4f48e5936e
org.teiid.teiid-test-integration	test-integration-db	10.0.1		4856b2ba6456cc36efdd67eee91f2ae4118db6fb
org.teiid.teiid-test-integration	test-integration-db	10.0.2		1c5e601d3657e2efc9b1c289e4eef98338906077
org.teiid.teiid-test-integration	test-integration-db	10.0.3		04845b90f766cc2cc66a5aba4326ad867b37a12b
org.teiid.teiid-test-integration	test-integration-db	10.0.4		b28fad37d8ac7fa276f3b1378e042c5ee083ca91
org.teiid.teiid-test-integration	test-integration-db	10.0.5		becc783d3ba6955e10dd426c05bb56b190d9ccff
org.teiid.teiid-test-integration	test-integration-db	10.1.0		4b8eb6c99bd8b3ed5ac463095c720ad925dd9173
org.teiid.teiid-test-integration	test-integration-db	10.1.1		df2f629f265202bb96e3afc895bea35d22b43c2f
org.teiid.teiid-test-integration	test-integration-db	10.1.2		c3858923681eeacef2c70febc8c333060867ef5f
org.teiid.teiid-test-integration	test-integration-db	10.1.3		bea21e8202ed355d8d54ae756696ceefd9d34f49
org.teiid.teiid-test-integration	test-integration-db	10.1.4		dac4cd95cb9763cc60fc4ba083d7b032eb84e5b9
org.teiid.teiid-test-integration	test-integration-db	10.2.0		b07ed49235764a7dea1377190057d912f187db4c
org.teiid.teiid-test-integration	test-integration-db	10.2.1		03f2c1a2796cf29661ee14f5e3060b913692d825
org.teiid.teiid-test-integration	test-integration-db	10.2.2		f8a9bf662130f920b235af0bc4394f0e7c9a297e
org.teiid.teiid-test-integration	test-integration-db	10.2.3		9b8b7e2e82aef5726d191189e930410de71c82d0
org.teiid.teiid-test-integration	test-integration-db	10.3.0		d90317975df5b423d308c62877bd08f57dd4771d
org.teiid.teiid-test-integration	test-integration-db	10.3.1		9f637a893d04c2d372bd15e88f02b3bef75d7f99
org.teiid.teiid-test-integration	test-integration-db	10.3.2		63f556d8933c6e7a149ea2e1ba510bfb177eae24
org.teiid.teiid-test-integration	test-integration-db	10.3.3		bd2eac328a3c541985177566401c365caa6bdf8e
org.teiid.teiid-test-integration	test-integration-db	10.3.4		43be9c8a4406fc66e111f7ea2174d29e67f33133
org.teiid.teiid-test-integration	test-integration-db	10.3.5		c8b04b3086024a13dda54998586446bb598dfe79
org.teiid.teiid-test-integration	test-integration-db	11.0.0		7a9855ab8dda60a508330bea58406b52244ee0cf
org.teiid.teiid-test-integration	test-integration-db	11.0.1		5928558440f4a891dcb74a523b63232afbf80dbf
org.teiid.teiid-test-integration	test-integration-db	11.0.2		1d9867a3b1b27b36609cf0279ed03b774cccf641
org.teiid.teiid-test-integration	test-integration-db	11.0.3		33493ac7ec409506ef7a5d23eca1be67cbc08825
org.teiid.teiid-test-integration	test-integration-db	11.1.0		e22ec7f0a9003a0e81781dcb7cc24cc57d98033f
org.teiid.teiid-test-integration	test-integration-db	11.1.1		e1b70f6936dc45d1ab29d65313f7d101b58d77e8
org.teiid.teiid-test-integration	test-integration-db	11.1.2		c2f02c39b2e84c548245f6b81dc374a3ac5ea87e
org.teiid.teiid-test-integration	test-integration-db	11.2.0		bdfbca33b8331b1b26898f829950b546e8b7211c
org.teiid.teiid-test-integration	test-integration-db	11.2.1		679c6d158a568eb5c47a05552fd46f7bffac2ab0
org.teiid.teiid-test-integration	test-integration-db	11.2.2		b0ca2848a4ab7fcbb15ad93140f6ce0d885684d2
org.teiid.teiid-test-integration	test-integration-db	11.2.3		74e1dc05caf797de0b8e947a25da3920deed63de
org.tensorflow	ndarray	0.2.0		7635b75c42f918492fc1f88c92b81a04c927ec3d
org.tensorflow	ndarray	0.3.0		7142502f27923196c1683b1a05eb369903e2e7a9
org.tensorflow	ndarray	0.3.1		3cdb825411a9de908cc3dac740f18628d6512260
org.tensorflow	ndarray	0.3.2		da53b476d0bbd49c14cc9405ae47004dbcb1ef25
org.tensorflow	ndarray	0.3.3		01b6d8cc3e3762f6e465b884580d9fc17ab7aeb4
org.tensorflow	ndarray	0.4.0		7ab74f002dbec93944b7feb38de013afe8d4e8de
org.tensorflow	ndarray	1.0.0		93fd9d859dc9223b6c43d46d9f378f7c2dd71ab2
org.tensorflow	ndarray	1.0.0-rc.1		4a96a398ad87bec32be9177b1441b9880c04d822
org.typelevel	cats-mtl-laws_3.0.0-RC1	1.1.2		b6c4dc75672dcb0f1cd19f85d2e3a61f8f87bbfb
org.typelevel	cats-mtl-laws_3.0.0-RC1	1.1.3		fb997bda68e547077cb494c33b00d19babe11dd4
org.webjars.bower	complex.js	2.0.11		2dfa2ad75bd36b01dfedd595291a9913e7112a0f
org.webjars.bowergithub.carrooi	js-googlemapsloader	3.2.1		7723103e5df02a4b7983d50672ad52dee6a92156
org.webjars.bowergithub.carrooi	js-googlemapsloader	3.3.0		b2520a04010a3c24ba0d46ea8281bfbd5f6d66dc
org.webjars.npm	jupyterlab__notebook	4.0.0-alpha.15		25124e116cc2c33056375b16acb9ffee7ea3e411
org.webjars.npm	jupyterlab__notebook	4.0.0-alpha.9		d2d05f3c709eca6a1a5fd1881b183741c5f3e231
org.webjars.npm	radix-ui__react-tabs	1.1.4		1f8ae5698dd425021fa6bb55b0774f03e2d4fef8
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.0		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.0-BETA		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.1		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.10		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.11		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.12		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.13		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.14		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.15		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.16		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.17		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.18		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.19		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.2		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.20		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.21		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.22		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.23		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.24		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.25		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.26		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.27		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.28		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.29		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.3		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.30		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.31		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.32		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.33		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.34		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.35		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.36		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.37		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.38		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.39		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.4		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.40		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.41		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.42		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.43		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.44		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.45		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.46		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.47		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.48		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.49		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.5		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.50		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.51		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.52		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.53		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.54		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.55		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.56		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.57		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.58		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.59		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.6		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.7		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.8		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.2.9		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.3.0		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.3.1		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.3.2		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.3.3		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.3.4		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.0		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.1		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.10		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.11		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.12		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.13		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.14		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.15		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.16		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.17		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.18		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.19		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.2		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.20		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.21		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.3		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.4		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.5		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.6		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.7		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.8		N/A
org.wso2.carbon.appmgt	org.wso2.appmgt.idp.category.feature	1.4.9		N/A
org.zeroturnaround	guice-jr-plugin	2.0.3		a03fe6171c044a13e5e42603eb5e63dd394ee882
org.zeroturnaround	guice-jr-plugin	2.1		4eca18629f710bfc48073c3de7e58df099960804
org.zeroturnaround	guice-jr-plugin	2.1.1		17212330741f8f09e2631a9a349a475c305b2413
org.zeroturnaround	guice-jr-plugin	2.1a		ec7dfb8578e8e96cafea6b2a0bd32c8bc55bae53
org.zeroturnaround	guice-jr-plugin	3.0-M1		7db7021a3b6901b4f5461024c21b1c0b0c816445
ru.lanwen.raml	rarc-core	1.1		d9967b649dfbe52bf8d6c7ff7ac2fb626af2eca3
ru.lanwen.raml	rarc-core	1.2		833d9f878aa83c57538f0b49dc10050859552c78
ru.lanwen.raml	rarc-core	1.2.1		dd2050687ccff1f4945a68e0f1961d7d4089f3ec
ru.lanwen.raml	rarc-core	1.2.2		197083776c356575a9dd828852fe75c6afda2ae6
ru.lanwen.raml	rarc-core	1.3.0		69460d8bed0036baa9040696fb20c0a47b033f0f
top.tanmw	efficient-boot-form-start	1.1.6		5936b93f022b32a1f53711e6ba85c31ddfead736
top.tanmw	efficient-boot-form-start	1.1.8		a56a5be1631fd2c90827e3a40cb37179787db9f7
top.tanmw	efficient-boot-form-start	1.1.9		edbe0ad18fa154731603ba9e2b9379c39eefee17
top.tanmw	efficient-boot-form-start	1.12.1		7bf16b04e3f467085ad1ecd5fb60cae7552e5684
top.tanmw	efficient-boot-form-start	1.12.2		2f0a0d007fae3ba3d5c94e3d65be38f1c516e5c3
top.tanmw	efficient-boot-form-start	1.12.3		f5b70cc0be6a24301b40e73d10b8ca5c0db0cee7
top.tanmw	efficient-boot-form-start	1.12.4		9e16479eaa0bcb0d11702b7b68fc71d5d0a74cb5
top.tanmw	efficient-boot-form-start	1.12.5		2d5f39944cd6dcfb0e3ea5b54a33ff79135a1b2e
top.tanmw	efficient-boot-form-start	1.13.0		e52aca12120e202b94bc09468b736c2ec1d7a133
top.tanmw	efficient-boot-form-start	1.14.0		7b31efc8aa82e24ea9abead2f42a8ab3077c48cf
top.tanmw	efficient-boot-form-start	1.15.0		9cc3017a14a69525cd0551b50bbbcb15e3bc8580
top.tanmw	efficient-boot-form-start	1.16.0		c86fe4f09b3ecf5252e685f94f2c42c1d0991da5
top.tanmw	efficient-boot-form-start	1.17.0		524d352eeeb2a9758f875f565549ceff4adb81b8
top.tanmw	efficient-boot-form-start	1.18.0		c3956f4f26726702bbc9f4569647ffc8406ded3b
top.tanmw	efficient-boot-form-start	1.19.0		dd8b930f52eec028608ac2877f29bfddf60898a4
top.tanmw	efficient-boot-form-start	1.2.0		a6066e681efb80861621cf69c958db86d23b8e77
top.tanmw	efficient-boot-form-start	1.2.1		c5396be1c70c7c8f41b717934bd30e61301eb0a9
top.tanmw	efficient-boot-form-start	1.20.0		da7fd4aa6dba3e5ca0e18ee60f9afcb4def9260d
top.tanmw	efficient-boot-form-start	2.0.0		34332c4aa265cb05742f68bc631843ad1f2f8807
top.tanmw	efficient-boot-form-start	2.1.0		ae589da8796741d9eda373264c9c70bebd62999a
top.tanmw	efficient-boot-form-start	2.10.0		d3cde9ef71062d2aeb076dc6928b1360e710b1e2
top.tanmw	efficient-boot-form-start	2.2.0		6538eb96cde52e6783a939dde181a006c7bf1365
top.tanmw	efficient-boot-form-start	2.3.0		22c60d529c0afb7a6196b2e6d812ded6d73f54bd
top.tanmw	efficient-boot-form-start	2.4.0		9201597c125a49328e4dce2ea6663191eac79141
top.tanmw	efficient-boot-form-start	2.5.0		0e2a1281cf74563c8c86009d497a19a8e96b83e0
top.tanmw	efficient-boot-form-start	2.6.0		880115332ff6cec93f31ba3370940cf8fe68dc04
top.tanmw	efficient-boot-form-start	2.7.0		d47acd1d049fc423984275bc175fdcd6fcafb574
top.tanmw	efficient-boot-form-start	2.8.0		7cd799dc9169b2648aef54fe703ca6c23908b3e8
top.tanmw	efficient-boot-form-start	2.9.0		61f0379a07e5c2ec9adede28d29d7899510ffab4
tz.co.asoft	kiota-file-system-macosx64	3.1.11	metadata	26b66d7c0d49f20a7f8401441c56b0fbfa0f6b1b
tz.co.asoft	kiota-file-system-macosx64	3.1.12	metadata	bc4da0ad78505b231d188408f7170cee6356a163
