church.i18n	spring.webmvc.platform	0.3.0		N/A
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.2		395b89c0ca9669a60605b411026b052ccecb7cdb
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.22		16320c743a601083c413dfab54c73e985d05dc98
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.23		e3dab72c2dd21dfc461b60bc81c99fc59e54bd1d
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.24		e89a4d42d72ab4314ac50383ae6da07a0217a33e
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.26		a8cbcf9d43761a9b34324599abf007f9a131b0bd
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.29		32dc0831475b72ed7dbd5b698f16b79e024759dd
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.33		2c0905875a2ee158f3b8cf6609aced2cb4685730
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.34		3842d634c7a59519cb1e821e76de259b39001320
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.37		6280e234b0ad8265725cb1eaf226eeefc471996a
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.39		386e74171c2374fc646d385da4f775a9d6027ddd
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	22.0.41		4940d8777a87fa46c729443f71f0a890b7b0e034
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.1.0-beta.4		90c251f01cc7b49dd20b91c825bd5b5f2a4124d2
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.1.1		dfc3dda49e70bf189ad9541410ea739385b0ccd6
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.1.12		c7ff03c25adfacca911fca9bf031a15cbbe6bb36
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.1.14		d2236c5588b1a056b76a0a05832e15dc0e21b752
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.1.15		9c692bd24ab4af9550c47ad4808470f4f53a539e
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.1.16		7e9aee59b2c3651d62e1060d4882895e5f662555
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.1.17		97a55bce60675e7b3a773cda601cbf0b6a1837d0
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.1.19		4fa078daf4bd5f2ce27615c4096ee3301df43ba7
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.1.2		c68434f2c41ceec0ad8eeb195829361725b12414
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.1.4		a8a5cbb5d970ce5b534abedf2de7af168c4c5d5d
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.1.5		5305c7e0a5771c7d47ac1ff24f8b9558aca0f386
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.1.6		9af32bc421d57d193c51d2f8cda5669a2576f71e
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.1.8		c85d800edd9a7baed0b85d87922f09831ecd5b38
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.2.0-beta.4		b157b263e955f29eb6c89178f2f0a556fc87721a
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.2.11		6a7b958281cc343378710afe5ae94c70086164ea
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.2.13		1075536cb87dea44e71201f95dcddb1381ff7ee9
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.2.15		a7c6badf613c14c5858dcd1e8227c95fff3ddb93
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.2.2		106da0efacc8716dc32341e58fd5e860ad2f1598
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.2.4		2da16c1f2b3f9e61a7deb5e57244d037e0f14455
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.2.5		710fa7aa1300c95114125e5228a21a53b3fb3ef7
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	23.2.9		357632b961fcfc1e3685c64fbd70aaede058d620
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.1.0-beta.1		9f488f36cb8fa3279e0cd0f8c0889a2765e06452
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.1.0-beta.4		e28753c9251b31ebc04d93457bc793eeb9cb72ee
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.1.1		841b7376d18787aa32601f3b4f28741b729a365b
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.1.10		1bf6b5c189ac1381dd2bf00e025bbca4075b6adc
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.1.12		f0fd72a0d92503d5622d40203053aadd8a077c88
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.1.14		61447d22546878e9b571868faa0b5ef0f98eb913
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.1.15		6660a7c2991c5cad0bd6204f20125534ceed9dd8
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.1.3		66d0b3799c4019ddcf76dd99e1364df2b06b57e2
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.1.6		245f914fbc406a13a2b836c376ce12772dbaddd8
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.2.0-beta.0		f235c911184969f94c9cb3bbe5890be8fdefcef7
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.2.0-beta.2		4b4e914d4d0549a39269f6150c2e393a7924f5d2
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.2.0-beta.6		79de576e3df9fbac180e2e7224f791a73b6ad2d4
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.2.1		9763744eee94318dfdd9d163bab48bb717fdd64c
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.2.12		cf52f0aea2bacc86b2b1b2fb9e132029bc73088c
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.2.14		f3bf7dc5bbafa1a833c84af2a2fddb246781ac0a
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.2.16		7ad56be45edbf0173e62dd7de4520ce71ff3a9ac
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.2.17		544c785fe9ca11260e486eb3f418f1e03a24c49d
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.2.2		460eb8e149beb46dd224972a3cc9ba37c828907c
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	24.2.7		ed2eb8f3293b34b73ba19aa6ee431e59221e4bdb
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	25.1.0-beta.0		b7093b73522ef6e799202350bf3234fbfc62db1c
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	25.1.0-beta.2		e0380fe1def922da7ec4dddd3d365c6846f7726c
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	25.1.0-beta.5		6f47a6d8063e0d4d08c73d3181e2dbac267678df
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	25.1.1		b92335114bccec27365acaa0ea6c9f344e2c34ac
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	25.1.3		ffc5c765572f8814df113b88503824a56ddfa596
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	25.1.6		c67b8837c4bb86c858d3f4afdad5253f5b021ce1
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.0.001_M7		82d26fbc32f6906bc673200ffdfbd39292a4ce42
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.0.003_RC1		fd682eb7b5167abd88f375a7bd79d8a9c6906eb0
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.0.004_RC1		bcc986b63a4209b947c0b945a4e53c6a9de50d65
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.0.005_RC1		47f31506ed6534a4aab1c2a864fac35df6611349
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.0.006_RC2		466cf21a6a02af65b4726a1bea3728fbe46f1045
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.0.007_RC3		fd8d57450b49b17510f74963edb2ee4414f33a80
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.0.008_Oxygen		47aa14e50672440e43b380d07b4cb038748a45d7
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.100.011_M1		82ca76f0ff6eb6f0320b41a25d13cf245815581b
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.100.013_RC1		0156be1039cd4c1f5e8488a5c22a39a96f267e5a
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.100.014_RC2		7e158270fdb84f67ab4c13da5fa486db6d1de198
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.100.016_RC3		7512be282072698baa633e3ee0d2e7821a2c8c01
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.100.017_Oxygen_1		ed9cac07dc712a79338f85ddb5ec60ad244ab878
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.150.001_Oxygen_1a_RC1		662eb8d2b4ec7b6434a54f25149da4176d843a5b
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.150.002		6dbbd28f362e0d60e8a7fc1391c5f8f7c3dc72d1
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.150.004_Oxygen_1a		f72bc9849895347fa577926165ea007320fe6279
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.200.002_Oxygen_2_RC1		3a6c81d7146663db14ef328bc6ceb708efa427e8
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.200.003_Oxygen_2_RC2		51773b510ab071e1f6430f5da24d3279b20d2b0b
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.200.004_Oxygen_2_RC3		47fe7d5e2a859a44b6abb64ee8cb400cfb6d5c9f
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.200.005_Oxygen_2		c20d7351238cb140dce06193ed997b7ef0f0df67
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.300.001		fbcf65c1b17a5b08e34afb5a7edbca33ca8910ce
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.300.002_Oxygen_3_RC1		2e67071e6a904fe54318860ce548b11d64eb2c73
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.300.003_Oxygen_3_RC2		81dc068651610e9f3e1c8cf5a33f10338b4b155c
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.300.004_Oxygen_3_RC3		73f23509902faff056bf24c3a5726a42046fa868
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.0.300.005_Oxygen_3		6e93d653a2909f220add5e8a8fdbd12d13391524
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.1.0.001_Photon_M2		60c024717b6a3fd6ef3566ed8fa303608a7fe58d
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.1.0.003_Photon_M3		6ff725eb7f4ebcb21cb541a8826cffe5438e3f11
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.1.0.004_Photon_M4		2215741f7285eadd225b4a4ecd86dae15ce63aab
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.1.0.005_Photon_M5		3ed8f9e71241f889a95b71bbe4afa237b912db9f
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	7.1.0.007_Photon_M6		80faeed802562b0aefb73f2178bb7da0440882e4
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.003_Photon_M7		42ad7c8d5e27afa6e6e530ddaa027a9bbe27cc20
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.004_Photon_RC1		523cc8ee8b2cdf254634a5d0529b890e33c2d76a
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.005_Photon_RC2		c62fc99e7641f471717fc59dcd30c1b772897e3d
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.007_Photon_RC3		b4384df58bb563e2c1ae2d158109959cd5477935
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.008_Photon_RC3		25a1e3c98ae0a0421e34848d833ead3d5236e82c
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.009_Photon		79b853182de7b405e731286fbf30cbd8762c9b41
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.010_Photon		1819359e43332466a62b91bbbd5517857f95e38f
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.014		5bbbdb5d0003c69e01978e8864470a99e6eb361e
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.016_Simrel_2018_09_M2		18fda003d29b5255dfe3927c38c7c15afcd09a9e
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.018_Simrel_2018_09_M3		c36da09bacf957c2ba7652e9661f7442c9c12ef4
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.019_Simrel_2018_09_RC1		09364842b135d3c58b2b8545893fe8213ddcef54
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.021_Simrel_2018_09		8484d99a2daac4b50e5a3bb5b02f40efeb712c11
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.022_Simrel_2018_12_M1		434bcb0f4ca073f2cc161097b870de5c630c1efb
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.025		43f7dfc8a0aefa776392bc7a107f0955c0b43024
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.028_Simrel_2018_12_M3		286f9aad9714281866638a9172a497b4ca68d915
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.030_Simrel_2018_12_RC1		1404a9994cc88a1e717c8bdedc7f189f113ab84e
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	8.0.0.031_Simrel_2018_12		9cd4e16210631c479e647ef37a4cbf1fc2957db1
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.001_Simrel_2019_03_M1		2b18ebfd9cad4f1c4a611fb0639961da47df8c3e
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.003_Simrel_2019_03_M2		3100b41bc3b3a2bbefac1d22a1b03d8d3d78191e
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.006_Simrel_2019_03_M3		835f59c8b9e181561f98883c4aebd0a77b0a038a
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.007_Simrel_2019_03_RC1		dfb920c2dcfd146d1d57ad71fe5dfa4c0799f5a0
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.009_Simrel_2019_03		5d376b83815b8f6172441f0cdee00726bb6ff1d5
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.011_Simrel_2019_06_M1		25a0001d0ce49389b82fd98a62eec01c71c20942
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.013_Simrel_2019_06_M2		67edbdc2e704c5a2a91a4aacef563ba5eb2f6a33
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.015_Simrel_2019_06_M3		0244d41aebbb6e695511fd8d754845633481c23e
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.016_Simrel_2019_06_RC1		138b2c466606c4d96f2b92c31e68a39c3d6f7ee9
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.018_Simrel_2019_06		8e3cd95caf8b60d11c456feebb233f2d5b2aa77c
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.020_Simrel_2019_09_M1		0b7b3484d61ed92a99f0ad0033c0af95bce3b423
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.021_Simrel_2019_09_M2		7c7c12216e3910c3b546cbdae61803f067c82824
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.022_Simrel_2019_09_M3		8d1218f95dc57c8fd382c6f403f6f0a922bc85ef
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.024_Simrel_2019_09_RC1		e6757e0b3a23e238cfc0d12dabfb1f21a460be2f
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.025_Simrel_2019_09		f6795866786bcfb1b9a3d2acad006a0f550182a8
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.028_Simrel_2019_12_M1		1682e7f051b01582ca1d057a814999b156c4457c
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.030_Simrel_2019_12_M2		14a83bd754edc228836d67d698d4930ce75e3ad6
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.031_Simrel_2019_12_M3		571867d38447af8a763d97a8654f08829bca5ac7
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.032_Simrel_2019_12_RC1		ca2150cd316dd997fb70527595a582469e9186c3
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.033_Simrel_2019_12		20e3f47774fc62535c1f5eea6fd9ee1987f3b02a
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.034		000e5f8be91f33eb7031402db3850f6762055ce4
org.eclipse.scout.rt	org.eclipse.scout.rt.jackson.test	9.0.0.039		0b11e1033f1d08329b7b9ed812acfd0dd9b88031
org.ekrich	sblas_native0.5.0-RC1_2.12	0.6.0		1d9392d8b3cad5dc854634fd5751c748f2700670
org.elasticmq	elasticmq-spi_2.10	0.6.3		155e126a018173c3b659487fa3e33b72325d3910
org.graphfoundation.ongdb	ongdb-codegen	1.0.0		74247d686ecd33348bb085e48d2f4bcd6f26376c
org.graphfoundation.ongdb	ongdb-codegen	1.0.0-beta01		46f67302693c76f57a410f134bdd995240491235
org.graphfoundation.ongdb	ongdb-codegen	1.0.1		15d83c2b68b8db5ebd4bee78505e5f16bb1497f1
org.graphfoundation.ongdb	ongdb-codegen	1.0.2		47e9ef684ed567bd822aa086bd05eb352ff9792c
org.graphfoundation.ongdb	ongdb-codegen	1.0.3		c816efed9c2ecfaf840d0b6c0b6561343330b08e
org.graphfoundation.ongdb	ongdb-codegen	1.0.4		dca7c38b46a23678118314ef0b1bc7e61fd63286
org.graphfoundation.ongdb	ongdb-codegen	1.0.5		d6a369d41f64b3f133fe03f1057817d429b4c52b
org.graphfoundation.ongdb	ongdb-codegen	3.6.0		a3824a5306fab003782a5fc848118c6b12ab8bfb
org.graphfoundation.ongdb	ongdb-codegen	3.6.0.M2		7d05b4942662993d2a8604999e0b58e7ee111802
org.graphfoundation.ongdb	ongdb-codegen	3.6.1		d2d78ba595f6cd8899b89e144946349fb8fc7f10
org.graphfoundation.ongdb	ongdb-codegen	3.6.2		5ab7acea016d95d5ddb33206c0f9710d8087ef6a
org.hudsonci.plugins	maven3-snapshots	3.0.0		8c92dc0d623285fe9ef9dc8f3fa00ccfb0ad693e
org.hudsonci.plugins	maven3-snapshots	3.0.1		4853844842b11ba244cd5655dac756197229d632
org.hudsonci.plugins	maven3-snapshots	3.0.2		ae05b70303e02362dc8dd51be1ff69b3f7e5901c
org.hudsonci.plugins	maven3-snapshots	3.0.3		6e788e5f9e0c1eb3a87d69f9e5e5bae2cf7294e7
org.hudsonci.plugins	maven3-snapshots	3.0.4		5cc428ea3360468f78532a3fc37866f3fc4a366a
org.hudsonci.plugins	maven3-snapshots	3.0.5		3df70c01e66eef49a0beee4fdc837adf2cfce0b5
org.hudsonci.plugins	maven3-snapshots	3.0.6		5e3eeaff16f319e1b09aff2082441b1b503c51c7
org.jboss.as	jboss-as-platform-mbean	7.0.2.Final		e9d3d6d0a3d91ca35b54f5307825d27591b8e25f
org.jboss.as	jboss-as-platform-mbean	7.1.0.Beta1		6283942207971b91f38303acedb8a8b7228e69b1
org.jboss.as	jboss-as-platform-mbean	7.1.0.Beta1b		cfca4067053ce12210f88971b9a17f976f0d5098
org.jboss.as	jboss-as-platform-mbean	7.1.0.CR1		1929cdb0a967423a9746d5455821782345c875b9
org.jboss.as	jboss-as-platform-mbean	7.1.0.CR1b		672527d71e2ebb7a44924019ab759575a34b56bc
org.jboss.as	jboss-as-platform-mbean	7.1.0.Final		1355cc66140eab3df1b3686fe19cc2e131ef5324
org.jboss.as	jboss-as-platform-mbean	7.1.1.Final		38212d154df3fa8d3a0396d471294100cae762d6
org.jboss.as	jboss-as-platform-mbean	7.1.2.Final		c5e9d28c730cf977910946b39816f02473dd85d3
org.jboss.as	jboss-as-platform-mbean	7.1.3.Final		2b08f27185f1a5433040022f5abe0fc757b80c05
org.jboss.as	jboss-as-platform-mbean	7.2.0.Final		6583264cec098544293f4b8a977a26b992e3aa0d
org.jboss.javaee	jboss-javaee	5.0.0.Beta3		08dfff4426e1f77fb305fc604ec7ae8d776663d0
org.jboss.javaee	jboss-javaee	5.0.0.Beta3Update1		e9d9d8fdd6dc19c14c86b18e8be3e29858661b45
org.jboss.javaee	jboss-javaee	5.0.0.CR1		86c0f433d16b59f717c5b7a661ed23e6bc88f35e
org.jboss.javaee	jboss-javaee	5.0.0.CR2		ea1b1025a4872d312c1831519b099701d00efbd8
org.jboss.javaee	jboss-javaee	5.0.0.GA		e4a7cce16cfff458e2d4a5ebf3793610572c9582
org.jboss.javaee	jboss-javaee	5.0.1.GA		8b2f76e5d73bcbaee361a1276ed7058840a0bcd8
org.jboss.javaee	jboss-javaee	5.2.0.Beta1		83c096ae3a52be62750ce302535cf6d836ea66d1
org.lyranthe.prometheus	client_sjs0.6_2.12	0.8.1		b67a67f2c21fe78924462f38634feee7653b1a41
org.lyranthe.prometheus	client_sjs0.6_2.12	0.8.2		3fd67fa22ae15e667beebb98edeecd005efb70eb
org.lyranthe.prometheus	client_sjs0.6_2.12	0.8.3		f0a336df117bac44db4099f8cf67841756aa7d06
org.lyranthe.prometheus	client_sjs0.6_2.12	0.8.4		74ff02c1d40f87fa14b565ee7a3a323d59a598bd
org.lyranthe.prometheus	client_sjs0.6_2.12	0.9.0-M1		18bc9e709f99f8fa8fc4a32dc1165d2f207d4ac2
org.lyranthe.prometheus	client_sjs0.6_2.12	0.9.0-M2		4650555823e61a674e026f92548fdf14e7696357
org.lyranthe.prometheus	client_sjs0.6_2.12	0.9.0-M3		99b3962b902a5a9505e2e3176851ad897993ecf5
org.lyranthe.prometheus	client_sjs0.6_2.12	0.9.0-M4		941a26655caaa492273e11e9ea51cb21317f1f8f
org.lyranthe.prometheus	client_sjs0.6_2.12	0.9.0-M5		259dc56dd67a71195485eed5aa0aeeec8ef50c21
org.noear	marsh-api	1.0.0		e107c48ea7bb1bf1c1d169186ed92a4cf1d5e3b9
org.noear	marsh-api	1.0.1		171512e4265fcb345fc06d8f8a723a39856d9a49
org.noear	marsh-api	1.0.2		3c22f1123f97271b2edf301ebf17091a6106aa5e
org.noear	marsh-api	1.0.3		8ea5465c6fda4fbd744241caf714411db704c1f9
org.noear	marsh-api	1.1.0		ee09d8c8d456a399a95fa878161469b92ef39338
org.noear	marsh-api	1.1.1		24d7ee96f1a2d7dd500e50cb79ad29b654cf310a
org.noear	marsh-api	1.1.2		ed21060ac343ef680b0efb8fd64e490ff2dcf629
org.noear	marsh-api	1.1.3		268baf41fd6c717ac675344526abcbf406600bdd
org.noear	marsh-api	1.1.4		65147a3cdbd9acd8aa8068aa7c249f07ae4dcc51
org.noear	marsh-api	1.1.5		e5c1c1846f988c59c895d57b0094b46b16932501
org.noear	marsh-api	1.2.0		a554e3b5b79f90fbb8d21d32e5bb697289fdf208
org.noear	marsh-api	1.2.1		e88812bead13c9542824c1e952d7286854bdf94c
org.noear	marsh-api	1.2.2		a1f5e21d1c7bf0aeea607d06edb7582cdc025104
org.noear	marsh-api	1.2.3		b137b6365618bb4fcb9aef34692207257b4565bf
org.noear	marsh-api	1.2.4		0e4711f0a7645ee81c0b066cccd94ab538644f06
org.noear	marsh-api	1.2.5		5a5dfc2f2c0a9e57704df1a88d5872c2ec67881b
org.noear	marsh-api	1.2.6		6302de87db2528e78d5c5ee717b8b6f4ec1f4fa4
org.noear	marsh-api	1.2.7		9cf80a498427c363d5a2841bb6b0c923784a13ad
org.noear	marsh-api	1.3.0		0472af14c09eef5214c07e6a9cfe155fb37848de
org.noear	marsh-api	1.3.1		1f3cece8358a79a03d5284287ae76b14670c7215
org.noear	marsh-api	1.3.1-M1		fb6cb08330a6c3f818e7d164c9902b1edfbbf53f
org.noear	marsh-api	1.3.10		b5aafe16c286156f29efb230877a2dd57b91d8cb
org.noear	marsh-api	1.3.11		4f3f54ab44707bb1c13846a669ee83269f7df9dd
org.noear	marsh-api	1.3.12		8bdd64c69d2d2097161062363fc3644376d03b7b
org.noear	marsh-api	1.3.13		31242c68e06ac950983f38ffc6c27046fe6289c9
org.noear	marsh-api	1.3.2		0e591f63d822bab46642272566d11da50b88ae4e
org.noear	marsh-api	1.3.3		50f648bd2974b80fb081fadd79225614b341f65d
org.noear	marsh-api	1.3.4		f57b613a630b1f4083a50d3e08d180a751fb15da
org.noear	marsh-api	1.3.5		2b20def21a167a8498c285f2981deea69d4cf065
org.noear	marsh-api	1.3.6		53ab169f6059c9e88603504419ae0f9a3d7dbcf1
org.noear	marsh-api	1.3.7		93f51097cfe86ca262e262d88aedfd6514bd45b5
org.noear	marsh-api	1.3.8		f75f2af753d90c94f41391291f2636eb5fed5466
org.noear	marsh-api	1.3.9		45f96c41eeae42cea77a1fc310e64ecb6d3e7eda
org.noear	marsh-api	1.4.0		c164b26c1420680d513b0dd1d3c5a44a67738e00
org.noear	marsh-api	1.4.1		7ea3ecd0117657f57f7d239b7e930ed728fc60db
org.noear	marsh-api	1.4.2		829bd7be4a571674229cd5fd975696c20e2b6a26
org.noear	marsh-api	1.5.0		5670fb868e3213c5519d4bb9b0169193bddc2b24
org.noear	marsh-api	1.5.1		94b381065e5eeb34ecf1924ebfcb322285618809
org.noear	marsh-api	1.5.2		650a1eae6692434d2656556a7a38e03824eeb904
org.noear	marsh-api	1.5.3		a4aeaa80e1bb4cdd46e0c04e2fb3033e2dd81ae8
org.noear	marsh-api	1.5.4		b013ab501c281c5d77625c1928f8c4764a2ab854
org.noear	marsh-api	1.5.5		ceebb9909e1de0e8011ae67dfccccd87bca0df44
org.noear	marsh-api	1.6.0		df41584edbfcc4b2c40d2173f95ea0653b0f02e4
org.noear	marsh-api	1.6.1		7f2101430c09de862457d5d5ac34e9a8e79846b3
org.noear	marsh-api	1.7.0		0ba22410f45686a85d626b937b6e63be4ca38ded
org.noear	marsh-api	1.7.1		01e88bbed8099c6eede4e19c66c79939e2609493
org.noear	marsh-api	1.7.2		c81ea4ca77b81e4c7e2d07e756fb09baefc02e52
org.noear	marsh-api	1.7.3		7755f0fcec965a549ed8e57f96b653bd3add5fd1
org.noear	marsh-api	1.8.0		78c6baecb2ea538aaa4a851d5b6582f46c177ccc
org.noear	marsh-api	1.9.0		8d52e179848a340d0159a748d841f8f299b5046d
org.noear	marsh-api	1.9.1		1809eb3bd326165b7864e8251f96088d734cef4d
org.ogema.apps	sensor-logging	2.2.1		8c7907e75498ede6514d7224cff4f222662e4170
org.opencord.ce	ecord-global-app	1.0.0		N/A
org.opendaylight.controller	devices.web	0.4.0		5bee1282df5431832f87655dd0ce7edadf5e94b1
