ca.mrvisser	sealerate_2.13	0.0.6		9fcf4dcce13f8899323e0179a4dd9c6003e480c6
com.github.lolgab	snunit-async-epollcat_native0.4_3	0.4.0		0060cc554a383300252702dc813c9eb234e2840d
com.github.lolgab	snunit-async-epollcat_native0.4_3	0.5.0		3abf4df3f0acbebdcbeac8aa4b4316db43d9569f
com.github.lolgab	snunit-async-epollcat_native0.4_3	0.5.1		5b8d3b99b22896cc4b5e3f28d3d0f5aaa8bac08f
com.github.lolgab	snunit-async-epollcat_native0.4_3	0.5.2		6fc31265f8218e2b8c694d9e1b2fa022d2c38429
com.github.lolgab	snunit-async-epollcat_native0.4_3	0.5.3		fe5d0f010950960d5d9c659c522d57b11648b670
com.github.lolgab	snunit-async-epollcat_native0.4_3	0.5.4		5b903311888f3ee37640985b3c3171c1aeeca785
com.github.lolgab	snunit-async-epollcat_native0.4_3	0.5.5		6e8456c337686183b91056b7c06325a9adc3ca84
com.github.lolgab	snunit-async-epollcat_native0.4_3	0.6.0		1e64e6280966b5210c3f5cbd1e87c4650b0c661c
com.github.lolgab	snunit-async-epollcat_native0.4_3	0.7.0		96463fcd9321ae074958be2383341614e40ea3f8
com.github.lolgab	snunit-async-epollcat_native0.4_3	0.7.1		e95f7c5a51a281719a39f2751a7a7e03814573e2
com.github.lolgab	snunit-async-epollcat_native0.4_3	0.7.2		fe949005b135ff057a6b68da9d09cb95cd706a25
com.github.lolgab	snunit-async-epollcat_native0.4_3	0.8.0		ce8c1c93277ac8cae5aa4f0b942c6c299a25ec83
com.github.lolgab	snunit-routes_native0.4.0-M2_2.11	0.0.1		b923a96cf0757e25779ecc3510e098712620fbea
com.github.lolgab	snunit-routes_native0.4.0-M2_2.11	0.0.2		ec28c89e4095bf033ced5fcc61c87fb3c65c26e0
com.github.lolgab	snunit-routes_native0.4.0-M2_2.11	0.0.3		e5268a949a50e7ecca3910ad13a9e1098869b0e2
com.github.lolgab	snunit-routes_native0.4.0-M2_2.11	0.0.4		5b435eb20f48e96bffb3001d8b811438aaaea1f6
com.github.ngeor	checkstyle-rules	1.0.12		d3741e1863b411d35f1a25912371fda48a131222
com.github.ngeor	checkstyle-rules	1.0.14		16eae50c0eff1734e98a601a4aa9b2f1a4ac4634
com.github.ngeor	checkstyle-rules	1.0.16		1e9c30018504ec749c38a6dd8997e33e09f3e8bd
com.github.ngeor	checkstyle-rules	1.0.2		8936bd46886e4ad1899b3cb314f0663ec96f16b7
com.github.ngeor	checkstyle-rules	1.0.4		e10d083db4ee0b81d79abbba2c7694597d9b5fcf
com.github.ngeor	checkstyle-rules	1.0.6		dbad64388b1382d7aa492fbdafa8ab0c191241ac
com.github.ngeor	checkstyle-rules	1.0.8		b6a29f07f0a6f1d98ba52c0ba8ae1c9da103867f
com.github.ngeor	checkstyle-rules	1.1.0		017a9a5901998a070183c71a549419b270ad49e5
com.github.ngeor	checkstyle-rules	1.2.0		af3fd16857ca61ce18f5e660fe6d2284f7f747c5
com.github.ngeor	checkstyle-rules	1.3.1		ec39f0dd79354ffbd34f84531a2b0a86060312b1
com.github.ngeor	checkstyle-rules	1.4.1		86febdff53915d8f9abfc660e5937449fabd9133
com.github.ngeor	checkstyle-rules	1.5.0		fe35b08532557247e618fa75af7b83d169743ebc
com.github.ngeor	checkstyle-rules	1.6.0		c4eddd9deba652f018e936b0b445192b68566fec
com.github.ngeor	checkstyle-rules	1.7.0		4a4af3c3f0f6dfe099e6702a403417e7970f1367
com.github.ngeor	checkstyle-rules	1.8.0		47b479dba78a3cead01c647f386018a54cc4a0c5
com.github.ngeor	checkstyle-rules	1.9.0		5546c7eeae5b918f4275e333bed52a7b9d82038a
com.github.ngeor	checkstyle-rules	2.0.0		fad2f3a3fe4eda926165cc59db0e46017d1a6f24
com.github.ngeor	checkstyle-rules	3.0.0		c515ea348155d9f92757dc5c6198ec7898f941ea
com.github.ngeor	checkstyle-rules	3.1.0		1dd667c92a88eede7eb8298b001a86f7d836e201
com.github.ngeor	checkstyle-rules	3.2.0		11d2bf1c57db76e838bd1702815a15d14dc6f76e
com.github.ngeor	checkstyle-rules	3.3.0		b066a48e4ddfad4ce235964c7a732bf41eedd376
com.github.ngeor	checkstyle-rules	3.4.0		903ec7d8ad1b1baeeecf3a2e14c3ea0757f14c26
com.github.ngeor	checkstyle-rules	3.5.0		d63814cc3cb341f9c051225e8ae386032b9eee13
com.github.ngeor	checkstyle-rules	4.0.0		0b6fada674faa6e9b075bad78e1045b18235d0ff
com.github.ngeor	checkstyle-rules	4.0.1		d904c00dcc33fceadc119a1eb173b37249cccaf7
com.github.ngeor	checkstyle-rules	4.1.0		c0b7bbfe8ecc0e65ee705f1968300f7557f717d2
com.github.ngeor	checkstyle-rules	4.2.0		eee83e3f9c348f684ed270adee1c74450dd42308
com.github.ngeor	checkstyle-rules	4.3.0		b4e7a70ce249b9463654d10bf004d850b6585255
com.github.ngeor	checkstyle-rules	4.4.0		23dfc9980dac070f38789192c552d159f04bb998
com.github.ngeor	checkstyle-rules	4.5.0		067d144ce1d9efcd982873a69d2fe26396451066
com.github.ngeor	checkstyle-rules	4.8.0		ecf2f0dda4d56470deaf946c1ca7a6e30b30caf7
com.github.ngeor	checkstyle-rules	4.9.3		c38864e0a3d8fd5ead1e19396476a9866b4269ce
com.github.ngeor	checkstyle-rules	4.9.4		063a0a37d9b158d8db86a09f0093c6bb0cd7e49c
com.github.ngeor	checkstyle-rules	5.0.0		dbfaada5e4d9683ee200e1aedb712f25b3a5150e
com.github.ngeor	checkstyle-rules	5.1.0		0e2553d961e8500e6ce3bba801de66c5b62b7072
com.github.ngeor	checkstyle-rules	5.2.0		24cfdf73e8cb7c6234d7b3644884b1cf671ac31f
com.github.ngeor	checkstyle-rules	5.3.0		f276b7f12620cdf73a52ae22d7a4c0f7a1b9e6e1
com.github.ngeor	checkstyle-rules	6.0.0		97293c6112a09a57a414c330a55531621e9398bc
com.github.ngeor	checkstyle-rules	6.0.1		2485c1fa2b219e98e8f71e10c17afdad239b361a
com.github.ngeor	checkstyle-rules	6.1.0		5e5669898a33f93ca2d1418b5fae9cb7ff5ca8fd
com.github.ngeor	checkstyle-rules	6.2.1		ad52cd5df6d92aa2bab06e8757ffe3987b1ada5d
com.github.ngeor	checkstyle-rules	6.3.0		cb97bf0e3edfbc23f703f7cafd743ec2e9113e12
com.github.ngeor	checkstyle-rules	6.4.3		96cb6579f3ef53f497d87bdc935d25c8910f281f
com.github.ngeor	checkstyle-rules	6.4.6		9803fb98ebd77edcdc0a003cf1c35f15ba372eda
com.github.ngeor	checkstyle-rules	6.5.0		934981110f906b48905a2deda2c8a89708f7d370
com.github.ngeor	checkstyle-rules	6.5.0-27		493fd1a593aab284c8499419661006c9cbfbba0a
com.github.ngeor	checkstyle-rules	6.6.0		3d95d618343c1e085a60e1e5244a9b74a66b730e
com.github.ngeor	checkstyle-rules	6.6.0-28		450fa0d041b360b3100f08d211a29e97b07e3343
com.github.ngeor	checkstyle-rules	6.6.0-29		d0fcf635d4a3d8cb0b4d87a7df0fbaef7976f741
com.github.ngeor	checkstyle-rules	6.6.0-30		e58640e03643a9adac33ed9d9751269584940934
com.github.ngeor	checkstyle-rules	6.6.0-31		e1c50ae06ac3eaeb06d3c812e765bfbd9f639ade
com.github.ngeor	checkstyle-rules	6.6.0-32		9808aa6d3d569945876dfe059b131ff39ad3707e
com.github.ngeor	checkstyle-rules	6.7.0		1f4bf7301c92fcc9189accc474b86e3387982c20
com.github.ngeor	checkstyle-rules	6.7.1		9044e4cb1768cbd6c1046cda26ea9f2710e359bb
com.github.ngeor	checkstyle-rules	6.7.2		5b820547fc624e882cd273577d5584201920e19e
com.github.ngeor	checkstyle-rules	7.0.0		bed657ebf5900134bddb42fec61ed653aa3c8531
com.github.ngeor	checkstyle-rules	7.0.1		551a07ff4c673f41fa135b7ad01c25597f759fdc
com.github.tharwaninitin	gcp4zio-monitoring_2.13	1.2.0		d19f939525ff0143699e8ed32a289da0869f7b06
com.github.tharwaninitin	gcp4zio-monitoring_2.13	1.2.1		3ad66987639ed4e196b8f826cf326fa6eb1c4aa0
com.github.tharwaninitin	gcp4zio-monitoring_2.13	1.3.0		39fd3babd8d6b8e90c80d38f2a025b695262734b
com.github.tharwaninitin	gcp4zio-monitoring_2.13	1.4.0		40d07851649874ee0a1bafe77a1f0e54baba5620
com.github.tharwaninitin	gcp4zio-monitoring_2.13	1.4.1		b522d24d18d39852689752f4c54e49d8155dedfb
com.github.tharwaninitin	gcp4zio-monitoring_2.13	1.5.0		b68c215821cb91a48ef78b5e378f408e1a88dab2
com.github.tharwaninitin	gcp4zio-monitoring_2.13	1.5.1		ae76f0674edf4b5e1681e2b7d01e5ab3b31e483d
com.hubspot.slack	slack-base	1.0		0548fdd7ff8c78737715386c28816b8c490a3563
com.hubspot.slack	slack-base	1.1		8436ec9c3ab69d0b50e45c86adf84dd55cade4c1
com.hubspot.slack	slack-base	1.10		28012369cc0e87b5051ce2f56c3634466d30939c
com.hubspot.slack	slack-base	1.11		4bbc0020ec5327383baf876c55a4af5483f08c6e
com.hubspot.slack	slack-base	1.12		7ba1504e583feff9a8dadb0f9ee296d299aad476
com.hubspot.slack	slack-base	1.13		49d4ec0b43aba88d2260482e28be147bb1b1cc46
com.hubspot.slack	slack-base	1.14		e9e575636673bb1335a71135f5a740d9ffe0a54f
com.hubspot.slack	slack-base	1.15.0		4026f72ec608e10218df7344dfe7d7932a9624a4
com.hubspot.slack	slack-base	1.15.1		46b0aded094ddbdb43c8d047a28e2429597c9065
com.hubspot.slack	slack-base	1.16.0		de325a0477567af07e1cc10df5650d16c3bb7b58
com.hubspot.slack	slack-base	1.16.1		07fa639a32d39cecbe8b40d608ca7ed2bb971322
com.hubspot.slack	slack-base	1.16.2		1f45a281300c54bb2990c59bcd3d66e67594edf9
com.hubspot.slack	slack-base	1.16.3		e7bd631cb7d8d49dcf78a15af2483916477b6864
com.hubspot.slack	slack-base	1.16.4		06848f2cfc7278b776e814c73e2da539aed59653
com.hubspot.slack	slack-base	1.16.5		b3122c0c5e8221ba7bbf09cd0cf516a8b735bfbb
com.hubspot.slack	slack-base	1.16.6		516ba4e1689b26b5fd21549f9cd99bcd642289e2
com.hubspot.slack	slack-base	1.16.7		42bcd1c2c484862a9f4b98f31b43836061fdf68d
com.hubspot.slack	slack-base	1.2		20c5f2110082ed575d1bbd8b52dedea6e3fdf0b7
com.hubspot.slack	slack-base	1.3		fcfe798cd9403efaa2158a1e8407e007d2c4df54
com.hubspot.slack	slack-base	1.4		cad7489d1afd50c8da93b5d08188c1ba1e3d1301
com.hubspot.slack	slack-base	1.6		f7704d5c1d37988bace0113e75f4c36335e954b5
com.hubspot.slack	slack-base	1.7		9eb8ada6903ce4ae528776c16b395aafd104ce43
com.hubspot.slack	slack-base	1.8		9862608296f4f681265f415554f999d525cb856c
com.hubspot.slack	slack-base	1.9		11bf0980da527e8a0ce729f80e08024d08eee86e
com.immomo.cosmos	fcamera	1.0.0		N/A
com.maxifier.mxcache	mxcache-guava-integration	2.5.10		5650b7cdf777ea973c86212526ac19a7e3baaad0
com.maxifier.mxcache	mxcache-guava-integration	2.5.11		45682fa59d2a9f9e41f82253610ab7a8d1123409
com.maxifier.mxcache	mxcache-guava-integration	2.5.12		dbd6b41796e8c5d1e4e12c1e6eae0218b796ebf8
com.maxifier.mxcache	mxcache-guava-integration	2.5.3		9b87389fc3d322fa7aadbccf03b6be3b0afa206f
com.maxifier.mxcache	mxcache-guava-integration	2.5.4		a6bf064490802b601467ce096159adf1c838c99c
com.maxifier.mxcache	mxcache-guava-integration	2.5.5		c316f0b1ee62407bbb8e12d14d795328fd842938
com.maxifier.mxcache	mxcache-guava-integration	2.5.6		0158c8c4f91f45c9a6b059aaedb79f681eda3a4e
com.maxifier.mxcache	mxcache-guava-integration	2.5.7		c1f1dd5dd40a6e19b573121cb2271e1b2b5726b4
com.maxifier.mxcache	mxcache-guava-integration	2.5.7-fix		be15531c18d4bf9c9c58b42ac489f4f02cb9909c
com.maxifier.mxcache	mxcache-guava-integration	2.5.8		8419a44e00de5b4f85b2e4239d7317a9c1722696
com.maxifier.mxcache	mxcache-guava-integration	2.5.9		f90759fb8591f5eb48731d82b654f0440717097f
com.maxifier.mxcache	mxcache-guava-integration	2.6.0		2ed3b1649543c048f45e45a03ff1c07f5fd136ad
com.maxifier.mxcache	mxcache-guava-integration	2.6.1		6318998973dba07a8d905073dfae502e4f68d2ad
com.maxifier.mxcache	mxcache-guava-integration	2.6.2		a5cd7ed667119a5ac97b6f12e9e82f6c9ed7bf74
com.maxifier.mxcache	mxcache-guava-integration	2.6.3		b52ca4b481e5aac7bc6ce57f619683422c26a5c2
com.maxifier.mxcache	mxcache-guava-integration	2.6.4		81b8732827eb784db2cf02e07aadc276710fdd20
com.maxifier.mxcache	mxcache-guava-integration	2.6.5		974fb7d525f30c17c4255145f42454c946b8f97c
com.maxifier.mxcache	mxcache-guava-integration	2.6.6		0e26f4a0d311571adbf8db82b27df67c1e193ecb
com.maxifier.mxcache	mxcache-guava-integration	2.6.8		400f37763198ccd05a85884c5c35c8534f50a7c7
com.maxifier.mxcache	mxcache-guava-integration	2.6.9		8c27d6bd021ffb984d057ebf7ad7d1abf4e3a929
com.ning	metrics.serialization-common	1.0.3		f61aef1212b2f3f8378548dbf4fd4ef26d25212f
com.ning	metrics.serialization-common	1.0.4		9ac447fcf8b09f4e544b9a11b69c8f94719bda62
com.ning	metrics.serialization-common	1.0.5		6af5f2970cb23a2adcff250c763fcd439832af18
com.ning	metrics.serialization-common	1.0.6		7a71c8e499c8fc2f8e0ec6c0c413e34fb0db9072
com.ning	metrics.serialization-common	1.1.0		aa0f14a6fd32cfb50b8e8f65f86a1beba8e49099
com.ning	metrics.serialization-common	1.2.0		9c5f72df19291c763b8ffdc00d7f27d752b8737d
com.ning	metrics.serialization-common	2.0.0		005fcad498cb2380be9506c048ea614e68b9896a
com.ning	metrics.serialization-common	2.0.0-pre1		ef22ef40528fefea72f1a8ce71b3842b747236df
com.ning	metrics.serialization-common	2.0.0-pre10		97aa3c19401b4784afe92b62b8119e97df5adf9a
com.ning	metrics.serialization-common	2.0.0-pre11		b27c77000f11b330cdadcdcf111a0bf115335075
com.ning	metrics.serialization-common	2.0.0-pre2		568add203c5ed9fe7956d3bd7b9921bb2da3b7a8
com.ning	metrics.serialization-common	2.0.0-pre3		aa4e3ec39abb42bf15c6da35fd9fb4f3eae19a7b
com.ning	metrics.serialization-common	2.0.0-pre4		084b49d64e1c45555e6d8859aa948818f6a24935
com.ning	metrics.serialization-common	2.0.0-pre5		686697b064b6c2047ffd4c5120f23cdaa346b652
com.ning	metrics.serialization-common	2.0.0-pre6		6ca65461bb6b3896e7694ef99eb4b9028b679781
com.ning	metrics.serialization-common	2.0.0-pre7		5e5f819b4a418510c1e24f9bb3fbb6db231f1f8f
com.ning	metrics.serialization-common	2.0.0-pre8		2936d9d4f21cd6eaaba03e63deda5b30644a47f2
com.ning	metrics.serialization-common	2.0.0-pre9		f55742a27b6936baa9bb246ef93118d8e840f284
com.ning	metrics.serialization-common	2.0.1		cfa83affb1ee8efe308a42124e7985a6cd942921
com.ning	metrics.serialization-common	2.0.2		b8d828ca7e3e9712716afd68f667831d60a0cbf1
com.ning	metrics.serialization-common	2.0.3		6a51cf1203c4953a45d28831313d11f0312359a9
com.ning	metrics.serialization-common	2.0.4		135158c49f4c28cb420714716305ba7003433ca1
com.ning	metrics.serialization-common	2.1.0		d946e6813a8bc3bcd60e9bf8fc7e61832c61c9f2
com.ning	metrics.serialization-common	2.2.0		9bca55c6451cb9a3ded82794000ed5b48fd57713
com.ning	metrics.serialization-common	2.2.1		0403dbbd3552fd41556cd39e82100e51e244321a
com.ning	metrics.serialization-common	2.2.2		a0477a3f539f8cbc87605eafb889e8258c06d50e
com.siashan	toolkit-spring	1.0.1		940f42027a572bcc30a2e89b2f73bbb45225d901
com.siashan	toolkit-spring	1.0.2		10dccf688fee08677e972f15e752ca10f2502392
com.siashan	toolkit-spring	1.0.3		b5d4efffa813f2b8a54aa87d407d4ca3bb9333b1
com.siashan	toolkit-spring	1.0.4		5f812c445bd85bd7cfb29242451e6e992a26a134
com.siashan	toolkit-spring	1.0.5		2971d988ff439cc132e47aa0a33ca39e15b78c1c
com.siashan	toolkit-spring	1.0.6		c0b18440c9becd744f0ed3480286de7510e6712a
com.siashan	toolkit-spring	1.0.7		59135f33871a4fcbb76301999912db5b24ead729
com.siashan	toolkit-spring	1.0.8		96d0ed7080f5034918d53ff4a23739327823023e
com.siashan	toolkit-spring	1.0.9		ce928eee0a2015a698c0dd5efa6457540fd3993f
com.siashan	toolkit-spring	1.1.0		b25e38f03aacd8858d2648600b86b6bed9d14bb3
com.siashan	toolkit-spring	1.1.1		8b77cb66edb75e448b68631d0a477483bb49b769
com.siashan	toolkit-spring	1.1.3		46316cfc1715922f2b476ea88ee398703179d918
com.siashan	toolkit-spring	1.1.4		a0bd3865fb82d2bafca5b8e319fad0891beab96f
com.siashan	toolkit-spring	1.1.6		7b7bd70e99a0fa61c4922aac5e6f84b452f8b739
com.siashan	toolkit-spring	1.1.7		f60b8a832a8ea5bc8481841c3be9ab81273649a7
com.siashan	toolkit-spring	1.1.8		ed51a450cd54d613e9e9ad254c2229323b9929c1
com.siashan	toolkit-spring	1.1.9		f6787ac2d8632140c843be9b116326d67d10644b
com.siashan	toolkit-spring	1.2.0		1edfea897a516e076ee962b83635e4fa0d020958
com.siashan	toolkit-spring	1.2.1		fcb62e7ab392793d3926ac47c2819ec5182750cc
com.siashan	toolkit-spring	1.2.2		b38d30df580fc7baa629c540c96bed200a2086f6
com.siashan	toolkit-spring	1.2.3		aefb5e2dbbc34f91c418f33e350428a90c048fae
com.siashan	toolkit-spring	1.2.4		2ad45871987ea5fec247bbfbcf9c74ec1a11000e
com.siashan	toolkit-spring	1.2.5		f63a5553ab08b6b26d395fb7ec67db655e6a6b82
com.softwaremill.sttp.model	core_0.22	1.1.0		1e99e47fa9725b9fb074b008f6902c095d1a6ace
com.softwaremill.sttp.model	core_0.22	1.1.1		e1b0084f54d3869d145e78ff5904a06166a024d9
com.softwaremill.sttp.model	core_0.22	1.1.2		09e7b7ab03a581bae1c949cdaf39ac6563fb3b5f
com.softwaremill.sttp.model	core_0.22	1.1.3		ff84d2cd14f2b304b4b648680afcb80520390c1d
de.sciss	guiflitz_2.10	0.0.1		0984111f4a0058deb7db9741f6cb590ed05803db
de.sciss	guiflitz_2.10	0.0.2		d8125a01889fad79f81de148e93e64511f0657e8
de.sciss	guiflitz_2.10	0.1.0		d6e69c239bdaa3486fc1d6f4339dd1b344e51983
de.sciss	guiflitz_2.10	0.1.1		898b11460c0fc4c22847011d377d7769c9e39bc7
de.sciss	guiflitz_2.10	0.2.0		5300ee0de5acc6065bdeac5cb60d783882e75afb
de.sciss	guiflitz_2.10	0.3.0		32486b58d2c1ae0334faa335a3067d8a9357f4ab
de.sciss	guiflitz_2.10	0.3.1		7bfb6dec8aec1fadef781338bb208c2626708682
de.sciss	guiflitz_2.10	0.3.2		5ebb4d23e1ae76cc90b35d6cf14d2df83f9cb85a
de.sciss	guiflitz_2.10	0.4.0		d926f19e9d3d2da447167c9ee4eb3b895dd91a77
de.sciss	guiflitz_2.10	0.5.0		549b919e2bbd9b345c3ec577d172b4d0bb99f994
de.sciss	guiflitz_2.10	0.5.1		58504d8dcafff4ace214612c76ef2b85cc47e346
de.sciss	lucrematrix-core_2.12	1.6.0		cafe92d20780470f86689d203d8d7164535a7589
de.sciss	lucrematrix-core_2.12	1.7.0		755805847e836a48a49915740e88f93764b02653
de.spraener.nxtgen	cgv19-angular	23.1.1		681e29385cdc8f006aa06f2293fee20343a103bf
de.spraener.nxtgen	cgv19-angular	23.1.2		bfeaba8b195570e9996b78f296eb39bc19dcab73
de.spraener.nxtgen	cgv19-angular	24.1.0		e69f78c3f06313b54d148ef9c4fbc0c2b3aa370f
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.13		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.14		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.15		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.16		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.17		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.18		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.19		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.20		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.21		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.22		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.23		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.24		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.25		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.26		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.27		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.28		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.29		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.30		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.0.32		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.1.0		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.2.0		N/A
dev.evo.elasticmagic	elasticmagic-query-filters-js	0.3.0		N/A
eu.codlab	kotlin-permissions-bluetooth	1.17.0-alpha1		1a79c7ccee2d04e3f3592a7a23631daae88d21c9
fr.psug.kafka	typesafe-kafka-streams-11_2.10	0.2.3		551151a06e8365975700db17c0679115ccfcd438
io.argonaut	argonaut-cats_sjs0.6_2.13	6.2.3		b58823933032190a8ef9dca0de93bf69011ec037
io.argonaut	argonaut-cats_sjs0.6_2.13	6.2.4		d7b372e8e3be81bf1fa550c06e97f4e5c1d7486a
io.argonaut	argonaut-cats_sjs0.6_2.13	6.2.5		416b185809e56ae7c5b1c6dd8bfc2aab42ff5a00
io.argonaut	argonaut-cats_sjs0.6_2.13	6.3.0		f5591171bbbb0b92181a3e56aec057fe1d0b9a2f
io.argonaut	argonaut-cats_sjs0.6_2.13	6.3.0-M1		e1e9fee5b8a9edc350aba3d4cb8f6b5df82f66ae
io.argonaut	argonaut-cats_sjs0.6_2.13	6.3.0-M2		a9c0fb885bc979d4b0cc3be0f311597a3a878084
io.arrow-kt	arrow-continuations-tvosx64	0.13.3		N/A
io.arrow-kt	arrow-continuations-tvosx64	0.13.3	metadata	497cd4b5bf7437662a5291aeaa3de3cd84b13fc7
io.arrow-kt	arrow-continuations-tvosx64	1.0.0		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.0	metadata	f91e627158f0ed95d0e70fa6b03c20306e226bf9
io.arrow-kt	arrow-continuations-tvosx64	1.0.1		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.1	metadata	2bd6ffcfb4f09e23aeacc2f44e2053cb4c863d45
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.21		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.21	metadata	27163db4ee6c27c1f4fb1a83f8b38dc0b5243b35
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.22		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.22	metadata	c6538eca88794127d12bd32efdb6bb7d61f052ac
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.25		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.25	metadata	4bf0ec6edb3a14bea442400943806bb2be66332e
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.26		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.26	metadata	161ff47c2c44d9d0d3d727b2258e2acca17f8a7b
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.27		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.27	metadata	a83ed65ec365cbcb947f89edfe0919461e864919
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.28		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.28	metadata	1dfd80c368e1e0c669b83276c7eb82acb70c4a47
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.42		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.42	metadata	bcf8778336aaee81cee380cde71c2cbd4e1739c0
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.43		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.2-alpha.43	metadata	34fecddf61eca7235e9b17e867c90ca02296e008
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.1		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.1	metadata	8d67ce3665f51d324e5805f0d9788300abe1a435
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.11		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.11	metadata	72c07b8279f23c64ca8f54751b5a4869cee4bca2
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.12		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.12	metadata	2aee5372d3ae69a6e85e873f3bf13c0997e8dd15
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.13		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.13	metadata	3990f0126c5ddd7781d8684e012f89444e05e598
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.14		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.14	metadata	668ee51f2d6bb71996a6b31ea54db2611222b569
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.15		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.15	metadata	4a5ee0f0b66e28ffd26aec36205d2b4fc7166c25
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.16		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.16	metadata	521c13fa1ebe5f2bf05b10b01253b12e447e7939
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.17		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.17	metadata	1d5572cddb0e40145d97de8965ed2f79d78ed4f6
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.18		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.18	metadata	056493f8601f3f659021b391b2bd7a9af6de8732
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.19		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.19	metadata	00276ecaa9841311be14cfdbb3df5fdd3a498a67
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.2		N/A
io.arrow-kt	arrow-continuations-tvosx64	1.0.3-alpha.2	metadata	dcb1cf4ec88a8ecb38b47de5899c850d844db77c
