cn.fornever	tools	1.0-RELEASE		f801c0461aa4fca4997372b1eb8e2a2355cc9d9f
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.4		31265f68ad78dbcaa57a861ab2d26afabce0c663
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.5		b8efdaedeedfd3cb41af75093feca4973d2c151e
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.6		60dbaed429afef3dbbabb75897146ccdb1b15174
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.7		7ffacec84db3a4c644a20004a6b73974017aad97
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.8		a08586e208d3d9432eba049a610563adea83154e
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.2.9		8b6704e2ecb2f2e06f537dbb84bc64261556b3b3
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.3.0		b067adad1ca0f6db31128024bab5f1b3508b60a0
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.3.0.RC1		7a7cf170ea1c4dd8cf37090f7b96625795eda9aa
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.3.1		f9ed038deee3e1817daa67dc7cf6789dbf5a600b
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.3.10		1e6599adeec80a73d2a3fbccc4c06daf435fb5f6
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.3.2		f760f6338fa53ac159d7227efa716f4d106cfc28
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.3.3		79b675a2f15595bf0cbdbae781c6ed83e9d216d5
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.3.4		919d6c8442a8d769d0fae19a155c829a6105c781
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.3.5		a8088eebe45c27c2b669ffddf4a9722b0a03c5e6
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.3.6		298055a8fda9afdb7f770f477b3c236a6d7cc6b4
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.3.7		635036b1e9a62271b8066edd13f171b60522e0ef
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.3.8		b8586e2a9ab1002e0d5342909e7971e6c87560dc
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.3.9		29595d0290920e3778ada1aa75fff50cc53b0ddf
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.4.0		c2559526bd15a0b57853e3697ff5485920098afe
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.4.1		e4d0ec80bcd8ac1b5da2eee6cbd7ba628bb0d5d6
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.4.2		931721a2949a703914f93a4de2b13cc999110a1f
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.4.3		664e75632bdce159a4c6a03aa1c46cc70a8f01de
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.4.4		8e9a31ee373cce1403bcb43fbd35b70251d93a42
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.4.5		a02226474e9c52a38bc3ecee4204c259bd292c08
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.4.6		aa884a8ba3065e589e804c7b2e1e1a313d5a58d0
org.apache.karaf.examples	karaf-jpa-example-provider-blueprint-hibernate	4.4.7		c33489e9766d20a958cd0d2f2f48ef69fb50ccfe
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	0.16.2_1		68836d39a054d1625e7bc94feb61823d18ec226f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	0.19.10_1		23286ee93813096b9ff7de05a9cb3ddf8f709206
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	0.19.8_1		183a187654c99a77f61bd0d9938806c6027a0fd7
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	0.19.8_2		d6f50dff31e7af24a6056c3bd79ec3296654e7ab
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	0.19.9_1		72db29b01024043d47123b0c627785fddc490b0b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	0.20.2_1		f72f3fa828cf6d847fe7a7ed6aca4e9a0cfd03ad
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	0.90.0_1		7ad562f416f538c700a0c3a9145ffaad1a35394b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	0.90.1_1		12eaaa05f254d3b6cf5111be6340d2302e0deef6
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	0.90.2_1		7b86bb59dfea0b61a535509aedfe52ab646bb74f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	0.90.3_1		f038d09ed775f3146376440e120dc14fb4b9b929
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	0.90.5_1		92aadf01398711fa285a35d02a887c967f6a778d
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	0.90.5_2		315d6c3e69b982d3f8d0d063f88d8c745ac75b2e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.0.0_1		55ad870dc95577a1c363de26c4c8af67d1b7ad61
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.0.0_2		338a98948c8219990e41fe68ce0933d994fa7e00
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.0.0_3		0d711f18e9147401e5f49c75ab80ecd62ee37d90
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.0.0_4		ccf4bd0fd99c5bd3bb59a45df8ac6c1d386f55c2
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.0.1_1		2b49f7b6a88fdf062b1880049d5670d5df40ca7f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.0.1_2		e3b556d65ef847dd86d58d20494294e2dfa54450
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.0.1_3		b2ead77ae604a4f5be953765e6784a668e7e849c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.0.1_4		ca74aa6cfb9547b5c0a13d0ae870bf6a756117de
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.1.0_1		540bdad08638dcab56090bc70320ac8956c3fe09
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.1.0_2		64c28c3724d4db146441536fbaebc4ddc6b68a37
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.1.0_3		c006077ce81da4b3390dac79a0ef78addb1c1ec3
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.2.0_1		24f382712595739f5a44c29236af86d60c0e81d2
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.2.0_2		94116f9da67677697ed580000e8d0a38c700c196
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.2.1_1		a31eda8a2bc8eda1aabba2561ec00269551767e6
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.3.2_1		63c679cb6b7a40467e2edfa54687747bd99b94b6
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.3.4_1		6e3d47f096017340366962406f0ef78bb45e46eb
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.3.8_1		79ef318448d1651ef2adb954a24c04f883d7f778
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.4.0_1		afddf405253756689a31dc4137d0361479ce2184
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.4.1_1		f338718eb086e46e61d645fb895d3f9af267cb06
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.4.2_1		18ed8570a94bdaf413c298ee914dc84f6d7203d9
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.4.4_1		c0e4a721fb209bca16dc2e7a4eefd4d7118b993f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.5.2_1		744fc5b426c7813a869a1ab9ba434786fa171d11
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.6.0_1		fd8f319534efaec13e9d4298d918309ad8bef352
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.7.1_1		916366daead6fdb9918a91ca581c68aa0c7e6915
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.7.2_1		f04e5dbd63c16f7737b25ac26a7b69c27232ad00
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.7.3_1		dbda2565c4ff54b9ad116522c3bc27e2a284dee9
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	1.7.4_1		7b3e5e2a352a46231ee44faf7a84e101063be8f5
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.0.0_1		0f6e9928620105d79d03914b8a4aa1c2f91627d1
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.0.0_2		adfbf300567cefc7a132d7e28243e8385cff2fa0
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.0.0_3		014749800a8b6039b1d55594c764992bd6352205
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.0.1_1		5583983a823e2a71cfaa52649f004e8cfe901d8e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.0.1_2		197d750735718c6f95e7732a16d167d46e30cfe4
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.0.1_3		657e476bbfd048caf3fc969f9f85ff7de6646e18
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.0.2_1		11a99f9fe8575091afd58f5a505a0a89dd5a5b6c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.0.2_2		330df0c9cd189fd89a4a3969878e8a9c216b714e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.0.2_3		16cdc07af74eabeed1a9ccb0c694a6f3227336a6
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.1.0_1		87435705a9f48d0797dd516f2ead24f78aeb8b1a
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.1.0_2		a751cebb34ad0ce9959877685a6e58335707259d
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.1.0_3		a2a922b3c05e215a14c01bcd966ac39521be1a5d
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.1.1_1		d78a53f390d78ed113d7e7b5493b96664f4792cf
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.1.1_2		c6381b30fad6aff4e38971239c0a449aa5280c5c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.1.1_3		2c62a20d40d30596b5cd100c62a54ff3b25a2737
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.2.0_1		6fd38dce9a3d9df1e34fe0fa0c22f29fc8a00304
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.2.0_2		e1ff337eaa023062e391e4d0d18acc2b2e373414
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.2.1_1		62ff02718a97272c696ce178795547af9ff074aa
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.2.1_2		a7bcc30710d487defed74c90a9efef77a27aa43a
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.3.0_1		2c0f7ccd0ae13b99f3f6cbfe32e34cd13fc04d5c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.3.0_2		06b4799c4337bbe47d99c4c67471f4c23818f8b5
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.3.1_1		7c8dc69fadabf86dddd3fd0aa500155a7588c822
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.3.1_2		41d42e1459dc5186071e82a0fef5cf4db03a70c6
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.3.5_1		aa45febc349006c0a7da529d0210e889bc539bb8
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.3.5_2		7b6e61c0e8ddb67f498ff34da16e8c457d13019b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.4.0_1		bb9db976451e43902b1dac769f80acd589221ebb
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.4.0_2		756272d0c36a88b433e209e1eb262cd9096c82fd
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.4.3_1		a6166b3134a15085c954f3f5dd9270851baf8ab7
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.4.3_2		79f5df69f6f540fa4927ed36dc0e65d8ab23981f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	2.4.4_1		8d3dc648cbe14163b034e741f3b9943cb2ee7313
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	5.1.2_1		4a0b5d7d7b32700e79360863d1d9bba18add2015
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	5.2.1_1		2c43d487c14918eaf139201cfbd6834c6126acff
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	5.2.2_1		fd0b197635b4c3448cd7863e88afb2b994fa9dda
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	5.3.2_1		13e20738a5338455b783adfa559b242aa8d9aeb3
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	5.4.0_1		a96cf3a57040af192a0b0853c93e71a2372239e8
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	5.4.3_1		11498d15641dc1852ac6f86d0ba948dab687dd53
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	5.5.0_1		cc33cb310fc1f68b848ef85db2c3b11883844e9c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	5.5.2_1		b27afdd0728f4025ad5b0a344b84e7eb718aeb17
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	5.6.16_1		306312d5ae4d873ced41f08200c5f07de34b782b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	5.6.3_1		ff3899f4652c70b0c459f530889ddd2d34ef6fa8
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.0.0_1		70963c3e1d860ba36bb8ed890e45621cb51457bb
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.1.1_1		03d0c3d4b3e48024347040647c1a9209d5e8dbff
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.1.1_2		72b7d9ffea90d313dde589c522ac6c8165c4103d
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.1.2_1		06d4c28873fda9fce28428066e75cdf97a0a12fa
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.2.2_1		01b38c3d5294c260e2855245b1c1779da332bba4
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.2.3_1		7e642c9767d722ddaf5c53671e7062752f3f11fc
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.2.4_1		b5ce6efa14c7a36af8991087fc3bbad6df0d7344
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.2.4_3		d043264583b1e84346d04ad36b9bd23c76d97ef9
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.3.0_1		75eb611da2412771dca63885391869949504d358
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.3.2_1		a85a6cb7417f1e01616691a01125f9196a92ffa9
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.4.0_1		08e637b5be3ef2c7951596a7022c82f2c4402542
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.4.2_2		7713f484fea577b8cc009c05c16f6ae93382d10e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.4.3_1		168c362f33093f375bf7f833214da50235e21926
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.4.3_2		701dfc7c78209aaafbdd78229e741ede8f6d9f92
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.5.1_1		822ca8a312216b866ac97068f3907b56ff877690
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.5.3_1		3863a31ceeeb3d549cb7ce791b0483f4af2dd11b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.5.4_1		eae7435ab4c387f460805f30a75be551f21a136a
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.6.2_1		41abe031f6dd00b1fbd3e3a82a20deaebeafb522
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	6.6.2_2		a2c82886b5e91e3848581e9d13f47e1ce77a48e8
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.0.0_1		181da1d1b1b5c58e8ef5363ac55b8bf3e120f92f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.0.1_1		84789013c320ab0849e78d5f5a765dadb330fae4
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.1.0_1		445ecc09426db07aa579ab6a61e466499a2bb629
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.1.1_1		e2ac5a337ca2831a3b984c78c073dc0f2e3c6498
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.10.0_1		47f225914f7857eefac590dbafb71908f349f0db
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.10.1_1		9b2681b718461b107b7d735498edda84a8789f10
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.10.2_1		d21d52f03949d65f60923e2b84c2807c97b45b86
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.2.0_1		0f910fa8b7e52a23915e9f00ce3c7dbdcf6651ea
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.3.1_1		1fd9e0dc47d6d948702fe37f6c6c460d0c71094a
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.3.2_1		a6559841df264c1fc1e0082c14ca1bc851f6e5a6
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.4.1_1		6efd06721589fbae505e889071f9e11dcac84e9b
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.4.2_1		5b89a4f9f03fddf4ade31904476b4437931e4092
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.5.1_1		92293539476565d35c468b33611f506f768c68ab
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.5.2_1		076f5b142883a78c3bffa9afcf6ee5d07a5a7ac4
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.6.1_1		05b59cb9f21bff34297ad41062e8b56202a434a9
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.6.2_1		a897c73a23c0b13ab6cf6f4df7d1ccfbea00d14d
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.7.0_1		b95aaa0fc0a1dca720f77455f1b33d6142a9d040
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.7.0_2		7802d24c3581be4ec89daa446f1c872b3ce12f12
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.8.0_1		12ec33c33fc26f69a672fdf7f93be4f44986bc83
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.8.0_2		861cadc63086fb18a93122c4d136bdb8d019edbc
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.9.0_1		e3696a8a34459e5f2e5b1a546afb9f36cf5143bb
org.apache.servicemix.bundles	org.apache.servicemix.bundles.elasticsearch	7.9.3_1		73055fc9b051c6c49b2b3a0e4afe844d8c20d7fc
org.connid.bundles	org.connid.bundles.flatfile	1.1		f6d040ec36c1467ea57cae8b67aa75d4333a55ae
org.connid.bundles	org.connid.bundles.flatfile	1.2		975520f975b5009798e5ef383454a22dd8a29cab
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.2.0		e88111ba0273e3248598a7ca974d0de6a430bd65
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.2.1		5cdcbee9ebcec6d26d0aafc6c155aa1063cde38a
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.2.2		22c4011d5f51820aa19163e0fcfa6d8762fa3a0b
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.2.3		b9db2d1d97b8e6784609c544d783683d7a053ce8
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.2.4		d91ac5262b956efb14f305b9b1d4596194c4a0a0
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.2.5		ea2ff92223926c866b8659ce52f4d76e3c52c823
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.2.6		10aded9898f4bdb4278d37280f285cc982ba1b4c
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.2.7		df28d0190cc08d27f7edffe56c81f122ec8587fd
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.2.8		0c3ed2267201eb6739e513666d3ffa267ab520ab
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.2.9		1b25db61fbcb2fe0ca03805faa89947d2ece2d4a
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.3.0		e07af178142578e44f57333221e897f7b8caa692
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.3.1		411454339fac7c72029558048959b8687554d6eb
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.3.2		e8e579e22e26c676237e0b748e85ee23b73cc552
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.3.3		9346e6d4b3faf9aa21202d405c9929b12e7b9b8b
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.4.0		7ad583d6c7a3a38db11d2b4a63fd5620a25421f0
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.5.0		67dff2d9f0d25890c8e643ee2a08ce6a859d94df
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.5.1		55744a93964a0bd26b7e52ed5ef41b1fdf28a776
org.eclipse.dirigible	dirigible-ide-services-group-javascript	3.5.2		fa3a515c7fdb9a76ef64e2d656bb2fef050c4c21
org.eclipse.dirigible	dirigible-ide-services-group-javascript	4.0.0		1d9d98e2a2febe9e1c1790122560081a4a74be2b
org.eclipse.dirigible	dirigible-ide-services-group-javascript	4.1.0		cb747441d4e091a7b4517f17cd9a09d6b8403bae
org.eclipse.dirigible	dirigible-ide-services-group-javascript	4.2.0		9a4095405de62181c81106b9feb2610cbc95a4ee
org.eclipse.dirigible	dirigible-ide-services-group-javascript	4.3.0		83583514b445717bfe3f217852d432b37bbeaa29
org.eclipse.dirigible	dirigible-ide-services-group-javascript	4.4.0		b239ffea516bbf5b77acd13cdf7000a365db407a
org.eclipse.dirigible	dirigible-ide-services-group-javascript	4.5.0		2cbf58bc01445c97b1a52cb19b19d87529f5a4aa
org.eclipse.dirigible	dirigible-ide-services-group-javascript	4.6.0		ef211379b7c3542f0e5e197d6f2ed65db9b0f9e4
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.0.0		ed500cd06e060c7c148df78652b6d1a2e8354d8b
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.1.0		ae46511d85a5173ebd961a0c38844b1a136329b7
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.10.0		98b53dc5535108d533a6574c920402471d6bf742
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.10.1		d9b94db110cc0b4004cb6a33f2054575032b3e41
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.10.2		0492bbc5f1a01f730c70c29ddaa56f8ed1477acd
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.10.3		53ff3f3e32c8904f3da7f599d04f5fb1b410bd9b
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.11.0		678a70fc15e51f9bf6229ad6839e19974e027380
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.11.1		320785178899ddc336e3e9837b68be1e974ee092
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.11.2		730f4744404c32ce8f3547c756f6ec36d95f00e6
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.11.3		c88b26fbb80daf1ab3e14903493ffe8c811db7d0
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.11.4		82716b8b6e1a79b17da45606c494f2ac647dad68
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.11.5		7ab363164024c01d92a1ed33cdd0c49a39fd659e
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.11.6		8d4122474d71434d4aab979c6d376a244a65310f
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.11.7		a8879aa9fd5708996ea2e6311ca0fa559055f831
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.11.8		4c56645ee51dabd5ac7f97086c9e2efb1c03cbac
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.12.0		278bf52b8c9d1c3d3efcca82c4e7465277293fa4
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.12.1		68e89e3ea73672d8509357e36973338b75606541
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.12.10		3af407e4f66b5ab555107816285c8bed87b0aae2
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.12.11		2c33f1a024f9ef759ff561ff326df88f47b22b70
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.12.12		9b31f3266b2dd514b4a00382af6ae00487793223
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.12.2		e412f69b751524560a8b2bb48206965e9269d070
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.12.3		29c73c0f302d4eeb1e51a379d5a735295041ec08
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.12.4		430f9cbe66c0c1061155c73ebbec52e83881f8a7
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.12.5		c120f4f34b3f68e6a45f5d28a0e5b9efe12c252e
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.12.6		dc47c25e77558362241d7b80e176e09156e32161
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.12.7		590bc2b850845123982ae76e5f43f5c88a4abf40
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.12.8		e623cb1cef036e826904b68b52574ee884daf2be
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.12.9		a96cf284eb24b374bf4d6ac19de5d8ed2ec4fbb9
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.2.0		9dbf43e73c7f10e30db107927e8f637f1716b85c
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.3.0		6129405a399c0f8b80d4a3ee6e6107840a261213
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.4.0		9a3fa294a83839b29e440578ecb3e7b0beb8e5e3
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.5.0		a41fe7500b3bdd48e668c36c8b3ccd8668386b74
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.6.0		88c1e8f1c5428cc7d79593308b811a93c233ab94
org.eclipse.dirigible	dirigible-ide-services-group-javascript	5.7.0		993392dd4a4c0ec7e080a9f18b8200aacfdecb1b
