cc.zhaoac	faith-tool-secure	1.1.0		6249520b934c3f4872305366b9c1e2fe90ca44f0
org.duelengine	duel-mvc	0.9.3		148c142c8ecc48bda0a47e9718a7f2c23f4ab216
org.duelengine	duel-mvc	0.9.4		4c70e6298ec8c9286e130424fb8c6f82b691b058
org.duelengine	duel-mvc	0.9.5		4914a25259cabb6492a82835f7cc8282c5448cfc
org.infinispan	infinispan-cdi-common	10.0.0.Alpha1		1cd8b17c878850e495e15cded7ada15a4ab73f53
org.infinispan	infinispan-cdi-common	10.0.0.Alpha2		fd15aec080945eeab411eebeb047ad391bfc3533
org.infinispan	infinispan-cdi-common	10.0.0.Alpha3		e1b6c89eaecc5a529f36f62a64e56ea0a90f9157
org.infinispan	infinispan-cdi-common	10.0.0.Beta1		a71f8f5a0438f9682cff70513ef94e01afb99ebc
org.infinispan	infinispan-cdi-common	10.0.0.Beta2		ab4f10eae598f66a190084d87c2adc4665c299b4
org.infinispan	infinispan-cdi-common	10.0.0.Beta3		6d619ff668c762e83fcf51605dc9034068c84f1e
org.infinispan	infinispan-cdi-common	10.0.0.Beta4		0cae3212a0c6f8ab53e805c70742c024a6fc4ea0
org.infinispan	infinispan-cdi-common	10.0.0.Beta5		4bd7593ef491ad9a7c3ca633c1b258896883eeff
org.infinispan	infinispan-cdi-common	10.0.0.CR1		4740dbcdf6c442c8b71734661771240252dd3588
org.infinispan	infinispan-cdi-common	10.0.0.CR2		938b34ff55caf65fd84fd6986ac82fc7249b24ac
org.infinispan	infinispan-cdi-common	10.0.0.CR3		193265aafac51b756c0360822c11e28e6a6ad821
org.infinispan	infinispan-cdi-common	10.0.0.Final		f93a07c9f6bd39454a6e64c325b580cc48951e5d
org.infinispan	infinispan-cdi-common	10.0.1.Final		a07dc3747e429c890e51c44cfdba84f21fae27d3
org.infinispan	infinispan-cdi-common	10.1.0.Beta1		275b1e87b0c20b149f3c92309ec98d9f2646415c
org.infinispan	infinispan-cdi-common	10.1.0.CR1		37c4797022c20fe619b3bb2cdf10567c6b2893c1
org.infinispan	infinispan-cdi-common	10.1.0.Final		7aa953ebe542cc2fc5a49288307dee4e17accbb9
org.infinispan	infinispan-cdi-common	10.1.1.Final		4a1ed61126bd831d7dfcf7f8abba5546ab0638d6
org.infinispan	infinispan-cdi-common	10.1.2.Final		2907e092eb715e9d33b55acf7be427f686e2c437
org.infinispan	infinispan-cdi-common	10.1.3.Final		777abbad12a538d0ed303abbdba2807864b3b5e6
org.infinispan	infinispan-cdi-common	10.1.4.Final		72df0ee0a51066fe5861974157267e6161e7a3b8
org.infinispan	infinispan-cdi-common	10.1.5.Final		04ecb894e6d72f9e6ba7e1df3141fb7fe9cddd14
org.infinispan	infinispan-cdi-common	10.1.6.Final		2abff0ab137d90dc132e29d4358d004d7aa50fa0
org.infinispan	infinispan-cdi-common	10.1.7.Final		9c5d2f9810372d778cd22530679e67d8424af4ed
org.infinispan	infinispan-cdi-common	10.1.8.Final		80b5dfab2d73a65e27902d616d8c134158e6289d
org.infinispan	infinispan-cdi-common	10.1.9.Final		2413db8fb4f8f6f34f9b0765932727d3dd6daed8
org.infinispan	infinispan-cdi-common	11.0.0.Alpha		22ff8b9fcfda15104cc5048b8ed38d47e0d5eb08
org.infinispan	infinispan-cdi-common	11.0.0.Alpha1		e7d151bcaf4f426dc63ac23cfb06103bbb38a0e6
org.infinispan	infinispan-cdi-common	11.0.0.Alpha2		5b663cfab2cda748fbbf95cf8189bad8c4f71ab9
org.infinispan	infinispan-cdi-common	11.0.0.CR1		dc123da13d9c1c5addae992914ec58bdeb2a6e4e
org.infinispan	infinispan-cdi-common	11.0.0.Dev03		6a768412e34d77711209929d749068be1f51fc7a
org.infinispan	infinispan-cdi-common	11.0.0.Dev04		1cb9724789eb2e616dc470b4c74fb00d6ab5d5a5
org.infinispan	infinispan-cdi-common	11.0.0.Dev05		c46d221d8f13bdef52f359125f62dc5a9111b165
org.infinispan	infinispan-cdi-common	11.0.0.Final		340ddc64c019208a934777dce16abed83e9aa1fe
org.infinispan	infinispan-cdi-common	11.0.1.Final		ee5584452b96af90b720eed8f621ee2799037a8b
org.infinispan	infinispan-cdi-common	11.0.10.Final		d4c70136147cb96a72c7479975a2c288c53e9b69
org.infinispan	infinispan-cdi-common	11.0.11.Final		76f11e1a841d8d5a6576973a269c0f0851cf00b2
org.infinispan	infinispan-cdi-common	11.0.13.Final		530326c2c72c19e7cf3407196351e421c2458ba7
org.infinispan	infinispan-cdi-common	11.0.14.Final		d7900de6c8e8d065b4049d78e67bda066e7a8cf1
org.infinispan	infinispan-cdi-common	11.0.15.Final		cb67c0e9b7b886ba8079082ea8cd7d6c3df28d74
org.infinispan	infinispan-cdi-common	11.0.16.Final		8998f11054db6b02c3672ca98a1c3e3cc08cb92c
org.infinispan	infinispan-cdi-common	11.0.17.Final		9ea6f04be9c2e3c2986c9c5e9bea42b1ca0673c7
org.infinispan	infinispan-cdi-common	11.0.18.Final		600b8aab678de8ae82101e080ef44827347e5c22
org.infinispan	infinispan-cdi-common	11.0.19.Final		ca9291c5013f1b1cc5e631fc717be235f8900562
org.infinispan	infinispan-cdi-common	11.0.2.Final		0f2e4c81440a60e316f078020a8edb49156f90f7
org.infinispan	infinispan-cdi-common	11.0.3.Final		085091dc82a9834bca7b64e4eb596e31759c2bf9
org.infinispan	infinispan-cdi-common	11.0.4.Final		79d51b95c21f0b13adc06f4f61b2d2f3b1b50716
org.infinispan	infinispan-cdi-common	11.0.5.Final		28f80636415f3e9fb8de34f1faf2717088d07664
org.infinispan	infinispan-cdi-common	11.0.6.Final		ed965037e7b562bc7365ee845a37bffac4895cc1
org.infinispan	infinispan-cdi-common	11.0.7.Final		0510103cc49dd1a2adc192146a86a5b0ea0db724
org.infinispan	infinispan-cdi-common	11.0.8.Final		82e5d2e1a2122ea8354e78ef8dd94387b376755b
org.infinispan	infinispan-cdi-common	11.0.9.Final		3210b17f5b186bef1a9bcf802166bedc0aea6487
org.infinispan	infinispan-cdi-common	12.0.0.CR1		abf4425f203af1bf93eabeeb9a8a460e01a46474
org.infinispan	infinispan-cdi-common	12.0.0.Dev01		6dd89acd5447e0b5b55f22c2e9c7064be6b6f80e
org.infinispan	infinispan-cdi-common	12.0.0.Dev02		79810f0e38b701cb117e4b6e1f963b32e33dda6f
org.infinispan	infinispan-cdi-common	12.0.0.Dev03		89f0c61b03c21ceba36c16a1899e9526d435b280
org.infinispan	infinispan-cdi-common	12.0.0.Dev04		aa0cc42fff89b0d25e17f2f0f54bf1a8c2aea27d
org.infinispan	infinispan-cdi-common	12.0.0.Dev05		81ebfb04b3a0169f07d7aa688113f3faa8f17aa3
org.infinispan	infinispan-cdi-common	12.0.0.Dev06		419a394735465eaece5f31a40726667ff5c797ba
org.infinispan	infinispan-cdi-common	12.0.0.Dev07		99c2d9b3514021e3861d6eacb039580d1d652fea
org.infinispan	infinispan-cdi-common	12.0.0.Dev3		4f47279c9b02d4db642444ec72ef7f682136cff4
org.infinispan	infinispan-cdi-common	12.0.0.Final		e27783c7a9ca01f0b9a5d25dce503acce291a591
org.infinispan	infinispan-cdi-common	12.0.1.Final		1673e498f9eba4930a466b34c4c210d596c40a59
org.infinispan	infinispan-cdi-common	12.0.2.Final		7fd6f3f032c6bdb5df5a5f371fa7300713899d7a
org.infinispan	infinispan-cdi-common	12.1.0.CR1		1b8e875db4ee8aeb7bc5820a3c50a5a4a935b9f4
org.infinispan	infinispan-cdi-common	12.1.0.CR2		69d40adedc00dc5baaae3a6bf9f1eebca442147d
org.infinispan	infinispan-cdi-common	12.1.0.Dev01		c35ba15b953f5b48e9e6af45d4a485d75d2eca66
org.infinispan	infinispan-cdi-common	12.1.0.Final		cae66a9f49fc8a43fd5a357ab9f0f9844836f449
org.infinispan	infinispan-cdi-common	12.1.1.Final		e4ff4665558e7d2d274136bb36f58ad67b2dca87
org.infinispan	infinispan-cdi-common	12.1.10.Final		2a5d147870d35b120578c53c643c1b5d8e585bfa
org.infinispan	infinispan-cdi-common	12.1.11.Final		4e1cccd46ea09d178bd24914a5903670fe9eb4a2
org.infinispan	infinispan-cdi-common	12.1.12.Final		b65d2b5ac0c721f714000978b412ae3fc3e82dba
org.infinispan	infinispan-cdi-common	12.1.13.Final		b13778a5c2a07de109e8bac9882b92fdbe40bbc0
org.infinispan	infinispan-cdi-common	12.1.14.Final		ed04c4ca63981845ef3965bf6195764db94c89be
org.infinispan	infinispan-cdi-common	12.1.15.Final		37c4ed45ddf10e72cbd3fcf697ef360f74cd4ea2
org.infinispan	infinispan-cdi-common	12.1.16.Final		72934db0c0048e5c6350b686eb34ef7f90a56b3e
org.infinispan	infinispan-cdi-common	12.1.2.Final		3001b2fce6e0a1d691e409bd4acbb3552f0dbb1d
org.infinispan	infinispan-cdi-common	12.1.3.Final		4fc0d087cab1e84916a7c609e2e2771e0c8d1bb9
org.infinispan	infinispan-cdi-common	12.1.4.Final		9c0befa648220898e7da94028cb1c09b457eecca
org.infinispan	infinispan-cdi-common	12.1.5.Final		4c74447fab7d0e8aa44a7937e7ab3d39fbe8a1af
org.infinispan	infinispan-cdi-common	12.1.6.Final		620232e3c54a39ae513cb30f70991a35e0e8217e
org.infinispan	infinispan-cdi-common	12.1.7.Final		4fce24daf42a48ddbf2543093b8e2cdccb01759f
org.infinispan	infinispan-cdi-common	12.1.8.Final		ff1a9517c0858fce06161fe27fffbd4b717c3b8f
org.infinispan	infinispan-cdi-common	12.1.9.Final		2c4ccc3f463a7bc80bb6c442a22127198d9bd9c9
org.infinispan	infinispan-cdi-common	13.0.0.CR1		3afbced31eb22f083a2d2eb3627a8221d0dcbc43
org.infinispan	infinispan-cdi-common	13.0.0.CR2		59f704bc6352d21ee0624bb804bb246bd9136ed7
org.infinispan	infinispan-cdi-common	13.0.0.Dev01		cd5599aabf72eb5e694b2751e7e0b48df9ef2acb
org.infinispan	infinispan-cdi-common	13.0.0.Dev02		aff4813b15e37141b1dc0dbf884b3726b457face
org.infinispan	infinispan-cdi-common	13.0.0.Dev03		3c48e455f8cd0d94b3340da9ee91b7ec5c27b71a
org.infinispan	infinispan-cdi-common	13.0.0.Dev04		91470c33e7fd6775120a84165f3c567c9b0fe960
org.infinispan	infinispan-cdi-common	13.0.0.Final		ee4135a4b169b94a164b3c2a6b71ff0423180920
org.infinispan	infinispan-cdi-common	13.0.1.Final		43fd662cdea67a7d2d3d7ddb2a417df0b55e93b1
org.infinispan	infinispan-cdi-common	13.0.10.Final		2653a9fe610dd54cb607af89a78a63dbe498c228
org.infinispan	infinispan-cdi-common	13.0.11.Final		bf9526f35304afda1422d486b953a007a798a8c5
org.infinispan	infinispan-cdi-common	13.0.12.Final		5bd1690f6275374977e57ef1308b91b4030de9e3
org.infinispan	infinispan-cdi-common	13.0.13.Final		efee98a70b20b7cc784962a45025bdf6aee5dc69
org.infinispan	infinispan-cdi-common	13.0.14.Final		ff6e590cf713f5853b70ef7af4a4f9b08ba14a4b
org.infinispan	infinispan-cdi-common	13.0.15.Final		f3a5c7032c77159ef0511bf6cb896a209995d43a
org.infinispan	infinispan-cdi-common	13.0.16.Final		c53408dae2d295555269686f47592414ed2ed4a7
org.infinispan	infinispan-cdi-common	13.0.17.Final		7fe0fa08c3bcc4f1e2a213d2050de30de42b6b19
org.infinispan	infinispan-cdi-common	13.0.18.Final		cb63557dd9cae7f0159bf1c223d908b221108d4f
org.infinispan	infinispan-cdi-common	13.0.19.Final		04df090479134c8e63372e8e0d9c01e90a030c3c
org.infinispan	infinispan-cdi-common	13.0.2.Final		f70effaa6439bed01c157dc5077828259fb065b3
org.infinispan	infinispan-cdi-common	13.0.20.Final		5f64c2e047439f38607eb60064aa43aafaf78679
org.infinispan	infinispan-cdi-common	13.0.21.Final		5d7477283d6fc56ae664f9977a548b9f4ec660df
org.infinispan	infinispan-cdi-common	13.0.22.Final		7e53872c8f177ea589418f69418a2cc729727b56
org.infinispan	infinispan-cdi-common	13.0.3.Final		d3e874dbe8cca991fd8bc483612b4879ce96fc94
org.infinispan	infinispan-cdi-common	13.0.4.Final		613370e26797fe7651d0d1715ede95c9f8444fb7
org.infinispan	infinispan-cdi-common	13.0.5.Final		5d8b4377c4e5409864b961665780b9fbc04bb78a
org.infinispan	infinispan-cdi-common	13.0.6.Final		61e3b0838fa81b1465b189e73e95e5eac1bfd8a3
org.infinispan	infinispan-cdi-common	13.0.7.Final		8838a9c23df58af3f54afbf42eb407da7f73dcff
org.infinispan	infinispan-cdi-common	13.0.8.Final		b726586a45fb04483ce1a076b6e1407f9bbe9e8c
org.infinispan	infinispan-cdi-common	13.0.9.Final		ca2cf620a98e7949ea003ca4ba4a568fb33e5426
org.infinispan	infinispan-cdi-common	14.0.0.CR1		17c27061917d5346dce98640b23bfb8f57f9c2d4
org.infinispan	infinispan-cdi-common	14.0.0.CR1	jakarta	1199f8a936e2cc3dd18671750bc385e959754f4d
org.infinispan	infinispan-cdi-common	14.0.0.CR2		44d096b5c78eb503224f4835dfb8b2adffd8a02a
org.infinispan	infinispan-cdi-common	14.0.0.Dev01		26d1a4bf7ceb03152287abeff876ef15be69baf1
org.infinispan	infinispan-cdi-common	14.0.0.Dev02		1e566e3dca8ecdfca749e09d08e57ae474fa671d
org.infinispan	infinispan-cdi-common	14.0.0.Dev03		cd94317cf1953f2cb1d552a446d6b559941b3bbb
org.infinispan	infinispan-cdi-common	14.0.0.Dev04		92914a9aff027b0c94b9d2611eb2a9d4470e892b
org.infinispan	infinispan-cdi-common	14.0.0.Dev04	jakarta	ccfa9be2e803f715c4d694a121c4e388eb140ac4
org.infinispan	infinispan-cdi-common	14.0.0.Final		4b5ee678a0c68812d6c6cfe3a8b537daf31d5104
org.infinispan	infinispan-cdi-common	14.0.1.Final		f7a4d28449d599594b0df9ca968a6ebd1e066638
org.infinispan	infinispan-cdi-common	14.0.10.Final		68f0db7c724424880313415a54c008ae8246d6c5
org.infinispan	infinispan-cdi-common	14.0.11.Final		8576f3ad7b869052e69fd8cf4274ae0381efaf0f
org.infinispan	infinispan-cdi-common	14.0.12.Final		b09fe318c18772f8419581592a494addfe0c8bc6
org.infinispan	infinispan-cdi-common	14.0.13.Final		9ddd8d8189b09308a0931fb67735f0afdbe74042
org.infinispan	infinispan-cdi-common	14.0.14.Final		d5ad4cb1c1345c7ec92651aae9b8ad4ff9590d33
org.infinispan	infinispan-cdi-common	14.0.15.Final		26d6b8580f9b4717ba34dd3b9020f84bf170ee6e
org.infinispan	infinispan-cdi-common	14.0.16.Final		b04cce3aca8e022070a2f94ae79eeb5628faa114
org.infinispan	infinispan-cdi-common	14.0.17.Final		d89560c37be74898109a775f05db8e68e3c5a4d0
org.infinispan	infinispan-cdi-common	14.0.18.Final		793c58e5e1d701149deefc4fe8f6df336950da21
org.infinispan	infinispan-cdi-common	14.0.19.Final		b3c57d50b74ffa51b7e6bc927fd7acc7c93598a5
org.infinispan	infinispan-cdi-common	14.0.2.Final		358ad387c3a037a922e72046a1cc884210da473b
org.infinispan	infinispan-cdi-common	14.0.20.Final		d4ef39f43d9fa459add094a253f3698e7bf91f12
org.infinispan	infinispan-cdi-common	14.0.21.Final		bc8a08a46648c826acebe529355b7ee454df0d5f
org.infinispan	infinispan-cdi-common	14.0.22.Final		db2204af75c7b4c238ea6e9c32b3fc944f9a64a7
org.infinispan	infinispan-cdi-common	14.0.23.Final		1b884994b51877947893d019a7412d0267d68138
org.infinispan	infinispan-cdi-common	14.0.24.Final		8ce2b2f327293d6eda950185f5dcb79c34f6a3eb
org.infinispan	infinispan-cdi-common	14.0.25.Final		5a8da120b860cd8496fdbd3b3a717ea23e1b5149
org.infinispan	infinispan-cdi-common	14.0.26.Final		26b585e8ab838e673e05eecb25fcd57a2893c745
org.infinispan	infinispan-cdi-common	14.0.27.Final		d1e5bdcb383988fcbbbd4ba6d9eca083c26f6d0f
org.infinispan	infinispan-cdi-common	14.0.28.Final		ef061d348ff1c35359ed269bfb5f1f3e601f6cd8
org.infinispan	infinispan-cdi-common	14.0.29.Final		561ab4923ead4b7a534ff9d7551d8765e9845359
org.infinispan	infinispan-cdi-common	14.0.3.Final		c3c1d25376e06f2618df6cb5a5256ce56fbbc822
org.infinispan	infinispan-cdi-common	14.0.30.Final		e16eaf35dd1caca3200be4b3b3c8b13cf1be5646
org.infinispan	infinispan-cdi-common	14.0.31.Final		aa799e3b411cc1b08ef3bb49c656a368a1e66876
org.infinispan	infinispan-cdi-common	14.0.32.Final		6bb2f24b6f4c7fcd7152fe7ecf75b15fb5c8a2f2
org.infinispan	infinispan-cdi-common	14.0.33.Final		eea64cff997c3b1b1e85d71fb436135551d998d4
org.infinispan	infinispan-cdi-common	14.0.34.Final		dbd9eacbaf7f98d8f8476602781e50d65e0c59c7
org.infinispan	infinispan-cdi-common	14.0.4.Final		ca760dd427c9525612365f858d76725d5a7dda10
org.infinispan	infinispan-cdi-common	14.0.5.Final		90cf6cb3bb4e5a0857396dd6a75947fa92fa843b
org.infinispan	infinispan-cdi-common	14.0.6.Final		a19c937594633254d7b69cf544dfca2bf4952752
org.infinispan	infinispan-cdi-common	14.0.7.Final		61281356f80370d1d6af5420abfc430b2b6348a4
org.infinispan	infinispan-cdi-common	14.0.8.Final		9aba50ce4f0308d3b71f65b7a009b2eb63b222bf
org.infinispan	infinispan-cdi-common	14.0.9.Final		d3eb5a23b26ff0b883737ce50efdf300ead7d6b0
org.infinispan	infinispan-cdi-common	15.0.0.CR1		27c9c94ac16fe58caa479e7164e2332b23db70b8
org.infinispan	infinispan-cdi-common	15.0.0.Dev01		73f66f2af9e4aaf3b73c19bfd2446a472c886443
org.infinispan	infinispan-cdi-common	15.0.0.Dev02		465741bc3c6515590d284d1530a5ff095c311855
org.infinispan	infinispan-cdi-common	15.0.0.Dev03		dd66129dd9e93c004ec5ca9f4fb41299f61fdd6c
org.infinispan	infinispan-cdi-common	15.0.0.Dev04		00b9d2bd46241458a9bf20398e5e0b0ac300f098
org.infinispan	infinispan-cdi-common	15.0.0.Dev05		7ffda7614db47fc70dcb64377a877a480273c8fb
org.infinispan	infinispan-cdi-common	15.0.0.Dev06		5928344b092d123fc6f12636487afdd9683e7ae0
org.infinispan	infinispan-cdi-common	15.0.0.Dev07		830ccdbf3d263c53c541d78fceba7fea6b88c0e2
org.infinispan	infinispan-cdi-common	15.0.0.Dev08		c892fef3ecf061f1139c32d7ead8578106cc3456
org.infinispan	infinispan-cdi-common	15.0.0.Dev09		f1881a11f8481237fd5ad13802a282bf1677b8bc
org.infinispan	infinispan-cdi-common	15.0.0.Dev10		f40b3583fbd414b2ab1ae9592aecac15afd2f87e
org.infinispan	infinispan-cdi-common	15.0.0.Final		6b23a335784ee589e710672b067d5fd564ed8198
org.infinispan	infinispan-cdi-common	15.0.1.Final		d3f7e552676ba708b19292308894e5d0821e3bd3
org.infinispan	infinispan-cdi-common	15.0.10.Final		2c1ee1463a8132c20065696a0026200f23f0ae63
org.infinispan	infinispan-cdi-common	15.0.11.Final		91b3f3f1bfda275e9553b8c597696ce98d61e697
org.infinispan	infinispan-cdi-common	15.0.12.Final		12f835a6c227253e5c55453c76bfe8aca60b586c
org.infinispan	infinispan-cdi-common	15.0.13.Final		170741d88095cf92ae4619b1faff1664adac5cb6
org.infinispan	infinispan-cdi-common	15.0.14.Final		3f002cbc3a224e343945355120346f158909f076
org.infinispan	infinispan-cdi-common	15.0.2.Final		b1dd523be50b7ac79cda2e4dd2656e086e0ac3e1
org.infinispan	infinispan-cdi-common	15.0.3.Final		871a969f3db07542cca0a995d7adc2d9404243c8
org.infinispan	infinispan-cdi-common	15.0.4.Final		3446124e20a543684d69c587b5e486e16e1acdf9
org.infinispan	infinispan-cdi-common	15.0.5.Final		b09ea2a1bb8ace4c0adf873754374ee78c8dce9c
org.infinispan	infinispan-cdi-common	15.0.6.Final		4f87bdaea805346f40083147ee6f1a9e4f446759
org.infinispan	infinispan-cdi-common	15.0.7.Final		8227d77e9262f97e888f58c5fb9dbea177d407dd
org.infinispan	infinispan-cdi-common	15.0.8.Final		db5af629a8e815c99c43a6dedfd9045968b20f93
org.infinispan	infinispan-cdi-common	15.0.9.Final		95a9e06f17524a2bf717269993746f0d26ca1dda
org.infinispan	infinispan-cdi-common	15.1.0.Dev01		bdc1446e6b47303e49f424c415ca7d8d48eb4ad7
org.infinispan	infinispan-cdi-common	15.1.0.Dev02		14d97aa36c24bef08bbc89c19504419e8153aa1b
org.infinispan	infinispan-cdi-common	15.1.0.Dev03		6f7176d6958d9582dd5b40f5a2b9cbef56989b3a
org.infinispan	infinispan-cdi-common	15.1.0.Dev04		2b77d1d9cca88fa06a1e88dd833ea3f804c9c514
org.infinispan	infinispan-cdi-common	15.1.0.Dev05		a6adabead05fd90180d8c421531c67baf2829aa4
org.infinispan	infinispan-cdi-common	15.1.0.Final		72e85186fde5d0e6a00c71a4264c0449d68676a7
org.infinispan	infinispan-cdi-common	15.1.1.Final		301aca1eb0847929cfc5b1c1e097a023f5c3c61a
org.infinispan	infinispan-cdi-common	15.1.2.Final		d9114eb546956e684b88cc52a495c345022228b7
org.infinispan	infinispan-cdi-common	15.1.3.Final		665ca6ce14ff2162382a376c3ba63e036639f48e
org.infinispan	infinispan-cdi-common	15.1.4.Final		6c1b10454004813dfdbba83cb62d9f243f254629
org.infinispan	infinispan-cdi-common	15.1.5.Final		083fad2834798f28e93fb57ae0dd4498d2f42170
org.infinispan	infinispan-cdi-common	15.1.6.Final		9372099fdac87cfd613c2c82f3d501d5b0aa8e90
org.infinispan	infinispan-cdi-common	15.1.7.Final		66baa781e6b261dfaeaad804cd7eebc37f151530
org.infinispan	infinispan-cdi-common	15.2.0.Dev01		d9e97d6377248da8572dede0cfa4492bcd4c5809
org.infinispan	infinispan-cdi-common	15.2.0.Dev02		8f2e91ad92e985f7febdbe555ef227dc99f2f39a
org.infinispan	infinispan-cdi-common	15.2.0.Dev03		3512b625d559855681cd437b4e20b4ea08de8102
org.infinispan	infinispan-cdi-common	15.2.0.Final		f67c30e407b7a0084bfaf48768eb29df41dd9a22
org.infinispan	infinispan-cdi-common	15.2.1.Final		88cfc12495f2e4e52025f4be7cdf3a705b460e2c
org.infinispan	infinispan-cdi-common	8.1.0.Beta1		31170fb1078b5c81ab4656025feafce05a007e82
org.infinispan	infinispan-cdi-common	8.1.0.CR1		47cdc5bb5f15033debc2c876761dddaffc0fc2b5
org.infinispan	infinispan-cdi-common	8.1.0.Final		d0c7278e3cda997b969e159d159dd5bf00bf601e
org.infinispan	infinispan-cdi-common	8.1.1.Final		e633b05828ad1f48b7fde06989772cce27d0f7bd
org.infinispan	infinispan-cdi-common	8.1.2.Final		ff9e01053bc387fd44517637324ef155bdeb5e45
org.infinispan	infinispan-cdi-common	8.1.3.Final		30b934bfe03ec31bfd2451c6ee2e57d370401ca6
org.infinispan	infinispan-cdi-common	8.1.4.Final		b1c93be248240a8008191f39eb17e9264e92efe0
org.infinispan	infinispan-cdi-common	8.1.5.Final		7d22df872161a5c4e18be4d69f8e2057bb0a33fc
org.infinispan	infinispan-cdi-common	8.1.6.Final		b0127f9e171b1cfd1fa64b64bf8f090686824a27
org.infinispan	infinispan-cdi-common	8.1.7.Final		836e4040695bdfb2ab87d5e83b724d81fbab5380
org.infinispan	infinispan-cdi-common	8.1.8.Final		8c795a63cd20f2b3f4c37833a566130412697ebe
org.infinispan	infinispan-cdi-common	8.1.9.Final		864ecd8c666c6e3b7e1ee588256d19cb46822f5f
org.infinispan	infinispan-cdi-common	8.2.0.Beta1		9ac199a6132309606aaa2c398cd49668b1829711
org.infinispan	infinispan-cdi-common	8.2.0.Beta2		b8e0e21530f08eb7abe7b149aab30c9829ab5019
org.infinispan	infinispan-cdi-common	8.2.0.CR1		a643efc4ffa5a65d3ca8af4b1cd9d031753c3773
org.infinispan	infinispan-cdi-common	8.2.0.Final		ee4870f39e6dad38c19a43db260ef026fa16c316
org.infinispan	infinispan-cdi-common	8.2.1.Final		a97315f28214405d01caa410c0aa6a031a91d2a9
org.infinispan	infinispan-cdi-common	8.2.10.Final		3021cdfa60aba679c64b6fa562b94c6141194b57
org.infinispan	infinispan-cdi-common	8.2.11.Final		2c3fbf4713190c8083734b44c303bca04089f864
org.infinispan	infinispan-cdi-common	8.2.12.Final		5294f1ff7a797caa508063a78d3a13128aad59e0
org.infinispan	infinispan-cdi-common	8.2.2.Final		975b48403cc026eaecaa82c7ba2fb3f07cab8d26
org.infinispan	infinispan-cdi-common	8.2.3.Final		b5b1acb4b5ad9355325683945daf922e1404f7c0
org.infinispan	infinispan-cdi-common	8.2.4.Final		6901e4751c73f99c4a8a18aad13e2b01de344a56
org.infinispan	infinispan-cdi-common	8.2.5.Final		9aa22c0186bf69ed94dbeacdfb76239224376173
org.infinispan	infinispan-cdi-common	8.2.6.Final		2882e57be0763714ab76dee397c5fbd84de9eb67
org.infinispan	infinispan-cdi-common	8.2.7.Final		00a80ff0e220921a6f42751927b5b6bd14bc3081
org.infinispan	infinispan-cdi-common	8.2.8.Final		88e5cc1734c5ce538fabb282e73247f2a2ea970b
org.infinispan	infinispan-cdi-common	9.0.0.Alpha1		d37c17cebb410790aa0543d8089fab7036f55369
org.infinispan	infinispan-cdi-common	9.0.0.Alpha2		e254c54b9ea423c0b6e7c7e1ac99e2a731096589
org.infinispan	infinispan-cdi-common	9.0.0.Alpha3		a5436b311aa3d83a11eaccb930208b9231246ae1
org.infinispan	infinispan-cdi-common	9.0.0.Alpha4		086b82749fcd0d87e8299eecb95f158c0820112b
org.infinispan	infinispan-cdi-common	9.0.0.Beta1		e535ddacaebc0a3839889c8e108bbc9b808e9b9e
org.infinispan	infinispan-cdi-common	9.0.0.Beta2		16c8f4f8d704941266fb4d6ceaefd284f453cb4e
org.infinispan	infinispan-cdi-common	9.0.0.CR1		99c4ee4c6d23bef0b72c70617f0289518bedc48a
org.infinispan	infinispan-cdi-common	9.0.0.CR2		1366f8e9cf31407a08768c8d0558e9d23dbe57d6
org.infinispan	infinispan-cdi-common	9.0.0.CR3		64c00a2ec935dcb3377a573943083e5a6dc6b543
org.infinispan	infinispan-cdi-common	9.0.0.CR4		7a10da3be86d18c644301ef7445622425d914d94
org.infinispan	infinispan-cdi-common	9.0.0.Final		3b87a9b30ba9556f8ddee7d580394650002478a6
org.infinispan	infinispan-cdi-common	9.0.1.Final		c0adee3a8599d73e7ba32aa4893f12e98b0de371
org.infinispan	infinispan-cdi-common	9.0.2.Final		8af86ea6a8651a696008ca682acff0a9a71811e7
org.infinispan	infinispan-cdi-common	9.0.3.Final		ca2904c0c5fa89dd233fa0bbba26b1511f6b85ad
org.infinispan	infinispan-cdi-common	9.1.0.Alpha1		cc8665542491ab025ad018897a32c7a5b24f7dab
org.infinispan	infinispan-cdi-common	9.1.0.Beta1		7681b8332cfb25171dba2fc7482df7ca256f5c07
org.infinispan	infinispan-cdi-common	9.1.0.CR1		8bc04c4fda8f273a108df59b8bdc902099603fd8
org.infinispan	infinispan-cdi-common	9.1.0.Final		733c003aa0b4812bc0c08442f4168de6799dcccd
org.infinispan	infinispan-cdi-common	9.1.1.Final		a51e9f819afd6afa56658688f09e3b7b10d5cfb4
org.infinispan	infinispan-cdi-common	9.1.2.Final		6ebb30606fa050f5a611f0a7d4b659a5ddb676e3
org.infinispan	infinispan-cdi-common	9.1.3.Final		86b3d1812f6f219cf86ef7ce900670062a3b84b6
org.infinispan	infinispan-cdi-common	9.1.4.Final		77b1b44c9faeca7a4da306b7b3fdcd5d0741e0a9
org.infinispan	infinispan-cdi-common	9.1.5.Final		8c8baf340948492d01d602bfbc45c1eb06ef76e2
org.infinispan	infinispan-cdi-common	9.1.6.Final		0f8e1b4565fb7f281d6f0a654851ff7d94305c1b
