app.cash.treehouse.schema	app.cash.treehouse.schema.gradle.plugin	0.1.0		N/A
io.gitee.lorriz	LitEz-Compiler	0.6.5		1f49773f9acaf17ddcf631bbef4a45660448f1e4
io.gitee.lorriz	LitEz-Compiler	0.7.0		e87dee5a0a00bf5a51e8fbc7bfaad78df9d74e3e
io.gitee.lorriz	LitEz-Compiler	0.7.1		f7bed60d30db5bedbf479eecab173643e36a48f4
io.gitee.lorriz	LitEz-Compiler	0.7.2		58d02000a654a60391327708ad5aa379a59e263f
io.gitee.lorriz	LitEz-Compiler	0.7.3		82e4fa06d0488971d8804bb70199b5083062eb2f
io.gitee.lorriz	LitEz-Compiler	0.8.0		24bb87f055431dd2636fbca2cb273866fc54df1d
io.gitee.lorriz	LitEz-Compiler	0.8.1		3037d72748d7da2de9f4b936d5000643bc092214
io.gitee.lorriz	LitEz-Compiler	0.8.2		4f239f882d4d15a653413d2a589bfd6de3223052
io.gitee.lorriz	LitEz-Compiler	0.9.0		560971964c961482b3085bae848e4a68ff8bb40f
io.github.behzodhalil	meteor-logger-android	0.1.2		N/A
io.github.behzodhalil	meteor-logger-android	0.2.1		N/A
io.github.behzodhalil	meteor-logger-android	0.3.0		N/A
io.github.behzodhalil	meteor-logger-android	0.4.0		N/A
io.github.behzodhalil	meteor-logger-android	0.4.1		N/A
io.github.behzodhalil	meteor-logger-android	0.4.3		N/A
io.github.dzsf	ohosapacheclient	1.0.2		N/A
io.github.dzsf	ohosapacheclient	1.0.3		N/A
io.github.hellomr3	KmpPictureSelector-android	0.0.1		N/A
io.github.jerrychin	wechatpay-spring-boot-autoconfigure	0.0.1		01111652283b5dd107d0d8d0b5221ebe002abc86
io.github.mridx	Morse-UI	1.0		N/A
io.github.mridx	Morse-UI	1.1		N/A
io.github.nave-cohen	common	1.0		1c809ccaddba92492b235c9aca311d4ae512c028
io.github.quanquan1996	spring-telnet	1.0.0		b2d85f14429937f7baae0845400ae825bb4b5d33
io.github.quanquan1996	spring-telnet	1.0.1		aa4555de1c917d3995b87f9029ac41deaec181c1
io.github.quanquan1996	spring-telnet	1.0.2		c456bc572a72a426cd5d9ae0c5b72cf5072ef9ab
io.github.sogis	mgdm2oereb	0.0.10		56cc7822fc9cb27e6c56caa8c98427d8718d3c8b
io.github.sogis	mgdm2oereb	0.0.11		7136d89efcc43888ef9ebf0a88eeb0cef9513a55
io.github.sogis	mgdm2oereb	0.0.12		f13d544ed8a172e1c6a040107b54d7971de9ec0e
io.github.sogis	mgdm2oereb	0.0.13		765ae51479fd0b7219b398c03d2d6d25dbf64950
io.github.sogis	mgdm2oereb	0.0.14		9f56721e94a40e651ceeaff2ddbd1961cb268a1e
io.github.sogis	mgdm2oereb	0.0.15		9db496a933f6583699ae2b5793a0d94b84650872
io.github.sogis	mgdm2oereb	0.0.16		54327af2ac8fb69607f7f465ebe972968105de96
io.github.sogis	mgdm2oereb	0.0.17		90124f196ff71621960efd0b840355a8e7665075
io.github.sogis	mgdm2oereb	0.0.18		d62c02502c81790e9e76a3d79fa826c9ff866e83
io.gs2	gs2-java-sdk-core	0.0.1		acf9e25efa9400fdf08b6dfc042efb6842ea18cd
io.gs2	gs2-java-sdk-core	0.1.0		0fc2130974a59f5b1f04e1f3fa13fd9537b3fded
io.gs2	gs2-java-sdk-core	0.2.0		db9da14259f155679607f7b05e3d15a6dcff01b4
io.gs2	gs2-java-sdk-core	0.2.1		3c5b3c674d1e17516925626fc24954268549d3df
io.gs2	gs2-java-sdk-core	0.5.0		7a1405a64e6cf1642c5de88263cc113abc73866e
io.gs2	gs2-java-sdk-core	0.5.2		4cfa348384253c82884782ebd9818cc4a3d8947b
io.gs2	gs2-java-sdk-core	0.5.4		99be6f929cf671bce3685032851b3b14fd4b987c
io.gs2	gs2-java-sdk-core	0.6.0		cb8dc0b0347abfa7b07c907dae0f183783f2fa83
io.gs2	gs2-java-sdk-core	0.6.7		808f26baec3675bfcd98ccb9ac3fdec6528a96cf
io.gs2	gs2-java-sdk-core	2.0.0		45da4b70412b681bd676d460ca48531fe4506e86
io.gs2	gs2-java-sdk-core	2.0.1		818edd08568fc600745aeefd81239bbeae98c83c
io.konform	konform-watchosarm64	0.10.0		N/A
io.konform	konform-watchosarm64	0.10.0	metadata	6593a49b49b995ff86f40c0641409a5e40252b39
io.konform	konform-watchosarm64	0.11.0		N/A
io.konform	konform-watchosarm64	0.11.0	metadata	0dac6db6849353f84aa4f68054c7c7e09923b031
io.konform	konform-watchosarm64	0.11.1		N/A
io.konform	konform-watchosarm64	0.11.1	metadata	bcf4d75b94e036926ccfc7c3f185357bd7cacd0b
io.konform	konform-watchosarm64	0.6.1		N/A
io.konform	konform-watchosarm64	0.6.1	metadata	d599485a24fb448b5e4676c1a85f4e4b1bfa7620
io.konform	konform-watchosarm64	0.6.2		N/A
io.konform	konform-watchosarm64	0.6.2	metadata	6c395c8a8d28b4878eac68dbee86a3453e7bc50a
io.konform	konform-watchosarm64	0.7.0		N/A
io.konform	konform-watchosarm64	0.7.0	metadata	f843df72b6335785078277693cfb549a007218ef
io.konform	konform-watchosarm64	0.8.0		N/A
io.konform	konform-watchosarm64	0.8.0	metadata	7312535b5633446cd0e362a41fd770be23b055ab
io.konform	konform-watchosarm64	0.9.0		N/A
io.konform	konform-watchosarm64	0.9.0	metadata	349ee36803afe5b31f92deb7fc10daf15639ab0b
io.konform	konform-watchosarm64	0.9.1		N/A
io.konform	konform-watchosarm64	0.9.1	metadata	1bfb1250c4847b26388e2de4a333f0d828d0e2a4
io.konform	konform-watchosarm64	0.9.2		N/A
io.konform	konform-watchosarm64	0.9.2	metadata	23b0e0575723d8cdd5694cecb98be610e2a51d6e
io.ktor	ktor-http-linuxx64	1.1.1		33c5ba010ac1f3f8250fba996419ccba39ee38a2
io.ktor	ktor-http-linuxx64	1.1.2		e89f6c7f5538e3b7221bd42941dddd6d38e99ee5
io.ktor	ktor-http-linuxx64	1.1.3		472957be28004d7ddbfa773f77d24d2eb9287038
io.ktor	ktor-http-linuxx64	1.1.4		dacd0680cc695aef3d0be2a54c3dfc7092b55a6d
io.ktor	ktor-http-linuxx64	1.2.0		e4816e3181a5d512c7d24f9e993fcd04bed5adef
io.ktor	ktor-http-linuxx64	1.2.0-rc		7e2d3751643c45537fcf8dae696b3c986847ed9c
io.ktor	ktor-http-linuxx64	1.2.0-rc2		5284fed5be2851f8e830f663e6e3e37947ea844b
io.ktor	ktor-http-linuxx64	1.2.1		ba64461517d9fa9a8aff1b62f0f3329f1759e745
io.ktor	ktor-http-linuxx64	1.2.2		cd958a693b8daaaefc0b7c0db8d9e7b3e07339e3
io.ktor	ktor-http-linuxx64	1.2.3		81522512dd3f9227067520d4ebd9bdad3e1fb0bb
io.ktor	ktor-http-linuxx64	1.2.3-rc		0120955793968f9b49eeae15211d3de002ea3d8a
io.ktor	ktor-http-linuxx64	1.2.4		8fd84f907d7cabcb0b5d520c975e9fb410028205
io.ktor	ktor-http-linuxx64	1.2.5		eae19c817a417900920e03d502d36f5038e04360
io.ktor	ktor-http-linuxx64	1.2.6		de9ce432308db4b3a29f49b501fc88d319482729
io.ktor	ktor-http-linuxx64	1.3.0		61bae8c616b2295ead8d4ef38bc871f4ce4637cf
io.ktor	ktor-http-linuxx64	1.3.0-rc		ded567f8aa2f413681d7868e43a096b491c8992b
io.ktor	ktor-http-linuxx64	1.3.0-rc2		80cad50168f36ba4956637d2b9e80caa55df05a7
io.ktor	ktor-http-linuxx64	1.3.1		ff7795eafa1d9b6f130bc08efe015d48fc065780
io.ktor	ktor-http-linuxx64	1.3.2-1.4.0-rc		3640ccd111e92d2722ead53ed69217d89f4abad5
io.ktor	ktor-http-linuxx64	1.4.0		ec517d61e714bd9f2b02001fe93f2c564d733467
io.ktor	ktor-http-linuxx64	1.4.1		d446b4022930897c7e9d1fa9368e3006e134c92f
io.ktor	ktor-http-linuxx64	1.4.2		9a62d1d293d5ba77904a59c16604adc148c58de2
io.ktor	ktor-http-linuxx64	1.4.3		f7304270fc674fb54d2d4c60f12c666e08952493
io.ktor	ktor-http-linuxx64	1.5.0		6367598db025b74e8881af97d4e1ed691601437c
io.ktor	ktor-http-linuxx64	1.5.1		a5e660516c9f548a67b271ef4bc7bd398f602073
io.ktor	ktor-http-linuxx64	1.5.2		52f318343f781c124be522b8b4aebd4549dfcf23
io.ktor	ktor-http-linuxx64	1.5.3		22dfa94710369ef8f1808c6ea1fc80abafe9736f
io.ktor	ktor-http-linuxx64	1.5.4		e239967efacb78c8a4589f02a7b6e34e490d9fdc
io.ktor	ktor-http-linuxx64	1.6.0		4dba2e548aa7f15c60a65b9198079002a23ca9a3
io.ktor	ktor-http-linuxx64	1.6.1		f9d0db2c5b0c2da14a62e7922cb64919f90331e9
io.ktor	ktor-http-linuxx64	1.6.2		6bff3d7915ac5cd9ece8f67cb7044dd0414bea18
io.ktor	ktor-http-linuxx64	1.6.3		e9ce507714d80c970965bbdef962826070960f70
io.ktor	ktor-http-linuxx64	1.6.4		95ab386549cea5ef41958d9f4e55e4471cd50ea7
io.ktor	ktor-http-linuxx64	1.6.5		f68f75e75345e7ea7e87de894ba56a0cd4dbca28
io.ktor	ktor-http-linuxx64	1.6.6		5f3da8a7739eceb695d98311e89457a03100046a
io.ktor	ktor-http-linuxx64	1.6.7		4e50384f3dff408f2220e86dbd98b0b00a459a77
io.ktor	ktor-http-linuxx64	1.6.8		4651b36e87d42001c11e96765fdcbfd0fd18aabf
io.ktor	ktor-http-linuxx64	2.0.0		d1b388110c1cb82a1c0f76b0df6d074089c6e025
io.ktor	ktor-http-linuxx64	2.0.0-beta-1		3ff98e661fd49cc336b9754ade21d4b45772e44e
io.ktor	ktor-http-linuxx64	2.0.0-rc-1		806e89a1b068f08091d7fdb7007436bc8133ef08
io.ktor	ktor-http-linuxx64	2.0.1		3b3d6e065767cd0d3f7eed2efb26e7002dbd5a99
io.ktor	ktor-http-linuxx64	2.0.2		c750b520816dd31bf15ce06a6f059a3199cee59a
io.ktor	ktor-http-linuxx64	2.0.3		9f721b9e74532c247c7be023c4a4f397111b36fd
io.ktor	ktor-http-linuxx64	2.1.0		38de37721099b760f721182ed0ba7af12a032986
io.ktor	ktor-http-linuxx64	2.1.1		d72e1c765d61fb42305653c03dbba2e257fd220e
io.ktor	ktor-http-linuxx64	2.1.2		573d95e0a1e8605bf6e7a7c9a9427729b3b262a9
io.ktor	ktor-http-linuxx64	2.1.3		a70831a8dabf8b622f42e40adddd941f8b4ea9fb
io.ktor	ktor-http-linuxx64	2.2.0		2316f7392b851f8a4d8ee69b44ca675f781c155f
io.ktor	ktor-http-linuxx64	2.2.1		da302239347b50d6c02b8e808a3657ec0a815db5
io.ktor	ktor-http-linuxx64	2.2.2		965ba25115c573e7ead644fe07e3f74bb69f40f4
io.ktor	ktor-http-linuxx64	2.2.3		91603c91c51ccd713d3f96f03f1811e1effc7be4
io.ktor	ktor-http-linuxx64	2.2.4		003a53df618e72d778812fac8f2b41df22d9da2b
io.ktor	ktor-http-linuxx64	2.3.0		7c937f8b9d4957a32da82bdceff1f8104b677c13
io.ktor	ktor-http-linuxx64	2.3.1		d40b41284a261cd28d0c220a71c40804fe266731
io.ktor	ktor-http-linuxx64	2.3.10		735996bc484f2560d209e8d83acea1c80202f582
io.ktor	ktor-http-linuxx64	2.3.11		aa496f3cf9529e66462da56c4b2a8c8635686fed
io.ktor	ktor-http-linuxx64	2.3.12		b4d2bc879206970f53ea1312564cc4551799e003
io.ktor	ktor-http-linuxx64	2.3.13		e6f9eba4594e0d77a61cc2d3f445eed70e462fa8
io.ktor	ktor-http-linuxx64	2.3.2		1136f38f15ca5734898e4a7223e22dafede1e95d
io.ktor	ktor-http-linuxx64	2.3.3		f32df3ef490da773e03a5e3644e911b9c4a1e367
io.ktor	ktor-http-linuxx64	2.3.4		2714fbb76403fa937ccbf8b5234803a7e04c18aa
io.ktor	ktor-http-linuxx64	2.3.5		b993dbbdcb8832aa72c9cef071b7e24db17f6960
io.ktor	ktor-http-linuxx64	2.3.6		57a240aa2ac914a9eb3e43b5d219c32e25bbd727
io.ktor	ktor-http-linuxx64	2.3.7		19348df2fdefe6a9a27a7de02ed4afa477b17cd3
io.ktor	ktor-http-linuxx64	2.3.8		63f10d91da666379bcad0ca29b8ebaee65d5b12a
io.ktor	ktor-http-linuxx64	2.3.9		37afb80f1f827db2691862c3bbb3d0dcd1047e35
io.ktor	ktor-http-linuxx64	3.0.0		49c183fc737038cfd21e6ff24ef07d850b5df293
io.ktor	ktor-http-linuxx64	3.0.0-beta-1		bcc662ab56002041354377bab3330c00a9674e77
io.ktor	ktor-http-linuxx64	3.0.0-beta-2		ec75cc8bd756154d843da0347c320ebd67e810a4
io.ktor	ktor-http-linuxx64	3.0.0-rc-1		ee8b0c93dcf0f1dbaf13d3824fb51e00df700999
io.ktor	ktor-http-linuxx64	3.0.0-rc-2		89b2184b19ab9dbff16d9f0e64e19146623cd44c
io.ktor	ktor-http-linuxx64	3.0.1		4aeb4f988c5251319e9351b90504032d98b61d19
io.ktor	ktor-http-linuxx64	3.0.2		820ba5f4aae229ad0cbe97f38c48a5d32027517c
io.ktor	ktor-http-linuxx64	3.0.3		fdab5e9221b6e0c8f23d84a9097ee87047cb3686
io.ktor	ktor-http-linuxx64	3.1.0		09fcdd848f4992fb3e300fc99a86501049499b11
io.ktor	ktor-http-linuxx64	3.1.1		bd1c48fadddf799b7016b37a1539fc973cecc3ec
io.ktor	ktor-http-linuxx64	3.1.2		7219bc782af99f50638328557c787fbec270a346
io.monkeypatch.kaval	kaval-kotest-metadata	0.2.0		327cf3d9b78c49c9e677a540fd7d1f94db55e597
io.monkeypatch.kaval	kaval-kotest-metadata	0.4.0		899412addd2427086fc07cc4407a2e03135b7fa0
io.monkeypatch.kaval	kaval-kotest-metadata	0.5.0		cf993dd0af021ea28c6eb4782999db11892e0d3a
io.monkeypatch.kaval	kaval-kotest-metadata	0.5.1		04d334e4a7a17b7521c2132afff6951cc5ebd1f0
it.rebase	rebot-cache-service	0.1		c6bf26623defd56f5dd3b3ef8a8c536ae2d849e6
it.rebase	rebot-cache-service	0.2		58f0da4b639dcadb058ab669d07d3fdf151376e3
it.rebase	rebot-cache-service	0.3		c06879444c0eb778eaa831cd55813e3ced2b9a1e
net.isger	proxool	0.9.1		92af2e88f05f0fac68d1d0b026cc05f8ae728d47
net.liftmodules	salatauth_3.0_2.10	1.0		b52f7c5e6c2ac1ba9eee90486ae6987eccca2955
net.liftmodules	salatauth_3.0_2.10	1.1		47146df620ee77a03b03f6cc32bac25c8acb321e
net.sf.flatpack	flatpack	3.1.1		1aa33719740cb2ca4d056a40a3468f9875ba145c
net.sf.flatpack	flatpack	3.4.0		6d0f4ce99da2b1bddcb898758ce7c1ca5719a364
net.sf.flatpack	flatpack	3.4.1		44f3f71e6d753a85f584f2d77c24aace38a974e7
net.sf.flatpack	flatpack	3.4.2		561df68648b29200df3ca916f9f7dcbc68166915
net.sf.flatpack	flatpack	3.4.3		e4d5f50df2adfaf91efae4c266e2b094e6c7a019
net.sf.flatpack	flatpack	4.0.0		344980f52ea0d84b1cddc3df614d5cffccc3bb89
net.sf.flatpack	flatpack	4.0.1		5004931a3ecb928f05ea17faccd2f29d468aec4b
net.sf.flatpack	flatpack	4.0.10		71ba4d7925169bcf8ecf8dbd6f3efc9ac67a4345
net.sf.flatpack	flatpack	4.0.11		6691c12eab47f2e6b95fbbad420f46b0c6ad8363
net.sf.flatpack	flatpack	4.0.12		0a4b2f614c064580ad274434679153be7c21b3eb
net.sf.flatpack	flatpack	4.0.13		004962defcfa41cfc1912e9ab3d08430e81e40d3
net.sf.flatpack	flatpack	4.0.14		6cfef0afd1a6d8e288d676c4edd401e759748ffc
net.sf.flatpack	flatpack	4.0.15		75540f4a5c61fb2059e106641630b5c4a3091a63
net.sf.flatpack	flatpack	4.0.16		c487f662acc268f0e20e8ccbf4e57642294cc7fd
net.sf.flatpack	flatpack	4.0.17		9dee23befece8968756303f587deee36221661f4
net.sf.flatpack	flatpack	4.0.18		ad8e864cb0fb0cff1388227cb209dd0be130d624
net.sf.flatpack	flatpack	4.0.2		65306d61dea465511229320f288256d7b5f0cac9
net.sf.flatpack	flatpack	4.0.3		a55216cd2adc0c11c851d6f8aa00d3531ac491dd
net.sf.flatpack	flatpack	4.0.4		36b4ceb0c065a42410f1acf57a272647e03607c1
net.sf.flatpack	flatpack	4.0.5		ea71e9c0b4a7cdd5e7394d8514a3df0d581033b0
net.sf.flatpack	flatpack	4.0.6		799bd6337a8cdc2175209fac17d67de9b8741658
net.sf.flatpack	flatpack	4.0.7		13e272ab564f429b9d9f9033538d46507d39745c
net.sf.flatpack	flatpack	4.0.8		ece8400863ede23659e6e58bef4fad6fac90d183
net.sf.flatpack	flatpack	4.0.9		85d1e3d49bdb3fa3ab3e7f761e6596fb72748072
net.sf.gnu-hylafax	gnu-hylafax	1.0.0		N/A
net.sf.gnu-hylafax	gnu-hylafax	1.0.0-b1		N/A
net.sf.gnu-hylafax	gnu-hylafax	1.0.0-b2		N/A
net.sf.gnu-hylafax	gnu-hylafax	1.0.0-rc1		N/A
net.sf.gnu-hylafax	gnu-hylafax	1.0.0-rc2		N/A
net.sf.gnu-hylafax	gnu-hylafax	1.0.1		N/A
net.sf.gnu-hylafax	gnu-hylafax	1.0.2		N/A
net.sf.gnu-hylafax	gnu-hylafax	1.0.3		N/A
org.activecomponents.jadex	application-micro-nfp	5.0-alpha4		9b6564d9a17eb45031596a5cb1d15db346aeadc1
org.activecomponents.jadex	application-micro-nfp	5.0-alpha5		456371a97219a1dace41da056666544c7f1faef3
org.activecomponents.jadex	application-micro-nfp	5.0-alpha6		456371a97219a1dace41da056666544c7f1faef3
org.anyline	anyline-data-jdbc-citus	8.6.3-20230526		N/A
org.anyline	anyline-data-jdbc-citus	8.6.3-20230527		N/A
org.anyline	anyline-data-jdbc-citus	8.6.3-20230528		N/A
org.anyline	anyline-data-jdbc-citus	8.6.3-20230529		N/A
org.anyline	anyline-data-jdbc-citus	8.6.3-20230601		89aa8635cddb21d1890e00c9fe8131b705931e00
org.anyline	anyline-data-jdbc-citus	8.6.3-20230603		2fa4dbb07a9f892bbc8c746bb354ed3985efb6c1
org.anyline	anyline-data-jdbc-citus	8.6.3-20230606		f80fc5c97a2e96857bd23767fa5ffea43f552993
org.anyline	anyline-data-jdbc-citus	8.6.3-20230611		51a18c289055fc2406ed1f43d03b58d577961b5a
org.anyline	anyline-data-jdbc-citus	8.6.3-20230615		c983386fec89977e10bf34d907a6e516d7f31a10
org.anyline	anyline-data-jdbc-citus	8.6.3-20230616		389d0bef94d1f53322b78e5d7dd289adef50dd5c
org.anyline	anyline-data-jdbc-citus	8.6.3-20230619		b251e00ad7eba9ec7e4b7147425571865eab42ba
org.anyline	anyline-data-jdbc-citus	8.6.3-20230621		02329ac2fe91014137f65c3a3a9ad66d6f688cf0
org.anyline	anyline-data-jdbc-citus	8.6.3-20230625		60942b68d194d5969148267eaa3f49d808c91667
org.anyline	anyline-data-jdbc-citus	8.6.3-20230627		4fca066689420c7ef7a36f8a7a2487b968db1457
org.anyline	anyline-data-jdbc-citus	8.6.3-20230628		843e1a4252cd6de3ce301aa171ea2efee813c536
org.anyline	anyline-data-jdbc-citus	8.6.3-20230630		44ac8b58518ffce221ec707b6832105442a47447
org.anyline	anyline-data-jdbc-citus	8.6.5-20230703		73232510e7c48d91817f78267970f4aff81111b2
org.anyline	anyline-data-jdbc-citus	8.6.5-20230705		85204e0b531def9b850921c0e2dae2748cdee3f5
org.anyline	anyline-data-jdbc-citus	8.6.5-20230707		6bfae79719d79d7e0b96427debbefffed89130f4
org.anyline	anyline-data-jdbc-citus	8.6.5-20230708		549e5bc62c5f5721e999a0accca121e2c600aa07
org.anyline	anyline-data-jdbc-citus	8.6.5-20230710		f4dd20c60c1c159ac17d743eebf9716df221d465
org.anyline	anyline-data-jdbc-citus	8.6.5-20230715		5eb09f7911a8e7c078b75cbaf239b5f7d1621e3e
org.anyline	anyline-data-jdbc-citus	8.6.5-20230717		f6443ab2a93c6ce78523c929308e2a8cd85a8693
org.anyline	anyline-data-jdbc-citus	8.6.5-20230719		e0d46d1e9b95af574beac5e127d4ddfdaf0b2469
org.anyline	anyline-data-jdbc-citus	8.6.5-20230720		3ef07d898e4e014a9676ac9bf305b0787f2c51c8
org.anyline	anyline-data-jdbc-citus	8.6.5-20230721		73aa9c97dc423f77e9d07c2a97b7280087b4a25b
org.anyline	anyline-data-jdbc-citus	8.6.5-20230725		b68a3065360e5984df862c52eaae032353900fdd
org.anyline	anyline-data-jdbc-citus	8.6.5-20230729		12ee87b7abc0b25a4d8d5e755ad1c9d4d60a056c
org.anyline	anyline-data-jdbc-citus	8.6.5-20230812		18de5b746ed45e067426637826ad5c82f78d8086
org.anyline	anyline-data-jdbc-citus	8.6.5-20230815		23170d2d66e846e9318b45ba599d469d48e1189f
org.anyline	anyline-data-jdbc-citus	8.6.5-20230818		2d2614b86a05c41db70b62a5080e42c14693dac0
org.anyline	anyline-data-jdbc-citus	8.6.5-20230825		f101d09e6442ffb2dded55459a1a1386a8022911
org.anyline	anyline-data-jdbc-citus	8.6.5-20230903		401e4955acbb4a5a7c3de402cc8336456b19901a
org.anyline	anyline-data-jdbc-citus	8.6.5-20230905		5a09e6139bc91e16476010818af05c8042ff0de7
org.anyline	anyline-data-jdbc-citus	8.6.5-20230916		5ee6e0b6d6ac700427191c9ed612c599faab56e9
org.anyline	anyline-data-jdbc-citus	8.6.5-20230917		eabca3811c4b8a87a725e9ff5e9a902e17280397
org.anyline	anyline-data-jdbc-citus	8.6.5-20230918		ae838989d5e0e26004cdd05f654b5aa5894f05fa
org.anyline	anyline-data-jdbc-citus	8.6.5-20230919		be73b2b06a15307ff0fea91b12cff65deec2d10a
org.anyline	anyline-data-jdbc-citus	8.6.5-20230920		a6462bfc3ff357b2c32e150eee9367cad86c1a0b
org.anyline	anyline-data-jdbc-citus	8.6.5-20230922		d62237edaeb757c396e987c6420615055e2bc537
org.anyline	anyline-data-jdbc-citus	8.6.5-20230927		583a51087d849a85b4cc8f0e5dbb1f91577ae704
org.anyline	anyline-data-jdbc-citus	8.6.5-20231001		e7e28ad83278fb316a69ee86a16bfe732feb0270
org.anyline	anyline-data-jdbc-citus	8.6.5-20231010		008c5e09547985f5acf1815737941563b7ab4478
org.anyline	anyline-data-jdbc-citus	8.6.5-20231011		aaca85ea589648cdaae170091ff620a56e96d37b
org.anyline	anyline-data-jdbc-citus	8.6.5-20231013		ca9b244ea3b4a6c24811cca386afce13f7ba0ba4
org.anyline	anyline-data-jdbc-citus	8.6.5-20231020		ec9608e92d06f9f0bb47b8e63cba59aa56569e5e
org.anyline	anyline-data-jdbc-citus	8.6.5-20231021		ec544c499459387c72480f712b647b248b3c126f
org.anyline	anyline-data-jdbc-citus	8.6.5-20231023		38a0fe1cd67f26e4ccca2c1269bb9722ad37f4cb
org.anyline	anyline-data-jdbc-citus	8.6.5-jdk17-20230712		e8eb9785ac8048a994d7b446bb351533395579a7
org.anyline	anyline-data-jdbc-citus	8.6.5-jdk17-20230718		4be8e0b2845483ece4140882922136188b9c590f
org.anyline	anyline-data-jdbc-citus	8.6.5-jdk17-20230720		95a177469ee53d2f8c656180695a94e3872ef8a2
org.anyline	anyline-data-jdbc-citus	8.6.5-jdk17-20230721		55e8bfe7295e3ee74e17f35c1051a7ebe05249eb
org.anyline	anyline-data-jdbc-citus	8.6.5-jdk17-20230722		d0dec2b370de21fda21d190f31b718848614ce9f
org.anyline	anyline-data-jdbc-citus	8.6.5-jdk17-20230723		c9371e8276b436e722aed469b7cf39f3ad89d846
org.anyline	anyline-data-jdbc-citus	8.6.5-jdk17-20230725		5298915a9fb8cf5fbc491080517c9d3390fe5d42
org.anyline	anyline-data-jdbc-citus	8.6.5-jdk17-20230812		4bb26a244980b74f60a3ee7ee143bbf63e81eb7b
org.anyline	anyline-data-jdbc-citus	8.6.5-jdk17-20230815		0f0d62e93291ad21fe018c00948fe2025e034e7a
org.anyline	anyline-data-jdbc-citus	8.6.5-jdk17-20230818		e5e7892bdbcb8e6405134e839a24d6f3f74600cb
org.anyline	anyline-data-jdbc-citus	8.6.5-jdk17-20230825		4d2ef6cd97d04cc87f9ef99072abb3b007ea2855
org.anyline	anyline-data-jdbc-citus	8.6.5-jdk17-20230903		8081f504622859d683ba64c6e05fbe708f1ba352
org.anyline	anyline-data-jdbc-citus	8.6.5-jdk17-20230917		88cfca8307e0f611b7c36d2b80e3c30d35f7ece2
org.anyline	anyline-data-jdbc-citus	8.7.1-20231105		d7da8ffa4d84c4a1c82d38d1aadc3837d3463b89
org.anyline	anyline-data-jdbc-citus	8.7.1-20231107		dbb60dd1e163d96831e20985db0266b8ac90a1ee
org.anyline	anyline-data-jdbc-citus	8.7.1-20231108		fd0dffc38f75e64d491f046e44975c9bcd7b9d0a
org.anyline	anyline-data-jdbc-citus	8.7.1-20231111		21556046790a4fc54325cba9542eae9b4ce73a1c
org.anyline	anyline-data-jdbc-citus	8.7.1-20231117		bd6ecec3065634097a7b04e99986417ff4e642c3
org.anyline	anyline-data-jdbc-citus	8.7.1-20231120		a641f9655b90abc3fc00e401731219e408092317
org.anyline	anyline-data-jdbc-citus	8.7.1-20231130		9075dac0a9085be907c5302d02346fc5a973373d
org.anyline	anyline-data-jdbc-citus	8.7.1-20231207		b900015c24891f1e795b6d43fdb0d23f9dc25a3f
org.anyline	anyline-data-jdbc-citus	8.7.1-20231209		ca69627dbdd829ef1e6a446866b0965ce09adb78
org.anyline	anyline-data-jdbc-citus	8.7.1-20231210		193988e365615167fa01bdbe7e0ad31a286d5098
org.anyline	anyline-data-jdbc-citus	8.7.1-20231211		83951526f8b0ff5fc594a5bfa15c8852032c414d
org.anyline	anyline-data-jdbc-citus	8.7.1-20231212		55b88fd9ad547f4adae353134c9e65a697501904
org.anyline	anyline-data-jdbc-citus	8.7.1-20231215		fcd79d879ecb35df3d5a662cf5d6d926f7006785
org.anyline	anyline-data-jdbc-citus	8.7.1-20231221		d015750e4cc3d3c4186fd33393d296f2e7ef362d
org.anyline	anyline-data-jdbc-citus	8.7.1-20231222		08e62f9cf5ede0294133bfba27f2dde19c092de2
org.anyline	anyline-data-jdbc-citus	8.7.1-20231223		7b2462614d45437295e475b165ea1e4b9c8f08ad
org.anyline	anyline-data-jdbc-citus	8.7.1-20240101		203f5e1bf510af434b38344b26b2ab76d2470bf7
org.anyline	anyline-data-jdbc-citus	8.7.1-20240103		567108fc21109ba7c6f5fac8b1c124597a7ce61a
org.anyline	anyline-data-jdbc-citus	8.7.1-20240105		a22a9565ed9867edf4c6afd17445bb28bc78b8ff
org.anyline	anyline-data-jdbc-citus	8.7.1-20240108		8d593b8b990b771832a58318b64e58f82fa8dc2b
org.anyline	anyline-data-jdbc-citus	8.7.1-20240109		544f834fcd4479a5ac9e6432bcf93f33d67242d8
org.anyline	anyline-data-jdbc-citus	8.7.1-20240120		d35a2cbabf8bfb161f5eb2095f5db8204936bfed
org.anyline	anyline-data-jdbc-citus	8.7.1-20240122		acc22e9d39017e5441fb814462453964eb02d772
org.anyline	anyline-data-jdbc-citus	8.7.1-20240123		8514316a1b518d02901ebfb7e33c30888a627490
org.anyline	anyline-data-jdbc-citus	8.7.1-20240125		d4bbf2fed26dd5b3b02aa044a82de12e7904fe10
org.anyline	anyline-data-jdbc-citus	8.7.1-20240127		c4dfc26be56bf2225b5f5add6050db29369882ff
org.anyline	anyline-data-jdbc-citus	8.7.1-20240131		e81fdf5bf1c0259c09f036ecb6fa19d5ce0f2475
org.anyline	anyline-data-jdbc-citus	8.7.1-20240202		084247595cf167fa70a1bf543556f50992077509
