br.com.bluesoft.guardian	guardian-faker	1.8		b935911d0ef1d9e0f1884a3018a1a717a1f6777c
org.kodein.di	kodein-di-jvm	7.10.0		c4f13933e99f913f02a9c9179aa073394d8d8b2c
org.kodein.di	kodein-di-jvm	7.11.0		b11543099fc93b893d02daee41bf0de46bc40fec
org.kodein.di	kodein-di-jvm	7.12.0		f990f7094a82cfaa62a46cba4802d67ce2453037
org.kodein.di	kodein-di-jvm	7.13.0		1603ef359bb0c00fdbdef6402fd8fff3344e98fc
org.kodein.di	kodein-di-jvm	7.13.1		5c5036adcb9297156af3baf408d61d8c0e915cf6
org.kodein.di	kodein-di-jvm	7.14.0		0fe8baa68bf6037dea69f5b3e0aad37f475de6b0
org.kodein.di	kodein-di-jvm	7.15.0		e1ef6b01fbaa50fa1c723c617475cd248664c08b
org.kodein.di	kodein-di-jvm	7.15.0-kotlin-1.7.20-RC		e1ef6b01fbaa50fa1c723c617475cd248664c08b
org.kodein.di	kodein-di-jvm	7.15.1		e1ef6b01fbaa50fa1c723c617475cd248664c08b
org.kodein.di	kodein-di-jvm	7.16.0		3b717ac24dc84d6d3a4b01b45d77c5db7361fe74
org.kodein.di	kodein-di-jvm	7.17.0		d3a5340206a4c1aa157ec91882a200375c1b5f07
org.kodein.di	kodein-di-jvm	7.18.0		c7c760f69fdf28f86d5b727f75f4400789ca887c
org.kodein.di	kodein-di-jvm	7.19.0		42afe0b7aeab65f2f44d0318f6feba90ed5fa4d5
org.kodein.di	kodein-di-jvm	7.19.1		42afe0b7aeab65f2f44d0318f6feba90ed5fa4d5
org.kodein.di	kodein-di-jvm	7.2.0		5991dd0c6ac7c911adcdcb9418ff6d5701f24c09
org.kodein.di	kodein-di-jvm	7.20.0		42afe0b7aeab65f2f44d0318f6feba90ed5fa4d5
org.kodein.di	kodein-di-jvm	7.20.1		42afe0b7aeab65f2f44d0318f6feba90ed5fa4d5
org.kodein.di	kodein-di-jvm	7.20.2		42afe0b7aeab65f2f44d0318f6feba90ed5fa4d5
org.kodein.di	kodein-di-jvm	7.21.0		106bd5b35200aacbcd56b1299868cafd3503f3d0
org.kodein.di	kodein-di-jvm	7.21.1		106bd5b35200aacbcd56b1299868cafd3503f3d0
org.kodein.di	kodein-di-jvm	7.21.2		106bd5b35200aacbcd56b1299868cafd3503f3d0
org.kodein.di	kodein-di-jvm	7.22.0		90accea4dc93708be1a560146e1023c471d359b5
org.kodein.di	kodein-di-jvm	7.23.0		90accea4dc93708be1a560146e1023c471d359b5
org.kodein.di	kodein-di-jvm	7.23.1		90accea4dc93708be1a560146e1023c471d359b5
org.kodein.di	kodein-di-jvm	7.24.0		0e8d1574cda6865716b5096c380f3b644ffeb21d
org.kodein.di	kodein-di-jvm	7.24.1		0e8d1574cda6865716b5096c380f3b644ffeb21d
org.kodein.di	kodein-di-jvm	7.25.0		0e8d1574cda6865716b5096c380f3b644ffeb21d
org.kodein.di	kodein-di-jvm	7.26.0		cdcd33fc3ddd5878431091f2ecd022aa824e4368
org.kodein.di	kodein-di-jvm	7.26.1		cdcd33fc3ddd5878431091f2ecd022aa824e4368
org.kodein.di	kodein-di-jvm	7.3.0		b633826dbb8e567abb63b2974217533eaa086372
org.kodein.di	kodein-di-jvm	7.3.1		ca38ab3823860ca9f5a6c4d2dacdd30f2e98c15a
org.kodein.di	kodein-di-jvm	7.4.0		53a5b4e8213320b57c22eb942d83804f346c3e8e
org.kodein.di	kodein-di-jvm	7.5.0		e464c242cfedc1d779ef4d9ca98694eb91630fe4
org.kodein.di	kodein-di-jvm	7.5.1		7f8650f21f7c8310704b0545c67c1c214cfea713
org.kodein.di	kodein-di-jvm	7.6.0		1ad23f3416476f6a771accd6475596835163c074
org.kodein.di	kodein-di-jvm	7.7.0		7068057b6589125991adb4c552fa75d6765c5e92
org.kodein.di	kodein-di-jvm	7.8.0		b56f3608246d2a2588f8c4cd90c74bdb9678373b
org.kodein.di	kodein-di-jvm	7.9.0		483caef2ad3b6205d7a7070bce1055095bac5760
org.lable.rfc3881.auditlogger	local-hbase-maven-plugin	2.1		37d2650fe271679a1316a93859d0d1025c0a8b68
org.lable.rfc3881.auditlogger	local-hbase-maven-plugin	2.3		9ffd6ec654dfb80c7b8c0270527ac300b08bc7fa
org.lable.rfc3881.auditlogger	local-hbase-maven-plugin	2.4		4a74cf684015e514e0679a0ff24b8fa467b8823c
org.lable.rfc3881.auditlogger	local-hbase-maven-plugin	2.5		0f477dfc9404effc805bb7ccd5cf20f6e25297cf
org.lable.rfc3881.auditlogger	local-hbase-maven-plugin	2.6		d71d64ae4fb72fa6c07dceaa3b7f5c9eb5648cb3
org.lable.rfc3881.auditlogger	local-hbase-maven-plugin	2.7		697f495d45cd42fa62f25991810454ed4665c6f3
org.lable.rfc3881.auditlogger	local-hbase-maven-plugin	2.8		e47aa6ea8e5230e549cf8fa86ea670b9c87b52bd
org.lable.rfc3881.auditlogger	local-hbase-maven-plugin	2.9		5cd72d6199758fb0ab1326d919be8ee4e99d4bb7
org.locationtech.geomesa	geomesa-tools_2.12	3.2.0		1bec2d23e9fbdb5dc8ea94f71b8cb4db888abb01
org.locationtech.geomesa	geomesa-tools_2.12	3.2.0	data	cd2e6482f6c4d97d1369644571f6a8ca86ce3cc7
org.locationtech.geomesa	geomesa-tools_2.12	3.2.1		8f3c973013195762c915eedeae5b5bacf7124b03
org.locationtech.geomesa	geomesa-tools_2.12	3.2.1	data	1e788a66e9554254f3c4e38433680e55e3636d37
org.locationtech.geomesa	geomesa-tools_2.12	3.2.2		660f3b749c6fd311e66d7c26f12dbe60127ff9cb
org.locationtech.geomesa	geomesa-tools_2.12	3.2.2	data	0916d888fc6e5cfb5fac8babc58524d712160a62
org.locationtech.geomesa	geomesa-tools_2.12	3.2.3		4a6a76561664524a3a52235591cd0ac050d1d3f0
org.locationtech.geomesa	geomesa-tools_2.12	3.2.3	data	1525052b48aaba839a04369174bda077a0157076
org.locationtech.geomesa	geomesa-tools_2.12	3.3.0		655300468558b4122c2ef91625f6d1942e4f8f19
org.locationtech.geomesa	geomesa-tools_2.12	3.3.0	data	264295d1752b0d8ebef68780d9999688bd571631
org.locationtech.geomesa	geomesa-tools_2.12	3.4.0		dae4452cfdb840ab18b670db3ecdcf4c75317c9c
org.locationtech.geomesa	geomesa-tools_2.12	3.4.0	data	a6e0fbd95252e3b699a98f840b8ad6105417b685
org.locationtech.geomesa	geomesa-tools_2.12	3.4.1		53bccbf0c92a841e6d4727367092e1f640012f5a
org.locationtech.geomesa	geomesa-tools_2.12	3.4.1	data	00c123e74e1b65d63dea53989ac478f81a435845
org.locationtech.geomesa	geomesa-tools_2.12	3.5.0		1ec5481bad70eae9f76daefb16b9351aa83593d2
org.locationtech.geomesa	geomesa-tools_2.12	3.5.0	data	d53ed44b072dfa3e10e3a82e7ed4e271d6943194
org.locationtech.geomesa	geomesa-tools_2.12	3.5.1		f5b7a2a847c0bf500dd6ccfe4cacad667af6cede
org.locationtech.geomesa	geomesa-tools_2.12	3.5.1	data	3c951388b2b9d73ab7ff1bd47e0dc32376355153
org.locationtech.geomesa	geomesa-tools_2.12	3.5.2		e902e9ac156be16f781617a54577808ab966f52b
org.locationtech.geomesa	geomesa-tools_2.12	3.5.2	data	9012f89bee8e86ff64636ecc47da6869989ed5c4
org.locationtech.geomesa	geomesa-tools_2.12	4.0.0		0b0c91c1de5bfe363eac249b7d86e92d0142b2c7
org.locationtech.geomesa	geomesa-tools_2.12	4.0.0	data	b003cf4f82f1b7acc1d03716866310416b842b33
org.locationtech.geomesa	geomesa-tools_2.12	4.0.1		69d0e111496684bd1832d106ce94c49deac1e78e
org.locationtech.geomesa	geomesa-tools_2.12	4.0.1	data	f9790e003f4eb2c22ae7c284232263dd3544aff3
org.locationtech.geomesa	geomesa-tools_2.12	4.0.2		09964b953ee31adab353f7cbf879e15ce1a44278
org.locationtech.geomesa	geomesa-tools_2.12	4.0.2	data	bcf8031df139252d3d1dcb3dd3309c9bce6c06ee
org.locationtech.geomesa	geomesa-tools_2.12	4.0.3		d7d30426403a79c2704d94f916192106a6fec660
org.locationtech.geomesa	geomesa-tools_2.12	4.0.3	data	24c359198327e9bc7bbf4c9d3115751ee6e2804a
org.locationtech.geomesa	geomesa-tools_2.12	4.0.4		9659f755f8bed0f6edf50f0bd3f680aec8d89634
org.locationtech.geomesa	geomesa-tools_2.12	4.0.4	data	3a30d3315358ab26fe6782141c4cdb219f492d5c
org.locationtech.geomesa	geomesa-tools_2.12	4.0.5		3a78c49f8510fa18d114855162aa1b79989fd1ed
org.locationtech.geomesa	geomesa-tools_2.12	4.0.5	data	81f9055e263afbdd4fd3ebff448e880c24db4f09
org.locationtech.geomesa	geomesa-tools_2.12	5.0.0		4a2f6543e928bde22e314ac6b728b46e332e3c6e
org.locationtech.geomesa	geomesa-tools_2.12	5.0.0	data	aa3f6abcbf02d737d560ed0f75fb224e2c1e2b4f
org.locationtech.geomesa	geomesa-tools_2.12	5.0.1		2d0fad182a466b662a4827a6e7ff99fcbbe55b6a
org.locationtech.geomesa	geomesa-tools_2.12	5.0.1	data	14955e469d27ccdc1256b7691e366203220c4fde
org.locationtech.geomesa	geomesa-tools_2.12	5.1.0		9f4cb2a02635ba8d6d951bbb2a73f69a030a2449
org.locationtech.geomesa	geomesa-tools_2.12	5.1.0	data	9e53024ee15de04ed0be0b64992a08c4038f5911
org.locationtech.geomesa	geomesa-tools_2.12	5.2.0		6b1f7abd541df6b1fbc20731954b786a2f251ec9
org.locationtech.geomesa	geomesa-tools_2.12	5.2.0	data	1b986186f5eb37a114622d0e3a7ef1b5e1e4e894
org.locationtech.geomesa	geomesa-tools_2.12	5.2.1		9e86c07efc9e1c1615481c256fceb087bb312306
org.locationtech.geomesa	geomesa-tools_2.12	5.2.1	data	8a8b5ab5ae7b72fe2b6c00213e11f437cd246c01
org.locationtech.geomesa	geomesa-tools_2.12	5.2.2		ad25c9134115e55cdc6d5bd042bad8a21b462d8e
org.locationtech.geomesa	geomesa-tools_2.12	5.2.2	data	064256966011ef4e09bd947b88347909a58777d2
org.opendaylight.mdsal.binding.model.ietf	rfc8040-ietf-restconf-monitoring	14.0.0		46d205260616358cd5a3fad05e3155ba6d9617e7
org.opendaylight.mdsal.binding.model.ietf	rfc8040-ietf-restconf-monitoring	14.0.1		914b1ba4b6026dfa963674b16d5caf9d4e9f78d2
org.opendaylight.mdsal.binding.model.ietf	rfc8040-ietf-restconf-monitoring	14.0.10		dc2f39cfb748a4796b55002ee95d5112124f0509
org.opendaylight.mdsal.binding.model.ietf	rfc8040-ietf-restconf-monitoring	14.0.11		deced78ef5d8f0f5a648eb49fb01d220441bb0ba
org.opendaylight.mdsal.binding.model.ietf	rfc8040-ietf-restconf-monitoring	14.0.12		85ca79572a57daf7db8432ae79c020facd6ca93c
org.opendaylight.mdsal.binding.model.ietf	rfc8040-ietf-restconf-monitoring	14.0.2		f949dce60d4c2b5094cdcb0ca4a0ed265e08c033
org.opendaylight.mdsal.binding.model.ietf	rfc8040-ietf-restconf-monitoring	14.0.3		b5ab21ed017250fc5fbd76ba28986b2d6601b858
org.opendaylight.mdsal.binding.model.ietf	rfc8040-ietf-restconf-monitoring	14.0.4		f870170bbcd84493f55dbf40ab3f666ad2c06c78
org.opendaylight.mdsal.binding.model.ietf	rfc8040-ietf-restconf-monitoring	14.0.6		bfa1536885d1b8e93000a0bfcaaef791b2d158b6
org.opendaylight.mdsal.binding.model.ietf	rfc8040-ietf-restconf-monitoring	14.0.8		e21cf2bd71349fad0a5084eec9c54750de87c8be
org.opendaylight.mdsal.binding.model.ietf	rfc8040-ietf-restconf-monitoring	14.0.9		cd5b98df3d9f063bde71323792d8dd1554fbadfc
org.openrdf.sesame	sesame-http-server	2.6.10		N/A
org.openrdf.sesame	sesame-http-server	2.7.0		N/A
org.openrdf.sesame	sesame-http-server	2.7.0-beta1		N/A
org.openrdf.sesame	sesame-http-server	2.7.0-beta2		N/A
org.openrdf.sesame	sesame-http-server	2.7.1		N/A
org.openrdf.sesame	sesame-http-server	2.7.10		N/A
org.openrdf.sesame	sesame-http-server	2.7.11		N/A
org.openrdf.sesame	sesame-http-server	2.7.12		N/A
org.openrdf.sesame	sesame-http-server	2.7.13		N/A
org.openrdf.sesame	sesame-http-server	2.7.14		N/A
org.openrdf.sesame	sesame-http-server	2.7.15		N/A
org.openrdf.sesame	sesame-http-server	2.7.16		N/A
org.openrdf.sesame	sesame-http-server	2.7.2		N/A
org.openrdf.sesame	sesame-http-server	2.7.3		N/A
org.openrdf.sesame	sesame-http-server	2.7.4		N/A
org.openrdf.sesame	sesame-http-server	2.7.5		N/A
org.openrdf.sesame	sesame-http-server	2.7.6		N/A
org.openrdf.sesame	sesame-http-server	2.7.7		N/A
org.openrdf.sesame	sesame-http-server	2.7.8		N/A
org.openrdf.sesame	sesame-http-server	2.7.9		N/A
org.openrdf.sesame	sesame-http-server	2.8.0		N/A
org.openrdf.sesame	sesame-http-server	2.8.0-beta1		N/A
org.openrdf.sesame	sesame-http-server	2.8.0-beta2		N/A
org.openrdf.sesame	sesame-http-server	2.8.1		N/A
org.openrdf.sesame	sesame-http-server	2.8.10		N/A
org.openrdf.sesame	sesame-http-server	2.8.11		N/A
org.openrdf.sesame	sesame-http-server	2.8.2		N/A
org.openrdf.sesame	sesame-http-server	2.8.3		N/A
org.openrdf.sesame	sesame-http-server	2.8.4		N/A
org.openrdf.sesame	sesame-http-server	2.8.5		N/A
org.openrdf.sesame	sesame-http-server	2.8.6		N/A
org.openrdf.sesame	sesame-http-server	2.8.7		N/A
org.openrdf.sesame	sesame-http-server	2.8.8		N/A
org.openrdf.sesame	sesame-http-server	2.8.9		N/A
org.openrdf.sesame	sesame-http-server	2.9.0		N/A
org.openrdf.sesame	sesame-http-server	4.0.0		N/A
org.openrdf.sesame	sesame-http-server	4.0.0-M1		N/A
org.openrdf.sesame	sesame-http-server	4.0.0-RC1		N/A
org.openrdf.sesame	sesame-http-server	4.0.1		N/A
org.openrdf.sesame	sesame-http-server	4.0.2		N/A
org.openrdf.sesame	sesame-http-server	4.1.0		N/A
org.openrdf.sesame	sesame-http-server	4.1.1		N/A
org.openrdf.sesame	sesame-http-server	4.1.2		N/A
org.ops4j.pax.web.samples	whiteboard-blueprint	4.0.0		1441ea2fe2baa3d94b1e94531682c4abc0a09869
org.ops4j.pax.web.samples	whiteboard-blueprint	4.0.1		86065a96ebc0385a7cce323ce0940b5837c86f76
org.ops4j.pax.web.samples	whiteboard-blueprint	4.0.2		fe81b7e6e83fcdb42822e47b093dfecdd47e6d20
org.ops4j.pax.web.samples	whiteboard-blueprint	4.1.0		1030b87fdff18c75d855c89008559da355d04d32
org.ops4j.pax.web.samples	whiteboard-blueprint	4.1.1		ac9ea0922ac882d16985f6721aa36617c3d1a0d1
org.ops4j.pax.web.samples	whiteboard-blueprint	4.1.2		cc64d583ad0751b63c746ce30e02aef288201202
org.ops4j.pax.web.samples	whiteboard-blueprint	4.1.3		2a248f6404e4d6b37233c8276c8624bc58459f88
org.ops4j.pax.web.samples	whiteboard-blueprint	4.1.4		1a8a74c9f5c57aa5e38e539985fcd32e719ef092
org.ops4j.pax.web.samples	whiteboard-blueprint	4.2.0		a51c60ece0dc65c5f15b22d01988668b5ef44cfb
org.ops4j.pax.web.samples	whiteboard-blueprint	4.2.1		828afce81cdbec63826c8350b2b113827a84e530
org.ops4j.pax.web.samples	whiteboard-blueprint	4.2.2		37aab3482b64d539aa2d883427913863c51332f3
org.ops4j.pax.web.samples	whiteboard-blueprint	4.2.3		ba63a773880d8cd4defa8055e3c17a9a575ef31a
org.ops4j.pax.web.samples	whiteboard-blueprint	4.2.4		a97f48633324c202ec0f3366a2bf0fb4f791f2af
org.ops4j.pax.web.samples	whiteboard-blueprint	4.2.5		970c751a55b6f4661489423d64938ca8d62dec86
org.ops4j.pax.web.samples	whiteboard-blueprint	4.2.6		fcfeb5034176a75feb106640c4a08c7ee7907e36
org.ops4j.pax.web.samples	whiteboard-blueprint	4.2.7		18e583b131853fb65c129eaba6af423362ec547a
org.ops4j.pax.web.samples	whiteboard-blueprint	4.2.8		b379acd63a167cc6d3140070397b1229ed5c2796
org.ops4j.pax.web.samples	whiteboard-blueprint	4.3.0		8ff602f06ae005fd8eafa8dea315205dfdfefdb8
org.ops4j.pax.web.samples	whiteboard-blueprint	4.3.1		ab9b8db7cf5e3321bd8aa2118e84a760ddd13f8b
org.ops4j.pax.web.samples	whiteboard-blueprint	4.3.2		92a6d29d71ec1e1433abed1854b5c1731feecb1d
org.ops4j.pax.web.samples	whiteboard-blueprint	4.3.3		7be1f9ecbc6ccace7105620721dafd588b47fd7b
org.ops4j.pax.web.samples	whiteboard-blueprint	4.3.4		236ce6245fb1ec71599467e0674858ee73ce5179
org.ops4j.pax.web.samples	whiteboard-blueprint	4.3.5		d188876bea6d78c8b26132e9d2cf3a38467cfe2f
org.ops4j.pax.web.samples	whiteboard-blueprint	4.3.6		5a7cabc97be0f2d02a11cc4e895d743fa89a89bb
org.ops4j.pax.web.samples	whiteboard-blueprint	4.4.0		4f0ab82a87772e55e272f7e8128aff34defed4eb
org.ops4j.pax.web.samples	whiteboard-blueprint	4.4.1		558b7e6116207bab63b570679503d5e9f80d0d28
org.ops4j.pax.web.samples	whiteboard-blueprint	4.4.2		e4cb0a1b11342c05348697f62f20387f67e547a8
org.ops4j.pax.web.samples	whiteboard-blueprint	6.0.0		c1d15509ecca645f28c28d1e650ff9fb67e3c53c
org.ops4j.pax.web.samples	whiteboard-blueprint	6.0.1		d8e154f2e04c520f6f83d63a809b2c8fe7aa668e
org.ops4j.pax.web.samples	whiteboard-blueprint	6.0.10		6dec0771dbd6023d16e7d70715394734b7225d0b
org.ops4j.pax.web.samples	whiteboard-blueprint	6.0.11		807bfde5fecfbc47ec34b6a603a2d3befa0db39e
org.ops4j.pax.web.samples	whiteboard-blueprint	6.0.12		800524741edd247ace9c9b55a0f0ce86a9e9de7b
org.ops4j.pax.web.samples	whiteboard-blueprint	6.0.2		8373cda4f66803004a4d6133fa02dbb720c11093
org.ops4j.pax.web.samples	whiteboard-blueprint	6.0.3		f12f2fdea212c6f387263f7d9b51ab1239a64459
org.ops4j.pax.web.samples	whiteboard-blueprint	6.0.4		fd40fc9b6746a4ca8a583e48c9ef573222fe23f8
org.ops4j.pax.web.samples	whiteboard-blueprint	6.0.5		3a997a1bd7dc3ec6de4e75efcc25d1c8858421fb
org.ops4j.pax.web.samples	whiteboard-blueprint	6.0.6		d111abf19a1edc37bd4545ea413e44b39a83238c
org.ops4j.pax.web.samples	whiteboard-blueprint	6.0.7		4406db0e2ddf0e46d45f8a846911b108e7ddb18a
org.ops4j.pax.web.samples	whiteboard-blueprint	6.0.8		9bf1184543481bf248d3f08a586d6eccbbab863c
org.ops4j.pax.web.samples	whiteboard-blueprint	6.0.9		4e92538f56fc8e04d10c43f03ebbcfeacae7828a
org.ops4j.pax.web.samples	whiteboard-blueprint	6.1.0		5370253572590d671297378be64dc9949e1ef5da
org.ops4j.pax.web.samples	whiteboard-blueprint	6.1.1		118911a35d592d24af9e469ea94ec11c5ea29861
org.ops4j.pax.web.samples	whiteboard-blueprint	6.1.2		6e658cb1cd339431f4115221b8286083ab046279
org.ops4j.pax.web.samples	whiteboard-blueprint	7.0.0		5219da5b9d2d6f834b3b62a0b597983dcd3dc932
org.ops4j.pax.web.samples	whiteboard-blueprint	7.1.0		b963cda1d348d4eab8a2dbd4262168c2a8f494a8
org.ops4j.pax.web.samples	whiteboard-blueprint	7.1.1		6cdb7ffcd97dc496e270ca096b0919201fef1b7e
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.0		a7d45c94b3b1d5b86f520bfe357829fcf37ef53a
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.1		ad4220592b57674f08d6eff9c467acfff80c9f1c
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.10		4d311cecb2b2bae0cc47b9b797198bd25117f237
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.11		bf1b98e7b059170af2935d87ea58a928f7145045
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.12		679ee634f9b3da55c352bca10027faf3dc3c5fb9
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.13		f5506487fbab9bfc2ccc5fc7eac112cb927d5b1e
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.14		f5a01301a8c4b247fb14c804af5450e6bbf29cbb
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.15		e2a2eca5c19afe786ddf93b3abf96f249287c03f
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.16		ecbdee5844a255c12d1ffc05d148b7377d898f1e
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.17		9234da7d6d4d4cd2573f929ee2032f4f258bbb6c
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.18		3c62e99a2bcf2a01449798cf9e05bb44201551b4
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.19		d35b2eb7b7f86e9776cd6d836f59b71a818f0f0f
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.2		6ba2efc08d15ce96b47ab7fcac56de7dcfcc3144
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.20		4cb8578e1db0aa30f1b4904fa1b73537533d8ca0
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.21		2aedc57f99cb878cfebdfb9b1dab2599e029494d
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.22		2054ad84768d05a3e37c8ba2b1ecedbde1d6de30
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.23		c8c201807671edabd465f8c45258003135d3a720
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.24		d521b0c92550f6b8dec54377e423d9526c0831f8
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.25		ce7205395168fd9e25f7cb800df0350aceb25dd8
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.26		82dc76eca87905f1987d9fe0468853db0ee8065e
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.27		612210cc740b50ee120de6c0001b9bb71ab956e8
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.28		121778e7a74866d5ec8b5cb69c119d3f5d74dbf2
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.29		c73f11bd5a3e0b684eeeb8fd94a299d8e6e68837
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.3		1832d97e9b00e62e2271c51196c2072f5095f600
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.30		aa752cd0f98aa2f6187363a9ea32eb60a1cdf4b0
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.4		ab618383e4c1b7297842f6ce8d57375cf21938ac
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.5		42943c0da1d3a02c4f48025493a2872b9ac19807
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.6		d8b58903d1422f78b5ec3d033250acd9e1bc75fd
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.7		6420d307fc051305d165f7b858f0c6cc52298142
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.8		3fad0d9001882c4574c23bb24ba1b0fe2c7d1c09
org.ops4j.pax.web.samples	whiteboard-blueprint	7.2.9		796aa6598540d9687b5af57931dc39238c766f04
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.0		ade0f725f76946918aca4dd0864741087eb14ecc
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.1		da50e0eccc5772dbd34045c58833c9a22fe825d9
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.10		ad83bf26e71a688398a7bccb4932d5be1e85580e
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.11		8b93c8cfcfdff5f630caa08e3a42a80fbf8ef66a
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.12		a8ca38084480e544218c20406bc2b4ad4247f749
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.13		4db3898da2c1653c6bf4f0c8655e501825ad24de
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.14		3f711e7798326b10b9b6414ca30ee2c26349a86b
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.15		bdb62487e3d0c4b9448dbdbb98c099d6466d9824
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.16		74086d77a03560752087f4605c5e79b4d9662bba
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.17		e8f9db1a31da1b40d087fd6e7fc87127f36dc69f
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.18		ec6371bc2a9077858c58eae6a3db02614bf6dd23
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.19		21a529db66df56c5d7510014d061e8e650473351
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.2		1ab0cf13da087752c4d05be36f3546f5082b26e9
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.20		3946ad6cc9c15a429ec6503dffbb01028ba9f799
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.21		7880eee44e2b682c7fef0b62f66fbdcbedaac447
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.22		5de7f2c13a113086f62d135a5e3ef0be74c8f455
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.23		e7202b6f930a19510356231aa9af690c8d2cd018
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.24		b2b7b0342a564d63ef7d11f9b28db3aeebb5b3f8
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.25		a08bd83e22b5ae3aa864f1d94be092ae74bf396d
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.26		035fbf1b209b36b493903cc2dbc5b5d619adacfe
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.27		6bebb85a0e67b80a70020d8c29866689f997e15b
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.28		82e9770875259bb22111827daa21b86770770b45
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.29		fc38f6b139c4428dd46551dc57791e63d0606a59
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.3		40622abd5b474c5a970fa170089443c51050e335
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.4		de0d44ea590a3e2b868f19ed0ea1797b4d2d3db1
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.5		5b4251026a3b49e107d372ed9589996807f2f952
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.6		a42fb43f384a2aaf5c74963aae43d53921cec191
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.7		89c95bc763041174e69510ef0593f239eb748446
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.8		0a48f23ead02eba6b1942ed8225533c9181ce132
org.ops4j.pax.web.samples	whiteboard-blueprint	7.3.9		b3b965b1af177c0e817c3e424b112c4e583b4d72
org.ops4j.pax.web.samples	whiteboard-blueprint	7.4.0		129f02c795189f9bd5ec239e392433a42de181fb
org.ops4j.pax.web.samples	whiteboard-blueprint	7.4.1		f508ce306f1639db53896c3e12741d5853c29b4a
org.ops4j.pax.web.samples	whiteboard-blueprint	7.4.2		5685a0e5c4ebd47fb7d2f4f1c55e2e2113b1680b
org.ops4j.pax.web.samples	whiteboard-blueprint	7.4.3		d12d025065da053ce10d4bbf715bf48b0dcdd4c6
org.ops4j.pax.web.samples	whiteboard-blueprint	7.4.4		8d32bd955fd94b68a2ba6bbf5a29af31c7e54fbb
org.ops4j.pax.web.samples	whiteboard-blueprint	7.4.5		ac71f3d141086a684d7b6cb85fd525bb98c6a11a
org.ops4j.pax.web.samples	whiteboard-blueprint	7.4.6		e4b98da87364f6120f3769b9d0cbccd35d2a9bed
org.ops4j.pax.web.samples	whiteboard-blueprint	8.0.0		c1165bcecfbd9e24dfbf7b6189c519285c084c24
