ch.ethz.origo	origo-issue-notifier	1.0		99176e98135dbe5956c37b315644150545689822
org.codehaus.groovy	groovy-jsr223	2.5.23	groovydoc	83f5bd1ab2b900b6110e6b68a7116e0abb0c3e61
org.codehaus.groovy	groovy-jsr223	2.5.23	indy	f0efc127b8b03a798fc1b557d5458f9211b5a36c
org.codehaus.groovy	groovy-jsr223	2.5.3		97ce8ac4fb4e014b174c4bb878d939e46752c712
org.codehaus.groovy	groovy-jsr223	2.5.3	groovydoc	a7e6abb6a02b6b414aad6141c465b8bd86616898
org.codehaus.groovy	groovy-jsr223	2.5.3	indy	f837535c750a1de23979c0f1bbe19c2c3eec2458
org.codehaus.groovy	groovy-jsr223	2.5.4		b92bd7e15a4c3f48521cc99ea782d2fbffd81dff
org.codehaus.groovy	groovy-jsr223	2.5.4	groovydoc	a0d768fcf199d4ca86fb370bff1fe717189fb90e
org.codehaus.groovy	groovy-jsr223	2.5.4	indy	366cd7074334d2b27e36e25ad0dbe2c4cd7b85d6
org.codehaus.groovy	groovy-jsr223	2.5.5		c14044d15bde06d780123884df140ed3b979126a
org.codehaus.groovy	groovy-jsr223	2.5.5	groovydoc	0281944b9d5793fbb77236a913254239ba575bdc
org.codehaus.groovy	groovy-jsr223	2.5.5	indy	11ef9da637adcc6668ede5f431cb83a332bc4ec2
org.codehaus.groovy	groovy-jsr223	2.5.6		64ae27f6c955aa48bfb0db6bfb4d2e66cc036f7b
org.codehaus.groovy	groovy-jsr223	2.5.6	groovydoc	02d8b28f824ae1747262dbb31a13ab30c0eecd20
org.codehaus.groovy	groovy-jsr223	2.5.6	indy	207856fbc1a835ec74b95e83454a6790876c0db6
org.codehaus.groovy	groovy-jsr223	2.5.7		13f59978ebc7fd57394ddd126fe86aecfd9ab3bc
org.codehaus.groovy	groovy-jsr223	2.5.7	groovydoc	ae1b545ce79e17a185b9fad382d89690978b1104
org.codehaus.groovy	groovy-jsr223	2.5.7	indy	2197546f6727124d8e2cdb02910106e3ac527e7f
org.codehaus.groovy	groovy-jsr223	2.5.8		ddb7e0c896e0effe953de81842091ccfd1f2a154
org.codehaus.groovy	groovy-jsr223	2.5.8	groovydoc	2429f41f59f975b23bfde3ffb20794c1c7771bb8
org.codehaus.groovy	groovy-jsr223	2.5.8	indy	7ea4f3d8049193e35ffee7df4f487146d2afc6c1
org.codehaus.groovy	groovy-jsr223	2.5.9		eb91a9580b9f2627639f3f3e1de56b09a5f7d848
org.codehaus.groovy	groovy-jsr223	2.5.9	groovydoc	cb9d264cc5523c0c8e07d2318b2ff872b13a6182
org.codehaus.groovy	groovy-jsr223	2.5.9	indy	e09545d1f9201ddcf0b54856272788860b42f58e
org.codehaus.groovy	groovy-jsr223	2.6.0-alpha-1		45cfee51570926a382a1f4428c807cda43711cee
org.codehaus.groovy	groovy-jsr223	2.6.0-alpha-1	groovydoc	266307bbeb763e99f7e35c10eaed78615fa3f6f2
org.codehaus.groovy	groovy-jsr223	2.6.0-alpha-1	indy	108744f0c1b2fee4ddbea139fb5c46c00c4fa03d
org.codehaus.groovy	groovy-jsr223	2.6.0-alpha-2		dff74eafa2755ad5c8aebcc27e5c5641e5da6c53
org.codehaus.groovy	groovy-jsr223	2.6.0-alpha-2	groovydoc	29b647e793afc45113033d970fb1feaf819e7c8b
org.codehaus.groovy	groovy-jsr223	2.6.0-alpha-2	indy	e49112b3d252f5329375dab82cbd6748a37f50e2
org.codehaus.groovy	groovy-jsr223	2.6.0-alpha-3		8cb0936d17ec9cd82d1e302a99ce41cfcf2beb28
org.codehaus.groovy	groovy-jsr223	2.6.0-alpha-3	groovydoc	7c3fefde0277ad14073f3f825f676d7d1faa4d42
org.codehaus.groovy	groovy-jsr223	2.6.0-alpha-3	indy	89f6d18cfa18972afde842af8d180373e38256a1
org.codehaus.groovy	groovy-jsr223	2.6.0-alpha-4		7882cebf4685b1a154fcc342c415e4cd03e6441f
org.codehaus.groovy	groovy-jsr223	2.6.0-alpha-4	groovydoc	a680cc064dac0dd93cd93a839ed1fdb984bbb0be
org.codehaus.groovy	groovy-jsr223	2.6.0-alpha-4	indy	ef6d140f9ab3ec0dd6d101b8ed475d412488c621
org.codehaus.groovy	groovy-jsr223	3.0.0		3cf624971d194f0e668d7c966b8647c1aa06559e
org.codehaus.groovy	groovy-jsr223	3.0.0	groovydoc	3837608b86c2dc1fc100217ebaeeb856788079e1
org.codehaus.groovy	groovy-jsr223	3.0.0	indy	0826df3344a0a25d807988c509f6cd09ac55af79
org.codehaus.groovy	groovy-jsr223	3.0.0-alpha-1		493246843931f15543debe822761572f2cd06f7c
org.codehaus.groovy	groovy-jsr223	3.0.0-alpha-1	groovydoc	ef4dddb669f6c176b2705b1d9b02d22c15a43f08
org.codehaus.groovy	groovy-jsr223	3.0.0-alpha-1	indy	32620654b4a97e1657ffd60ee6f76a485a783baf
org.codehaus.groovy	groovy-jsr223	3.0.0-alpha-2		6202ff942a958b844a7d48e17cb14a7e2bbe9ef1
org.codehaus.groovy	groovy-jsr223	3.0.0-alpha-2	groovydoc	59a3973017560fe698f3adfe81021705f1b918e3
org.codehaus.groovy	groovy-jsr223	3.0.0-alpha-2	indy	17642e9fa28f8c435d4b4b1f4e25064e918d9f4d
org.codehaus.groovy	groovy-jsr223	3.0.0-alpha-3		6c8c76039f468f21e0d6b95bcee116865b82b1c4
org.codehaus.groovy	groovy-jsr223	3.0.0-alpha-3	groovydoc	502ef2d856435cf51e87e7bb7c8df4f8bca8afc1
org.codehaus.groovy	groovy-jsr223	3.0.0-alpha-3	indy	de463fc52a48e0377f380a6881b747c7398c5df2
org.codehaus.groovy	groovy-jsr223	3.0.0-alpha-4		b3114a0026cd3f5216c7b8decb983680c71adbbd
org.codehaus.groovy	groovy-jsr223	3.0.0-alpha-4	groovydoc	f3842ad7306dda7ad98c7469a47298fdb34995db
org.codehaus.groovy	groovy-jsr223	3.0.0-alpha-4	indy	14c4e5659102d856523bab885d9e5134fe05ab7f
org.codehaus.groovy	groovy-jsr223	3.0.0-beta-1		eb130dec889d4138f57c7d7f7664a52ce8811752
org.codehaus.groovy	groovy-jsr223	3.0.0-beta-1	groovydoc	b6cd8b1a6788e5a21fac70cedef5996385928fe2
org.codehaus.groovy	groovy-jsr223	3.0.0-beta-1	indy	22fcad262ebd4d1e6a9ebf10231046bb90a4bd7b
org.codehaus.groovy	groovy-jsr223	3.0.0-beta-2		7c984e951a64d522bdc06fc88c16c13fe49116c0
org.codehaus.groovy	groovy-jsr223	3.0.0-beta-2	groovydoc	14c426e322c55c2ebf49acd69fdb44639ad9f6c2
org.codehaus.groovy	groovy-jsr223	3.0.0-beta-2	indy	eda5f4ecceb3ead9a62e0cb15a7a1d6579c3f373
org.codehaus.groovy	groovy-jsr223	3.0.0-beta-3		686a25aceab155043a4f78827d04aa4620ea31bd
org.codehaus.groovy	groovy-jsr223	3.0.0-beta-3	groovydoc	1538e7132c2b726b72f5d13530c2180b6d2f2e1e
org.codehaus.groovy	groovy-jsr223	3.0.0-beta-3	indy	74fa27ec8fc17d8a17c42369e1f54506e5b876dc
org.codehaus.groovy	groovy-jsr223	3.0.0-rc-1		ab9de257fa481cbca62df5846d37e648c05e50b3
org.codehaus.groovy	groovy-jsr223	3.0.0-rc-1	groovydoc	c2b7cdcfdea95d2a26907704d15edaabf6288839
org.codehaus.groovy	groovy-jsr223	3.0.0-rc-1	indy	2975e3c2b795e0c9ad03b61787c14270a0ab201a
org.codehaus.groovy	groovy-jsr223	3.0.0-rc-2		09eb71ef552ed553bf9ff5d789e342eeb4d8dd8d
org.codehaus.groovy	groovy-jsr223	3.0.0-rc-2	groovydoc	6feb0da18cee57d40854c0177ce4478f06ac58d2
org.codehaus.groovy	groovy-jsr223	3.0.0-rc-2	indy	ee573c30939ba536830333149ffa6ea4c5751cbe
org.codehaus.groovy	groovy-jsr223	3.0.0-rc-3		b9c0b082cb5206c69052e2dbbb1dbf0babc39f45
org.codehaus.groovy	groovy-jsr223	3.0.0-rc-3	groovydoc	cd251152f279f3a083105f4c0a51abae943e8cba
org.codehaus.groovy	groovy-jsr223	3.0.0-rc-3	indy	26780adfba0fd191afcab628d3df95f06c93bbdf
org.codehaus.groovy	groovy-jsr223	3.0.1		cd508c44296a6ecc0b700fffa608c803120df98c
org.codehaus.groovy	groovy-jsr223	3.0.1	groovydoc	da57be8779b172aae1f9272059a42a502facbd9e
org.codehaus.groovy	groovy-jsr223	3.0.1	indy	f3b9b8bd4209aae0e3925bb4bd3e2162541e071a
org.codehaus.groovy	groovy-jsr223	3.0.10		a2713237f82c2b12575ac4b861d69dd0829c8644
org.codehaus.groovy	groovy-jsr223	3.0.10	groovydoc	db59a4cc186269fcf3f058e22c259a4058300f61
org.codehaus.groovy	groovy-jsr223	3.0.10	indy	149a4a06897f2a5791c2f605c162ae711fad4817
org.codehaus.groovy	groovy-jsr223	3.0.11		c7d9b0b0f7e61fef97862f65b337a2d990d68f6f
org.codehaus.groovy	groovy-jsr223	3.0.11	groovydoc	db22ebe8af18cc550c939a1ace2990891c77012c
org.codehaus.groovy	groovy-jsr223	3.0.11	indy	06acfef0e90dc0bec0b2d6b760b8149882508c04
org.codehaus.groovy	groovy-jsr223	3.0.12		a73999f70ccbd2e7e577e61c398538456282b709
org.codehaus.groovy	groovy-jsr223	3.0.12	groovydoc	18a9dba13597b208ab94ebf9c45a83d163427c90
org.codehaus.groovy	groovy-jsr223	3.0.12	indy	2a15807fc37835bc71c3ef22bddb0af1a4b9a03e
org.codehaus.groovy	groovy-jsr223	3.0.13		82cc4b8192f4b761d0684538a92456535f4d0237
org.codehaus.groovy	groovy-jsr223	3.0.13	groovydoc	2fe72b4936003e2cc3a82cfdc73bede3f3df667e
org.codehaus.groovy	groovy-jsr223	3.0.13	indy	0df7cca78c3941d4868b609d264c4796506b07e8
org.codehaus.groovy	groovy-jsr223	3.0.14		42952a52f92bc0267a56cb91dbb342344fa21afc
org.codehaus.groovy	groovy-jsr223	3.0.14	groovydoc	2423b28fe3940300faaf85489dab5a7a550a5883
org.codehaus.groovy	groovy-jsr223	3.0.14	indy	2ea5bbb4dd3479f41f5515d4cd5cfdf4e0512fad
org.codehaus.groovy	groovy-jsr223	3.0.15		08dd0572ff7cdb1b214f4a27ad67d84b577da1fa
org.codehaus.groovy	groovy-jsr223	3.0.15	groovydoc	f1897e05fdbd31bfba6c0d924fd523681467a611
org.codehaus.groovy	groovy-jsr223	3.0.15	indy	b55c01f3a7344b99dd165c119af62fe04debc1be
org.codehaus.groovy	groovy-jsr223	3.0.16		2bd205f65cab3cda023dc26acbe9cb45745a3546
org.codehaus.groovy	groovy-jsr223	3.0.16	groovydoc	5b2c46a2ee2630cee846cb6775b200cde49e01b7
org.codehaus.groovy	groovy-jsr223	3.0.16	indy	fa626090c3c9f692d2938d94e196925e1fc58adb
org.codehaus.groovy	groovy-jsr223	3.0.17		a296f5e8d846edbfe53a29000f26a978bac84a15
org.codehaus.groovy	groovy-jsr223	3.0.17	groovydoc	a8abc8b85fb6a6c95fbb977df1b01c5d498fba6f
org.codehaus.groovy	groovy-jsr223	3.0.17	indy	22f003e15e8f07a937c53a883706bf716c746c9d
org.codehaus.groovy	groovy-jsr223	3.0.18		eca5fb9cbd9a4bb2d8b7c2f62cdd15d2b46cce61
org.codehaus.groovy	groovy-jsr223	3.0.18	groovydoc	c4ac1da711ba5aa5e0d24788ba44d910693cdeb4
org.codehaus.groovy	groovy-jsr223	3.0.18	indy	bed35d4302ea9c6f95f4ae13a377afdf92ff8aa9
org.codehaus.groovy	groovy-jsr223	3.0.19		377bb341e991c48a1c9db0408f7b69c0709664fc
org.codehaus.groovy	groovy-jsr223	3.0.19	groovydoc	c1e068b23ba6bb504362bd2429bbe3bb94740084
org.codehaus.groovy	groovy-jsr223	3.0.19	indy	378a3a607db817bf7c6e80884fb73794fe612b61
org.codehaus.groovy	groovy-jsr223	3.0.2		15c4743018c558f74cf5c73269155450e1ed1a04
org.codehaus.groovy	groovy-jsr223	3.0.2	groovydoc	943f6eabfcc783e57b88f18f3c6a2bc06b73e4e6
org.codehaus.groovy	groovy-jsr223	3.0.2	indy	7861bd201888188f09c95d72f8f7ae317394c25e
org.codehaus.groovy	groovy-jsr223	3.0.20		6b322c7780e984a9f1f4ffeeea8cfad7f9631ebc
org.codehaus.groovy	groovy-jsr223	3.0.20	groovydoc	c90e7aded3b955b7c74120a1bfb3406d7ced0251
org.codehaus.groovy	groovy-jsr223	3.0.20	indy	ec7edce1ee401bac37f1c5eef3a29dd42507701b
org.codehaus.groovy	groovy-jsr223	3.0.21		6c38bb1ea620918daf41b11f71bb57d7b4cd428b
org.codehaus.groovy	groovy-jsr223	3.0.21	groovydoc	d14282fce122d588868aabd800da71be24236937
org.codehaus.groovy	groovy-jsr223	3.0.21	indy	3a961ceb78eeba420fa2a364c19ea26a8c217e8f
org.codehaus.groovy	groovy-jsr223	3.0.22		060ea08d95ac160f06d7065cbd37d6548ca665eb
org.codehaus.groovy	groovy-jsr223	3.0.22	groovydoc	3d0ddb26930737ff400b565fd07970bf742281b0
org.codehaus.groovy	groovy-jsr223	3.0.22	indy	41597c8e43bf4545ca6326ab1ba2ef647a104539
org.codehaus.groovy	groovy-jsr223	3.0.23		07421f35043bb4f3f6b07b09acfd9e35905ab352
org.codehaus.groovy	groovy-jsr223	3.0.23	groovydoc	e85d31aeca4b9e54f2b550e73b3e9e34815bef9b
org.codehaus.groovy	groovy-jsr223	3.0.23	indy	8046c08fc78af2f9782b014521de7ca411201efc
org.codehaus.groovy	groovy-jsr223	3.0.24		30836fd7165ec0b663dfba342138bfc37901d590
org.codehaus.groovy	groovy-jsr223	3.0.24	groovydoc	bbc2cd8059fdd3fd957db1e1793f0dbf929d1626
org.codehaus.groovy	groovy-jsr223	3.0.24	indy	e06ebd22d91b0d1a1fc6e985b77db4b23ea330dc
org.codehaus.groovy	groovy-jsr223	3.0.3		d2b7024435cb410cb3a5f65a3d1f1372ed2e39ab
org.codehaus.groovy	groovy-jsr223	3.0.3	groovydoc	48be7e228bb884b38cbad58767e0cc3a4d5e33d1
org.codehaus.groovy	groovy-jsr223	3.0.3	indy	25509bb1ed7bcf4d13c1961ebf62a132c0982919
org.codehaus.groovy	groovy-jsr223	3.0.4		bee4328f8dd2bf8cc7a0f7f4615562908cd06fb7
org.codehaus.groovy	groovy-jsr223	3.0.4	groovydoc	ddf586ae84def458af3a730ec36ade6a445d0b5d
org.codehaus.groovy	groovy-jsr223	3.0.4	indy	2d1f53be898b9b5aee0da519315b9b6c298c46cc
org.codehaus.groovy	groovy-jsr223	3.0.5		0cd226c46e662e916d669b6be9467d3b8c591e5d
org.codehaus.groovy	groovy-jsr223	3.0.5	groovydoc	08fa28f8dc5afc62cc938be3d9c316264b54508a
org.codehaus.groovy	groovy-jsr223	3.0.5	indy	efd73d41de78fca74d210e98a3a7d847c8651830
org.codehaus.groovy	groovy-jsr223	3.0.6		13feb5fd64294ab0ea538a818ba49d33668f76e6
org.codehaus.groovy	groovy-jsr223	3.0.6	groovydoc	199eea4e2e2f9af6e418cdc9a8c3f71dd7f7ae59
org.codehaus.groovy	groovy-jsr223	3.0.6	indy	18dce874e11705d69d84ddc7e6163c3d9786f688
org.codehaus.groovy	groovy-jsr223	3.0.7		c4ac64f84067681da5636763241c1327515d9c34
org.codehaus.groovy	groovy-jsr223	3.0.7	groovydoc	b512b3290795ef9a3431879fcb1522d00b108267
org.codehaus.groovy	groovy-jsr223	3.0.7	indy	aed217e87f96dd1349fb39bb39bd6c93f7f97c66
org.codehaus.groovy	groovy-jsr223	3.0.8		8356a9a9d86d38550fd91600a5ca7811bf78a937
org.codehaus.groovy	groovy-jsr223	3.0.8	groovydoc	6d9ba3ca5157dae40f24fa9c63b0c9d0dbc46189
org.codehaus.groovy	groovy-jsr223	3.0.8	indy	cd98b58373a419e2359c2ba2332405081d1bf7b5
org.codehaus.groovy	groovy-jsr223	3.0.9		2d6506b77007e921ddfa79139c3ce18dad7b13e0
org.codehaus.groovy	groovy-jsr223	3.0.9	groovydoc	be60d4ca31e561255989dc1efeef761bb5b77d99
org.codehaus.groovy	groovy-jsr223	3.0.9	indy	74152211eca029e01c53dd371321a2992855e5b5
org.cqfn.save	save-common-test	0.2.0		1b62e89c9e36dbb29ef9ea75481d25cfd92d2b5c
org.cqfn.save	save-common-test	0.2.1		0e0b4a30746986ca1757e5018b7bff8de9862a22
org.cqfn.save	save-common-test	0.2.2		cb28f88ce4e5173b94f081b820877c5815a9df22
org.cqfn.save	save-common-test	0.2.3		9d4fe8f02fd6222017963faa92e1282b5e4dc874
org.cqfn.save	save-common-test	0.2.4		1464e3c1c00cbe1c84ad28608a88c58dc04a7c58
org.cqfn.save	save-common-test	0.2.5		9d93030765248007b1cedab77592413629030def
org.cqfn.save	save-common-test	0.2.6		2218dcb5b41d08201374c880812dccad3e12fb93
org.cqfn.save	save-common-test	0.3.0		cd4002e67ac9a6499109c97589dfd4ce89c9fd78
org.cqfn.save	save-common-test	0.3.1		fb596f288a8f6afbb81d362be316f30d62fd14b7
org.dasein	dasein-cloud-gogrid	2012.09		5de731cdee075819ff49407484dde31914e5d02c
org.dasein	dasein-cloud-gogrid	2013.01		05d8a8d475db068c63e027a58e2812d41b97c061
org.dasein	dasein-cloud-gogrid	2013.02		b52054f3d7b072635d0792a49b0e9f5aad58da27
org.dasein	dasein-cloud-gogrid	2013.02.1		8a0728f00bce7b74c2278e2e029c9dc30bdfe1eb
org.dasein	dasein-cloud-gogrid	2013.07		afcf38d97ed014dc4d8292ea3f6c65135dfb09dd
org.eclipse.jetty	jetty-unixsocket-client	10.0.0		94d530c6ac41d89556952c0f027041f8e49baf26
org.eclipse.jetty	jetty-unixsocket-client	10.0.0-alpha0		3d41ef7ee2cd6600fbfdd0d31eccb0e5aafa6f93
org.eclipse.jetty	jetty-unixsocket-client	10.0.0.alpha1		ca82d5a0bee1ef13617c965074279aad49cda9fb
org.eclipse.jetty	jetty-unixsocket-client	10.0.0.alpha2		bf858a694d2ad37e775d5ebf7bc262d02f50dd3b
org.eclipse.jetty	jetty-unixsocket-client	10.0.0.beta0		76d658d2b51274c1bc6190f4fe2830ae58b3eca0
org.eclipse.jetty	jetty-unixsocket-client	10.0.0.beta1		0ea53031d2549baa26a26b98b5eac303e9c9c0ce
org.eclipse.jetty	jetty-unixsocket-client	10.0.0.beta2		1acf73144eb078768c558db8dea0ab498dd66741
org.eclipse.jetty	jetty-unixsocket-client	10.0.0.beta3		75ef4ef663244cab07b2a9c457668f8c12694eb4
org.eclipse.jetty	jetty-unixsocket-client	10.0.1		f2121a332e4fb4080e056702c81eba997b0f1c2e
org.eclipse.jetty	jetty-unixsocket-client	10.0.10		76a503b4140e20b8d0d1bcf690ba480541f78d87
org.eclipse.jetty	jetty-unixsocket-client	10.0.11		4a557352a8755382df887d3c669b9cc21e710d1c
org.eclipse.jetty	jetty-unixsocket-client	10.0.12		dd532af9b6305c21fa48e5a3707bd869b5e3bf46
org.eclipse.jetty	jetty-unixsocket-client	10.0.13		02236075f64e2ba5d6b6c50b1deff9d628788bf3
org.eclipse.jetty	jetty-unixsocket-client	10.0.14		200f3a93429f98b9daf2210d6563c811b5e7e71e
org.eclipse.jetty	jetty-unixsocket-client	10.0.15		e125c3a3fa93e4bdae665100b6b2afe9b20572c5
org.eclipse.jetty	jetty-unixsocket-client	10.0.16		a4f758626ccd0c853d72533e5eed365dc3cae644
org.eclipse.jetty	jetty-unixsocket-client	10.0.17		1394517528d13b2b28ff3cfb5bf7d9475bbd8f34
org.eclipse.jetty	jetty-unixsocket-client	10.0.18		69a3db2bc101d046a5fe655515257049d001a6c9
org.eclipse.jetty	jetty-unixsocket-client	10.0.19		ae441f4bab8466061c369b1c613247cd93acb3cb
org.eclipse.jetty	jetty-unixsocket-client	10.0.2		67a08de3e7caa2402926d18e1439a8e4ac41286b
org.eclipse.jetty	jetty-unixsocket-client	10.0.20		2b6a83667f28d79a4aed986446365eda2af8f1f8
org.eclipse.jetty	jetty-unixsocket-client	10.0.21		87c88687a6c58e60528425da9208f818e6eec82f
org.eclipse.jetty	jetty-unixsocket-client	10.0.22		c85ea8db6f743e1e38c9d05a1371c3c66d32db8c
org.eclipse.jetty	jetty-unixsocket-client	10.0.23		bd5c1520f94c566959fa9f6c393cb5b8110a9d6a
org.eclipse.jetty	jetty-unixsocket-client	10.0.24		66ca3e4604269f433e372e6151f49eb6a15c2e55
org.eclipse.jetty	jetty-unixsocket-client	10.0.25		4f8e5453d43c94ff2f19ed889181964834467ecf
org.eclipse.jetty	jetty-unixsocket-client	10.0.3		cfe2bcae7c64ae99751d1c35385e440fb89a0b59
org.eclipse.jetty	jetty-unixsocket-client	10.0.4		3bf6d4482e31eec90a953668cb866d12874e72aa
org.eclipse.jetty	jetty-unixsocket-client	10.0.5		43113471ba67d4c5d904dfc7ed70b354080dbb36
org.eclipse.jetty	jetty-unixsocket-client	10.0.6		5b0948b2b6f117a3fdcb1824ecf9ef6cf4bb0057
org.eclipse.jetty	jetty-unixsocket-client	10.0.7		94135685fb1789a018a22dfbf52a1690a1c46ad9
org.eclipse.jetty	jetty-unixsocket-client	10.0.8		e91f442d2a2a0c82b4fdb9691b2a824c0dc2e865
org.eclipse.jetty	jetty-unixsocket-client	10.0.9		059b830ad2b4f0b692600f98819c1869e6328876
org.eclipse.jetty	jetty-unixsocket-client	11.0.0		3f7ac6d06cb4289d85336b38d43ae4d205bf5620
org.eclipse.jetty	jetty-unixsocket-client	11.0.0-alpha0		02550b9857206ecb258eca148da8ca248c733f6d
org.eclipse.jetty	jetty-unixsocket-client	11.0.0.beta1		f653fa36c1264f184ec29ad862cbc4fc5f67e5f1
org.eclipse.jetty	jetty-unixsocket-client	11.0.0.beta2		29abc97a66385a886b717048f64f7860b5420d9e
org.eclipse.jetty	jetty-unixsocket-client	11.0.0.beta3		2a71911d827c0a9fd13b3ac03dca07c98ad21ab5
org.eclipse.jetty	jetty-unixsocket-client	11.0.1		808edcbcf8e6d41b042f4e651f2934797f4c704f
org.eclipse.jetty	jetty-unixsocket-client	11.0.10		5384a00d504b0aa26104257d2f31e57654aebc25
org.eclipse.jetty	jetty-unixsocket-client	11.0.11		b201b02f59b995eabe59f384ffd545e455b37406
org.eclipse.jetty	jetty-unixsocket-client	11.0.12		f3134b71961243505503aed6ac2bc2f1dd2b3de4
org.eclipse.jetty	jetty-unixsocket-client	11.0.13		b9036c7b3c4ef0c55143661189a9f0668f4b4320
org.eclipse.jetty	jetty-unixsocket-client	11.0.14		7992d442ed0c0f5f0cb49dd65c13435117b74e19
org.eclipse.jetty	jetty-unixsocket-client	11.0.15		c4566c70471d816a3dbe61a775ee072ed5fbf900
org.eclipse.jetty	jetty-unixsocket-client	11.0.16		e9fd81bf0f404214de8abe28e8aa5f25a5cb799d
org.eclipse.jetty	jetty-unixsocket-client	11.0.17		00cf2e78bb7fed526951b9bcb7ab612c8d0fc099
org.eclipse.jetty	jetty-unixsocket-client	11.0.18		f02ac7c6a754da1f1bcaaffccf10a77f1cebc10c
org.eclipse.jetty	jetty-unixsocket-client	11.0.19		629e4c2886ae8a99143af7556bd38e676c8d109f
org.eclipse.jetty	jetty-unixsocket-client	11.0.2		1dc7a7c4131bc368d9833f72b778acd68df8d81c
org.eclipse.jetty	jetty-unixsocket-client	11.0.20		e934671c591fa3b54f4f91be6e966ec4727ee6ec
org.eclipse.jetty	jetty-unixsocket-client	11.0.21		055695581f236b3484593cfd0b5b07b36ee44fe7
org.eclipse.jetty	jetty-unixsocket-client	11.0.22		bcc319c03eb0d81e2fe9d54b56cfa1565f119b6b
org.eclipse.jetty	jetty-unixsocket-client	11.0.23		cc3cd5c9a8c3169df1154caaf2071544d33c853f
org.eclipse.jetty	jetty-unixsocket-client	11.0.24		f6dd4fee704a74301ae7b3768a99e202a3d07dba
org.eclipse.jetty	jetty-unixsocket-client	11.0.25		fbdd908729263040e90d20ec07d97e0aa89d6a00
org.eclipse.jetty	jetty-unixsocket-client	11.0.3		7888ad09ebd6b390de14d2ea0500944a7276493b
org.eclipse.jetty	jetty-unixsocket-client	11.0.4		ddf92855dbc722603918d1c24b75558659eff583
org.eclipse.jetty	jetty-unixsocket-client	11.0.5		d55503b83afe296d750abe94df78f39e2cf04cdb
org.eclipse.jetty	jetty-unixsocket-client	11.0.6		d6d05fc176db60f10edd15a5ee8ad3708b0a059c
org.eclipse.jetty	jetty-unixsocket-client	11.0.7		f6f625035721107ce791dfbef27d776247818328
org.eclipse.jetty	jetty-unixsocket-client	11.0.8		0b49fe43c8b054addbdaf34c5326f8afaaeb98b0
org.eclipse.jetty	jetty-unixsocket-client	11.0.9		58c29583b27f3e0e18b89f8202b55137462e6ef2
org.endpoints4s	algebra-circe-testkit_2.12	1.0.0		c8f6480a39131ae835ff3d603de263f60dcf0200
org.endpoints4s	algebra-circe-testkit_2.12	2.0.0		ee68170520fc2e34aa232e25c441486741acbf6d
org.endpoints4s	algebra-circe-testkit_2.12	3.0.0		1d1cf3d49f2ecd23283e4e4526bb72ce8c2c1a69
org.endpoints4s	algebra-circe-testkit_2.12	4.0.0		98f01781d71f2d71059ad75b32c2cf38d87a6eec
org.endpoints4s	algebra-circe-testkit_2.12	4.1.0		e823b93ba02bcafeb4e10fd35196a80f05060417
org.endpoints4s	algebra-circe-testkit_2.12	5.0.0		63d1fc76848214439460fb8fef43634875dfeb4a
org.endpoints4s	algebra-circe-testkit_2.12	6.0.0		c55954db9ff5b0f26e23129f9b6d994897dca0e6
org.endpoints4s	algebra-circe-testkit_2.12	7.0.0		e4ad4e59e18443b03e08818ffaa56dc6b9930e1e
org.endpoints4s	algebra-circe-testkit_2.12	7.0.1		164716ad757ce1b8a41a47ac036e37f212f0b36a
org.johnnei	bittorrent-integration-tests	0.6.0		a0c98a63dbb440c2c17d082645ed12b36ef3b4be
org.jvnet.hudson.plugins	cppunit	0.1		ca15efdff291a50d8c8ba61320692a7e191f80f8
org.jvnet.hudson.plugins	cppunit	0.2		f20cc33f3a12e6a069a574e41f152b9d80753088
org.jvnet.hudson.plugins	cppunit	0.3		b4d1298e2175c30af8f87b9c4ebcc036826205d6
org.jvnet.hudson.plugins	cppunit	0.4		2119383499bfc72d360cb60056b3c848ce9717c4
org.jvnet.hudson.plugins	cppunit	0.5		55dc37be4a3753af33c1b3280a3766f7dd4aa73a
org.jvnet.hudson.plugins	cppunit	0.5.1		be5b592613133e9af28dbc57b52bd005c3bc741d
org.jvnet.hudson.plugins	cppunit	1.0		c0d37d53dd3d35c859ab5550444e075f1a9fc165
org.jvnet.hudson.plugins	cppunit	1.1		34aed418b1dca0a34d4551f7d0af5d2712a61098
org.jvnet.hudson.plugins	cppunit	1.1.1		762da15091ab1b479a0876c1b4ce8ad0d2368222
org.jvnet.hudson.plugins	cppunit	1.10		fcbdf7818a824b5c3ad206b9d47e24a641c4327a
org.jvnet.hudson.plugins	cppunit	1.2		6df28db9d12bde5071109bcaa493505a23cad20e
org.jvnet.hudson.plugins	cppunit	1.3		92cb271480d3d59bc6640e2bf53673c23716ccfa
org.jvnet.hudson.plugins	cppunit	1.4		50727d97e2ed04b64b76323996f38e5c1e510de8
org.jvnet.hudson.plugins	cppunit	1.5		fb48dd74b0f982d0b003a6a93f8b23894ac2dc85
org.jvnet.hudson.plugins	cppunit	1.6		71e44bd0a51880c698897f36d7803fcd28adf940
org.jvnet.hudson.plugins	cppunit	1.7		009cad17a84e5a5ca697a014e4aa61f13eed84c0
org.jvnet.hudson.plugins	cppunit	1.8		074c58452251b698b6201615542a5f4104972420
org.jvnet.hudson.plugins	cppunit	1.9		2173267a8c736bfa6b299e70b5ebd8a97da99833
